Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,2.1e-05,18.102053,[43 49] ; [36  6],[54.23880597 37.76119403] ; [24.76119403 17.23880597],1
p4,1,0.000467,12.242816,[42 52] ; [33 10],[51.45985401 42.54014599] ; [23.54014599 19.45985401],1
p8,1,0.000654,11.61572,[34 60] ; [29 14],[43.22627737 50.77372263] ; [19.77372263 23.22627737],1
p11,1,0.015905,5.813358,[68 26] ; [39  4],[73.41605839 20.58394161] ; [33.58394161  9.41605839],0
n3,1,0.016006,5.802198,[20  6] ; [2 5],[17.33333333  8.66666667] ; [4.66666667 2.33333333],0
n5,1,0.02946,4.740501,[54 40] ; [33 10],[59.69343066 34.30656934] ; [27.30656934 15.69343066],0
s8,1,0.039117,4.255786,[23 71] ; [18 25],[28.13138686 65.86861314] ; [12.86861314 30.13138686],0
p3,1,0.041538,4.153914,[35 59] ; [24 19],[40.48175182 53.51824818] ; [18.51824818 24.48175182],0
p1,1,0.06114,3.506184,[ 2 90] ; [ 4 39],[ 4.08888889 87.91111111] ; [ 1.91111111 41.08888889],0
a7,1,0.082725,3.01054,[70 24] ; [36  5],[73.80740741 20.19259259] ; [32.19259259  8.80740741],0
v2,1,0.087403,2.921569,[38 49] ; [24 16],[42.47244094 44.52755906] ; [19.52755906 20.47244094],0
p10,1,0.130948,2.281233,[72 21] ; [38  5],[75.22058824 17.77941176] ; [34.77941176  8.22058824],0
r1,1,0.139922,2.178811,[62 31] ; [34  9],[65.64705882 27.35294118] ; [30.35294118 12.64705882],0
r4,1,0.148747,2.085058,[79 15] ; [40  3],[81.64963504 12.35036496] ; [37.35036496  5.64963504],0
b2,1,0.150154,2.070685,[11 35] ; [ 9 13],[13.52941176 32.47058824] ; [ 6.47058824 15.52941176],0
b3,1,0.150154,2.070685,[11 35] ; [ 9 13],[13.52941176 32.47058824] ; [ 6.47058824 15.52941176],0
p2,1,0.1932,1.693048,[71 22] ; [37  6],[73.85294118 19.14705882] ; [34.14705882  8.85294118],0
d3,1,0.208511,1.581737,[59 35] ; [31 11],[62.20588235 31.79411765] ; [27.79411765 14.20588235],0
p12,1,0.22783,1.454356,[ 7 87] ; [ 6 37],[ 8.91970803 85.08029197] ; [ 4.08029197 38.91970803],0
p9,1,0.240883,1.37542,[72 21] ; [37  6],[74.53676471 18.46323529] ; [34.46323529  8.53676471],0
s3,1,0.250018,1.323201,[76 18] ; [31 12],[73.41605839 20.58394161] ; [33.58394161  9.41605839],0
a4,1,0.257496,1.282169,[30 64] ; [18 25],[32.93430657 61.06569343] ; [15.06569343 27.93430657],0
d1,1,0.305546,1.04983,[48 46] ; [26 17],[50.77372263 43.22627737] ; [23.22627737 19.77372263],0
v3,1,0.373555,0.791805,[33 58] ; [11 28],[30.8 60.2] ; [13.2 25.8],0
n6,1,0.375466,0.785495,[72 22] ; [35  7],[73.95588235 20.04411765] ; [33.04411765  8.95588235],0
b1,1,0.377737,0.778053,[32 62] ; [18 25],[34.30656934 59.69343066] ; [15.69343066 27.30656934],0
p5,1,0.391784,0.733399,[ 5 88] ; [ 4 39],[ 6.15441176 86.84558824] ; [ 2.84558824 40.15441176],0
u3,1,0.404199,0.695798,[23 16] ; [ 9 10],[21.51724138 17.48275862] ; [10.48275862  8.51724138],0
