Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,54.212326,[236  11] ; [3 6],[230.59765625  16.40234375] ; [8.40234375 0.59765625],1
r2,1,0.0,28.11754,[242   5] ; [6 3],[239.28125   7.71875] ; [8.71875 0.28125],1
v4,1,1e-06,24.338687,[240   6] ; [6 3],[237.31764706   8.68235294] ; [8.68235294 0.31764706],1
n6,1,5.5e-05,16.275238,[218  26] ; [4 5],[214.1027668  29.8972332] ; [7.8972332 1.1027668],1
s1,1,0.000333,12.876882,[  5 235] ; [2 7],[  6.74698795 233.25301205] ; [0.25301205 8.74698795],1
d4,1,0.000634,11.673152,[212  34] ; [4 5],[208.37647059  37.62352941] ; [7.62352941 1.37647059],1
r1,1,0.000634,11.673152,[212  34] ; [4 5],[208.37647059  37.62352941] ; [7.62352941 1.37647059],1
p2,1,0.001654,9.899098,[207  38] ; [4 5],[203.52362205  41.47637795] ; [7.47637795 1.52362205],0
p1,1,0.003373,8.593794,[ 28 217] ; [4 5],[ 30.86614173 214.13385827] ; [1.13385827 7.86614173],0
v2,1,0.003797,8.378204,[201  42] ; [4 5],[197.67857143  45.32142857] ; [7.32142857 1.67857143],0
p7,1,0.005466,7.71833,[159  78] ; [2 7],[155.1097561  81.8902439] ; [5.8902439 3.1097561],0
b1,1,0.005807,7.609241,[ 82 165] ; [7 2],[ 85.87109375 161.12890625] ; [3.12890625 5.87109375],0
p11,1,0.006434,7.424424,[201  46] ; [4 5],[197.79296875  49.20703125] ; [7.20703125 1.79296875],0
p10,1,0.012491,6.239771,[208  34] ; [5 4],[205.3625498  36.6374502] ; [7.6374502 1.3625498],0
d1,1,0.025455,4.992641,[170  77] ; [3 6],[166.91796875  80.08203125] ; [6.08203125 2.91796875],0
n3,1,0.044431,4.040098,[33 12] ; [1 3],[31.2244898 13.7755102] ; [2.7755102 1.2244898],0
n4,1,0.04529,4.007796,[202  44] ; [5 4],[199.69411765  46.30588235] ; [7.30588235 1.69411765],0
s3,1,0.071559,3.246894,[136 102] ; [2 6],[133.51219512 104.48780488] ; [4.48780488 3.51219512],0
p9,1,0.090115,2.87231,[208  32] ; [6 3],[206.26506024  33.73493976] ; [7.73493976 1.26506024],0
s6,1,0.107688,2.587834,[166  72] ; [4 5],[163.80566802  74.19433198] ; [6.19433198 2.80566802],0
b2,1,0.126533,2.334536,[55 98] ; [4 2],[56.77358491 96.22641509] ; [2.22641509 3.77358491],0
b3,1,0.126533,2.334536,[55 98] ; [4 2],[56.77358491 96.22641509] ; [2.22641509 3.77358491],0
p5,1,0.140295,2.174721,[ 37 208] ; [3 6],[ 38.58267717 206.41732283] ; [1.41732283 7.58267717],0
v1,1,0.14991,2.073171,[162  84] ; [8 1],[164.  82.] ; [6. 3.],0
p3,1,0.176373,1.82792,[137 107] ; [3 6],[135.01976285 108.98023715] ; [4.98023715 4.01976285],0
d5,1,0.224409,1.475954,[203  43] ; [6 3],[201.62352941  44.37647059] ; [7.37647059 1.62352941],0
s2,1,0.228914,1.447599,[130 112] ; [3 6],[128.2310757 113.7689243] ; [4.7689243 4.2310757],0
p4,1,0.230717,1.436437,[155  87] ; [4 5],[153.29880478  88.70119522] ; [5.70119522 3.29880478],0
a3,1,0.332828,0.937864,[183  62] ; [8 1],[184.23228346  60.76771654] ; [6.76771654 2.23228346],0
s8,1,0.35052,0.871574,[119 123] ; [3 6],[117.62549801 124.37450199] ; [4.37450199 4.62549801],0
n5,1,0.367384,0.812493,[194  51] ; [6 3],[192.91338583  52.08661417] ; [7.08661417 1.91338583],0
n1,1,0.373468,0.792092,[12 30] ; [2 2],[12.7826087 29.2173913] ; [1.2173913 2.7826087],0
a6,1,0.406794,0.688151,[189  56] ; [8 1],[190.01968504  54.98031496] ; [6.98031496 2.01968504],0
s7,1,0.490522,0.475381,[126 103] ; [6 3],[127.00840336 101.99159664] ; [4.99159664 4.00840336],0
a2,1,0.500011,0.454913,[ 83 164] ; [4 5],[ 83.94140625 163.05859375] ; [3.05859375 5.94140625],0
b5,1,0.552419,0.353002,[161  86] ; [5 4],[160.1640625  86.8359375] ; [5.8359375 3.1640625],0
p12,1,0.564692,0.331645,[ 37 207] ; [2 7],[ 37.61264822 206.38735178] ; [1.38735178 7.61264822],0
a1,1,0.583446,0.300696,[ 16 231] ; [1 8],[ 16.40234375 230.59765625] ; [0.59765625 8.40234375],0
a4,1,0.725321,0.123452,[122 124] ; [5 4],[122.51764706 123.48235294] ; [4.48235294 4.51764706],0
p6,1,0.780652,0.077545,[ 91 149] ; [3 6],[ 90.60240964 149.39759036] ; [3.39759036 5.60240964],0
d3,1,0.790575,0.070525,[200  46] ; [7 2],[199.69411765  46.30588235] ; [7.30588235 1.69411765],0
s5,1,0.797349,0.065936,[ 89 148] ; [3 6],[ 88.63414634 148.36585366] ; [3.36585366 5.63414634],0
u1,1,0.865589,0.02865,[ 61 186] ; [2 7],[ 60.78515625 186.21484375] ; [2.21484375 6.78515625],0
p8,1,0.87149,0.026168,[141 101] ; [5 4],[140.76494024 101.23505976] ; [5.23505976 3.76494024],0
b4,1,0.88768,0.019949,[159  88] ; [6 3],[159.19921875  87.80078125] ; [5.80078125 3.19921875],0
d2,1,0.920989,0.009838,[132 113] ; [5 4],[132.14566929 112.85433071] ; [4.85433071 4.14566929],0
a5,1,0.930178,0.007677,[189  58] ; [7 2],[189.109375  57.890625] ; [6.890625 2.109375],0
n2,1,0.980246,0.000613,[34 11] ; [3 1],[33.97959184 11.02040816] ; [3.02040816 0.97959184],0
