Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,8e-06,19.948411,[58 26] ; [13 33],[45.87692308 38.12307692] ; [25.12307692 20.87692308],1
r4,1,0.003629,8.46082,[69 15] ; [27 19],[62.03076923 21.96923077] ; [33.96923077 12.03076923],0
u1,1,0.009852,6.661491,[18 66] ; [ 2 44],[12.92307692 71.07692308] ; [ 7.07692308 38.92307692],0
s6,1,0.01068,6.517801,[46 36] ; [15 31],[39.078125 42.921875] ; [21.921875 24.078125],0
v4,1,0.011839,6.33486,[77  7] ; [34 11],[72.27906977 11.72093023] ; [38.72093023  6.27906977],0
r3,1,0.015085,5.906542,[76  7] ; [35 11],[71.41860465 11.58139535] ; [39.58139535  6.41860465],0
r2,1,0.031966,4.600303,[77  6] ; [36  9],[73.2734375  9.7265625] ; [39.7265625  5.2734375],0
n4,1,0.035279,4.43164,[61 23] ; [25 21],[55.56923077 28.43076923] ; [30.43076923 15.56923077],0
s7,1,0.038711,4.273504,[31 49] ; [ 8 32],[26. 54.] ; [13. 27.],0
b5,1,0.039759,4.22812,[54 30] ; [21 25],[48.46153846 35.53846154] ; [26.53846154 19.46153846],0
p11,1,0.052091,3.772835,[46 38] ; [17 29],[40.70769231 43.29230769] ; [22.29230769 23.70769231],0
v3,1,0.068157,3.326863,[30 53] ; [ 9 35],[25.48818898 57.51181102] ; [13.51181102 30.48818898],0
p10,1,0.096213,2.767227,[28 56] ; [ 9 37],[23.90769231 60.09230769] ; [13.09230769 32.90769231],0
a8,1,0.124451,2.360386,[ 7 65] ; [ 1 43],[ 4.96551724 67.03448276] ; [ 3.03448276 40.96551724],0
s8,1,0.136495,2.217038,[24 58] ; [ 8 38],[20.5 61.5] ; [11.5 34.5],0
d1,1,0.137461,2.206151,[55 29] ; [24 22],[51.04615385 32.95384615] ; [27.95384615 18.04615385],0
u2,1,0.139919,2.178854,[13 17] ; [10  5],[15.33333333 14.66666667] ; [7.66666667 7.33333333],0
p4,1,0.141036,2.16662,[40 43] ; [16 30],[36.03100775 46.96899225] ; [19.96899225 26.03100775],0
n2,1,0.148529,2.087298,[16  9] ; [ 8 11],[13.63636364 11.36363636] ; [10.36363636  8.63636364],0
r1,1,0.161353,1.961499,[66 18] ; [31 15],[62.67692308 21.32307692] ; [34.32307692 11.67692308],0
s2,1,0.163124,1.945023,[31 50] ; [12 34],[27.42519685 53.57480315] ; [15.57480315 30.42519685],0
a6,1,0.165704,1.921384,[50 34] ; [33 13],[53.63076923 30.36923077] ; [29.36923077 16.63076923],0
s5,1,0.244455,1.354718,[20 62] ; [ 7 38],[17.43307087 64.56692913] ; [ 9.56692913 35.43307087],0
b1,1,0.303995,1.056588,[47 37] ; [30 16],[49.75384615 34.24615385] ; [27.24615385 18.75384615],0
