Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r3,1,0.0,45.59387,[86  1] ; [16 16],[74.57142857 12.42857143] ; [27.42857143  4.57142857],1
p1,1,0.216712,1.526013,[ 5 82] ; [ 4 28],[ 6.57983193 80.42016807] ; [ 2.42016807 29.57983193],0
p7,1,0.221833,1.492472,[44 39] ; [12 18],[41.13274336 41.86725664] ; [14.86725664 15.13274336],0
d3,1,0.247295,1.338523,[68 19] ; [21 10],[65.61864407 21.38135593] ; [23.38135593  7.61864407],0
d4,1,0.267032,1.231932,[73 14] ; [24  8],[70.91596639 16.08403361] ; [26.08403361  5.91596639],0
n2,1,0.341947,0.903119,[15  8] ; [8 8],[13.56410256  9.43589744] ; [9.43589744 6.56410256],0
v1,1,0.383039,0.760926,[35 50] ; [10 21],[32.97413793 52.02586207] ; [12.02586207 18.97413793],0
v3,1,0.405185,0.692883,[24 57] ; [ 7 25],[22.22123894 58.77876106] ; [ 8.77876106 23.22123894],0
n5,1,0.408446,0.683319,[40 47] ; [12 20],[38.01680672 48.98319328] ; [13.98319328 18.01680672],0
b5,1,0.43596,0.606893,[59 29] ; [19 13],[57.2 30.8] ; [20.8 11.2],0
p6,1,0.463992,0.536248,[19 66] ; [ 5 26],[17.5862069 67.4137931] ; [ 6.4137931 24.5862069],0
p12,1,0.468572,0.52534,[ 1 84] ; [ 1 31],[ 1.45299145 83.54700855] ; [ 0.54700855 31.45299145],0
n4,1,0.474161,0.512264,[45 43] ; [14 18],[43.26666667 44.73333333] ; [15.73333333 16.26666667],0
a8,1,0.513167,0.427604,[11 68] ; [ 3 29],[ 9.96396396 69.03603604] ; [ 4.03603604 27.96396396],0
d1,1,0.600953,0.273561,[46 42] ; [15 17],[44.73333333 43.26666667] ; [16.26666667 15.73333333],0
a2,1,0.640019,0.218717,[20 68] ; [ 6 26],[19.06666667 68.93333333] ; [ 6.93333333 25.06666667],0
s4,1,0.656083,0.198317,[11 77] ; [ 5 27],[11.73333333 76.26666667] ; [ 4.26666667 27.73333333],0
s3,1,0.704007,0.144337,[41 45] ; [14 18],[40.08474576 45.91525424] ; [14.91525424 17.08474576],0
p5,1,0.736571,0.113163,[ 4 82] ; [ 1 30],[ 3.67521368 82.32478632] ; [ 1.32478632 29.67521368],0
s7,1,0.754087,0.098128,[26 55] ; [ 9 22],[25.3125 55.6875] ; [ 9.6875 21.3125],0
s5,1,0.756033,0.096531,[14 69] ; [ 6 25],[14.56140351 68.43859649] ; [ 5.43859649 25.56140351],0
b2,1,0.802661,0.062452,[11 36] ; [ 5 14],[11.39393939 35.60606061] ; [ 4.60606061 14.39393939],0
b3,1,0.802661,0.062452,[11 36] ; [ 5 14],[11.39393939 35.60606061] ; [ 4.60606061 14.39393939],0
a4,1,0.821551,0.050873,[35 53] ; [12 20],[34.46666667 53.53333333] ; [12.53333333 19.46666667],0
u2,1,0.858273,0.031888,[18  9] ; [7 4],[17.76315789  9.23684211] ; [7.23684211 3.76315789],0
b4,1,0.955799,0.003072,[49 39] ; [18 14],[49.13333333 38.86666667] ; [17.86666667 14.13333333],0
a3,1,0.963968,0.002041,[60 28] ; [21 10],[59.89915966 28.10084034] ; [21.10084034  9.89915966],0
n1,1,0.970323,0.001384,[ 7 15] ; [ 5 11],[ 6.94736842 15.05263158] ; [ 5.05263158 10.94736842],0
