Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r3,1,0.0,45.59387,[86  1] ; [16 16],[74.57142857 12.42857143] ; [27.42857143  4.57142857],1
r1,1,0.0,44.008394,[79  8] ; [10 22],[65.06722689 21.93277311] ; [23.93277311  8.06722689],1
v4,1,0.0,34.772727,[85  3] ; [17 15],[74.8 13.2] ; [27.2  4.8],1
r2,1,0.0,29.238213,[85  3] ; [18 13],[76.16806723 11.83193277] ; [26.83193277  4.16806723],1
p2,1,1e-06,24.68908,[73 14] ; [12 20],[62.14285714 24.85714286] ; [22.85714286  9.14285714],1
a1,1,0.00128,10.370813,[ 1 87] ; [ 5 27],[ 4.4 83.6] ; [ 1.6 30.4],0
p11,1,0.001613,9.944904,[56 32] ; [10 22],[48.4 39.6] ; [17.6 14.4],0
p4,1,0.001754,9.790305,[41 46] ; [ 5 27],[33.6302521 53.3697479] ; [12.3697479 19.6302521],0
p3,1,0.004028,8.271207,[36 51] ; [ 4 27],[29.49152542 57.50847458] ; [10.50847458 20.49152542],0
u3,1,0.006656,7.363464,[22  5] ; [4 7],[18.47368421  8.52631579] ; [7.52631579 3.47368421],0
n3,1,0.014598,5.964406,[18  4] ; [7 9],[14.47368421  7.52631579] ; [10.52631579  5.47368421],0
a6,1,0.019158,5.487031,[74 13] ; [21 11],[69.45378151 17.54621849] ; [25.54621849  6.45378151],0
p9,1,0.02056,5.363695,[64 21] ; [17 15],[58.84615385 26.15384615] ; [22.15384615  9.84615385],0
p10,1,0.0214,5.293943,[57 28] ; [14 18],[51.58119658 33.41880342] ; [19.41880342 12.58119658],0
s2,1,0.02965,4.729453,[38 49] ; [ 7 25],[32.89915966 54.10084034] ; [12.10084034 19.89915966],0
p8,1,0.039194,4.252459,[38 47] ; [ 7 23],[33.26086957 51.73913043] ; [11.73913043 18.26086957],0
s8,1,0.049063,3.873186,[30 58] ; [ 5 27],[25.66666667 62.33333333] ; [ 9.33333333 22.66666667],0
s1,1,0.068198,3.325875,[ 3 82] ; [ 4 28],[ 5.08547009 79.91452991] ; [ 1.91452991 30.08547009],0
d5,1,0.100485,2.697835,[74 13] ; [23  9],[70.91596639 16.08403361] ; [26.08403361  5.91596639],0
v2,1,0.105729,2.616923,[41 39] ; [11 21],[37.14285714 42.85714286] ; [14.85714286 17.14285714],0
a5,1,0.11259,2.517483,[63 25] ; [18 14],[59.4 28.6] ; [21.6 10.4],0
s6,1,0.12318,2.376418,[47 41] ; [12 20],[43.26666667 44.73333333] ; [15.73333333 16.26666667],0
b1,1,0.204466,1.610187,[38 50] ; [18 14],[41.06666667 46.93333333] ; [14.93333333 17.06666667],0
d2,1,0.21644,1.527818,[30 57] ; [15 17],[32.89915966 54.10084034] ; [12.10084034 19.89915966],0
