Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r1,1,0.0,32.474497,[99 15] ; [ 7 15],[88.85294118 25.14705882] ; [17.14705882  4.85294118],1
v4,1,3e-06,22.039668,[110   5] ; [14  8],[104.08759124  10.91240876] ; [19.91240876  2.08759124],1
r2,1,6e-06,20.34167,[111   3] ; [14  6],[106.34328358   7.65671642] ; [18.65671642  1.34328358],1
r3,1,4.2e-05,16.77829,[113   2] ; [17  5],[109.12408759   5.87591241] ; [20.87591241  1.12408759],1
p7,1,5.2e-05,16.35992,[68 44] ; [ 3 19],[59.34328358 52.65671642] ; [11.65671642 10.34328358],1
p9,1,5.4e-05,16.288946,[90 22] ; [ 8 13],[82.52631579 29.47368421] ; [15.47368421  5.52631579],1
p8,1,0.000233,13.5478,[54 59] ; [ 1 20],[46.38059701 66.61940299] ; [ 8.61940299 12.38059701],1
p10,1,0.002149,9.417456,[83 29] ; [ 9 13],[76.89552239 35.10447761] ; [15.10447761  6.89552239],0
s8,1,0.005367,7.751439,[46 69] ; [ 2 20],[40.2919708 74.7080292] ; [ 7.7080292 14.2919708],0
p2,1,0.006829,7.317478,[88 25] ; [11 11],[82.86666667 30.13333333] ; [16.13333333  5.86666667],0
p11,1,0.008725,6.878291,[76 39] ; [ 8 14],[70.51094891 44.48905109] ; [13.48905109  8.51094891],0
n2,1,0.015761,5.829296,[23 10] ; [4 9],[19.36956522 13.63043478] ; [7.63043478 5.36956522],0
p6,1,0.033488,4.520669,[36 75] ; [ 2 19],[31.95454545 79.04545455] ; [ 6.04545455 14.95454545],0
p4,1,0.038708,4.273628,[58 55] ; [ 6 16],[53.57037037 59.42962963] ; [10.42962963 11.57037037],0
b1,1,0.05494,3.683906,[38 77] ; [12 10],[41.97080292 73.02919708] ; [ 8.02919708 13.97080292],0
u1,1,0.069335,3.298695,[24 91] ; [ 1 21],[20.98540146 94.01459854] ; [ 4.01459854 17.98540146],0
n6,1,0.085536,2.956435,[74 40] ; [10 12],[70.41176471 43.58823529] ; [13.58823529  8.41176471],0
s6,1,0.140942,2.167647,[71 43] ; [10 12],[67.89705882 46.10294118] ; [13.10294118  8.89705882],0
n1,1,0.181858,1.782374,[12 22] ; [ 2 11],[10.12765957 23.87234043] ; [3.87234043 9.12765957],0
n4,1,0.203313,1.618417,[48 67] ; [ 6 16],[45.32846715 69.67153285] ; [ 8.67153285 13.32846715],0
s1,1,0.238546,1.389166,[  4 111] ; [ 2 20],[  5.03649635 109.96350365] ; [ 0.96350365 21.03649635],0
s4,1,0.305979,1.047951,[25 90] ; [ 7 15],[26.86131387 88.13868613] ; [ 5.13868613 16.86131387],0
a6,1,0.335045,0.9293,[80 35] ; [13  9],[78.06569343 36.93430657] ; [14.93430657  7.06569343],0
u3,1,0.341591,0.904453,[24  8] ; [4 3],[22.97435897  9.02564103] ; [5.02564103 1.97435897],0
a5,1,0.354699,0.856573,[89 26] ; [15  7],[87.29927007 27.70072993] ; [16.70072993  5.29927007],0
p3,1,0.409528,0.680172,[49 65] ; [ 7 14],[47.28888889 66.71111111] ; [ 8.71111111 12.28888889],0
a2,1,0.431603,0.618506,[30 85] ; [ 4 18],[28.54014599 86.45985401] ; [ 5.45985401 16.54014599],0
s2,1,0.443153,0.588104,[52 63] ; [ 8 14],[50.3649635 64.6350365] ; [ 9.6350365 12.3649635],0
s7,1,0.496459,0.462497,[43 65] ; [ 6 13],[41.66929134 66.33070866] ; [ 7.33070866 11.66929134],0
n3,1,0.506093,0.442138,[26  8] ; [8 4],[25.13043478  8.86956522] ; [8.86956522 3.13043478],0
d3,1,0.511626,0.43074,[105  10] ; [21  1],[105.76642336   9.23357664] ; [20.23357664  1.76642336],0
u2,1,0.555126,0.348214,[22 10] ; [4 3],[21.33333333 10.66666667] ; [4.66666667 2.33333333],0
v1,1,0.573075,0.317564,[40 70] ; [ 9 12],[41.14503817 68.85496183] ; [ 7.85496183 13.14503817],0
p1,1,0.662863,0.190064,[  8 105] ; [ 1 21],[  7.53333333 105.46666667] ; [ 1.46666667 20.53333333],0
a4,1,0.668617,0.183224,[58 57] ; [10 12],[57.08029197 57.91970803] ; [10.91970803 11.08029197],0
b4,1,0.696521,0.152117,[73 42] ; [13  9],[72.18978102 42.81021898] ; [13.81021898  8.18978102],0
a3,1,0.70382,0.144528,[83 32] ; [15  7],[82.26277372 32.73722628] ; [15.73722628  6.26277372],0
a7,1,0.708238,0.140044,[90 25] ; [18  4],[90.65693431 24.34306569] ; [17.34306569  4.65693431],0
v3,1,0.720422,0.128089,[33 73] ; [ 6 16],[32.296875 73.703125] ; [ 6.703125 15.296875],0
p5,1,0.819252,0.052215,[  4 109] ; [ 1 21],[  4.18518519 108.81481481] ; [ 0.81481481 21.18518519],0
s3,1,0.841086,0.040202,[54 59] ; [10 12],[53.57037037 59.42962963] ; [10.42962963 11.57037037],0
v2,1,0.907344,0.013546,[66 43] ; [13  8],[66.23846154 42.76153846] ; [12.76153846  8.23846154],0
s5,1,0.942164,0.005263,[32 77] ; [ 6 15],[31.86153846 77.13846154] ; [ 6.13846154 14.86153846],0
b2,1,0.944354,0.004872,[22 42] ; [4 8],[21.89473684 42.10526316] ; [4.10526316 7.89473684],0
b3,1,0.944354,0.004872,[22 42] ; [4 8],[21.89473684 42.10526316] ; [4.10526316 7.89473684],0
a8,1,0.950939,0.003786,[ 5 98] ; [ 1 21],[ 4.944 98.056] ; [ 1.056 20.944],0
d2,1,0.962049,0.002264,[79 36] ; [15  7],[78.90510949 36.09489051] ; [15.09489051  6.90510949],0
b5,1,0.98874,0.000199,[73 42] ; [14  8],[73.02919708 41.97080292] ; [13.97080292  8.02919708],0
