Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p9,1,0.0,26.754364,[ 7 25] ; [22  2],[16.57142857 15.42857143] ; [12.42857143 11.57142857],1
p11,1,0.000418,12.449318,[12 21] ; [20  4],[18.52631579 14.47368421] ; [13.47368421 10.52631579],1
r4,1,0.003804,8.375159,[ 3 30] ; [10 14],[ 7.52631579 25.47368421] ; [ 5.47368421 18.52631579],0
p5,1,0.005851,7.595486,[ 1 31] ; [ 7 17],[ 4.57142857 27.42857143] ; [ 3.42857143 20.57142857],0
r3,1,0.00946,6.733773,[16 17] ; [19  4],[20.625 12.375] ; [14.375  8.625],0
n5,1,0.018809,5.519141,[16 17] ; [19  5],[20.26315789 12.73684211] ; [14.73684211  9.26315789],0
p8,1,0.02916,4.75817,[ 6 26] ; [11 13],[ 9.71428571 22.28571429] ; [ 7.28571429 16.71428571],0
v1,1,0.048333,3.898359,[ 7 26] ; [11 13],[10.42105263 22.57894737] ; [ 7.57894737 16.42105263],0
a5,1,0.051033,3.807197,[12 21] ; [15  9],[15.63157895 17.36842105] ; [11.36842105 12.63157895],0
d4,1,0.054472,3.698173,[18 15] ; [19  5],[21.42105263 11.57894737] ; [15.57894737  8.42105263],0
s3,1,0.061369,3.5,[11 21] ; [ 3 21],[ 8. 24.] ; [ 6. 18.],0
p2,1,0.091551,2.846892,[16 17] ; [17  7],[19.10526316 13.89473684] ; [13.89473684 10.10526316],0
p7,1,0.100133,2.703418,[12 21] ; [14 10],[15.05263158 17.94736842] ; [10.94736842 13.05263158],0
v2,1,0.114295,2.493808,[ 9 24] ; [11 12],[11.78571429 21.21428571] ; [ 8.21428571 14.78571429],0
p4,1,0.115746,2.473958,[11 22] ; [13 11],[13.89473684 19.10526316] ; [10.10526316 13.89473684],0
v4,1,0.142162,2.154397,[17 16] ; [17  7],[19.68421053 13.31578947] ; [14.31578947  9.68421053],0
a3,1,0.164645,1.931034,[14 18] ; [15  9],[16.57142857 15.42857143] ; [12.42857143 11.57142857],0
r1,1,0.176638,1.825683,[ 7 26] ; [ 9 15],[ 9.26315789 23.73684211] ; [ 6.73684211 17.26315789],0
s5,1,0.207623,1.587923,[ 3 30] ; [ 5 19],[ 4.63157895 28.36842105] ; [ 3.36842105 20.63157895],0
u2,1,0.224765,1.473684,[ 8 11] ; [6 3],[9.5 9.5] ; [4.5 4.5],0
a7,1,0.235533,1.407132,[14 19] ; [14 10],[16.21052632 16.78947368] ; [11.78947368 12.21052632],0
b4,1,0.268905,1.222324,[20 13] ; [11 13],[17.94736842 15.05263158] ; [13.05263158 10.94736842],0
a4,1,0.280047,1.166862,[ 8 25] ; [ 9 15],[ 9.84210526 23.15789474] ; [ 7.15789474 16.84210526],0
n6,1,0.308034,1.039087,[17 16] ; [15  8],[18.85714286 14.14285714] ; [13.14285714  9.85714286],0
p3,1,0.314048,1.013575,[ 8 24] ; [ 9 15],[ 9.71428571 22.28571429] ; [ 7.28571429 16.71428571],0
s2,1,0.329124,0.95234,[ 6 27] ; [ 7 17],[ 7.52631579 25.47368421] ; [ 5.47368421 18.52631579],0
n2,1,0.338352,0.916667,[7 9] ; [4 2],[8. 8.] ; [3. 3.],0
d3,1,0.380689,0.768476,[14 19] ; [13 11],[15.63157895 17.36842105] ; [11.36842105 12.63157895],0
v3,1,0.389578,0.74026,[ 3 30] ; [ 4 20],[ 4.05263158 28.94736842] ; [ 2.94736842 21.05263158],0
a8,1,0.39562,0.7216,[ 5 25] ; [ 2 21],[ 3.96226415 26.03773585] ; [ 3.03773585 19.96226415],0
b5,1,0.42561,0.634773,[20 13] ; [12 12],[18.52631579 14.47368421] ; [13.47368421 10.52631579],0
p6,1,0.430463,0.621575,[ 4 27] ; [ 5 19],[ 5.07272727 25.92727273] ; [ 3.92727273 20.07272727],0
d1,1,0.450762,0.568736,[ 8 25] ; [ 8 16],[ 9.26315789 23.73684211] ; [ 6.73684211 17.26315789],0
s1,1,0.472403,0.516349,[ 3 30] ; [ 1 23],[ 2.31578947 30.68421053] ; [ 1.68421053 22.31578947],0
a2,1,0.472403,0.516349,[ 3 30] ; [ 1 23],[ 2.31578947 30.68421053] ; [ 1.68421053 22.31578947],0
s6,1,0.569295,0.323864,[10 23] ; [ 9 15],[11. 22.] ; [ 8. 16.],0
s4,1,0.57763,0.310082,[ 5 28] ; [ 5 19],[ 5.78947368 27.21052632] ; [ 4.21052632 19.78947368],0
s7,1,0.669504,0.182183,[ 4 25] ; [ 4 18],[ 4.54901961 24.45098039] ; [ 3.45098039 18.54901961],0
a1,1,0.67882,0.171457,[ 3 30] ; [ 3 21],[ 3.47368421 29.52631579] ; [ 2.52631579 21.47368421],0
p12,1,0.740154,0.109991,[ 2 31] ; [ 2 22],[ 2.31578947 30.68421053] ; [ 1.68421053 22.31578947],0
b2,1,0.79246,0.069231,[ 7 17] ; [3 9],[ 6.66666667 17.33333333] ; [3.33333333 8.66666667],0
b3,1,0.79246,0.069231,[ 7 17] ; [3 9],[ 6.66666667 17.33333333] ; [3.33333333 8.66666667],0
n3,1,0.793166,0.06875,[9 7] ; [3 3],[8.72727273 7.27272727] ; [3.27272727 2.72727273],0
d5,1,0.797881,0.065582,[19 14] ; [13 11],[18.52631579 14.47368421] ; [13.47368421 10.52631579],0
b1,1,0.812901,0.05602,[21 12] ; [16  8],[21.42105263 11.57894737] ; [15.57894737  8.42105263],0
n4,1,0.910051,0.012763,[17 16] ; [12 12],[16.78947368 16.21052632] ; [12.21052632 11.78947368],0
a6,1,0.910051,0.012763,[16 17] ; [12 12],[16.21052632 16.78947368] ; [11.78947368 12.21052632],0
p1,1,0.920483,0.009965,[ 3 30] ; [ 2 22],[ 2.89473684 30.10526316] ; [ 2.10526316 21.89473684],0
d2,1,0.926229,0.008573,[10 23] ; [ 7 17],[ 9.84210526 23.15789474] ; [ 7.15789474 16.84210526],0
u3,1,0.943843,0.004962,[ 4 15] ; [2 7],[ 4.07142857 14.92857143] ; [1.92857143 7.07142857],0
