Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s7,1,0.0,111.047737,[ 41 193] ; [93 33],[ 87.1 146.9] ; [46.9 79.1],1
s6,1,0.0,46.215447,[107 135] ; [103  24],[137.72357724 104.27642276] ; [72.27642276 54.72357724],1
s2,1,0.0,46.046318,[ 72 170] ; [85 43],[102.68648649 139.31351351] ; [54.31351351 73.68648649],1
s3,1,0.0,38.811292,[ 93 148] ; [93 35],[121.4796748 119.5203252] ; [64.5203252 63.4796748],1
s5,1,3e-06,21.654556,[ 43 195] ; [49 71],[ 61.16201117 176.83798883] ; [30.83798883 89.16201117],1
p10,1,6e-05,16.112168,[157  85] ; [106  19],[173.42234332  68.57765668] ; [89.57765668 35.42234332],1
v2,1,0.000663,11.59003,[104 127] ; [77 43],[119.11965812 111.88034188] ; [61.88034188 58.11965812],1
p9,1,0.000947,10.928633,[170  66] ; [110  16],[182.54143646  53.45856354] ; [97.45856354 28.54143646],1
v3,1,0.001165,10.544995,[ 67 169] ; [56 67],[ 80.85793872 155.14206128] ; [42.14206128 80.85793872],0
p3,1,0.001419,10.181381,[ 44 199] ; [42 86],[ 56.32884097 186.67115903] ; [29.67115903 98.32884097],0
v1,1,0.001454,10.136457,[ 92 149] ; [68 54],[106.22589532 134.77410468] ; [53.77410468 68.22589532],0
d5,1,0.002505,9.136914,[168  75] ; [107  21],[180.1212938  62.8787062] ; [94.8787062 33.1212938],0
d2,1,0.002879,8.882595,[ 86 156] ; [66 62],[ 99.41621622 142.58378378] ; [52.58378378 75.41621622],0
d1,1,0.003882,8.338295,[105 140] ; [75 53],[118.230563 126.769437] ; [61.769437 66.230563],0
r4,1,0.006962,7.282814,[203  42] ; [119   9],[211.50134048  33.49865952] ; [110.49865952  17.50134048],0
r1,1,0.007843,7.068986,[173  71] ; [106  21],[183.49326146  60.50673854] ; [95.50673854 31.49326146],0
a5,1,0.008038,7.025052,[146  99] ; [94 34],[157.64075067  87.35924933] ; [82.35924933 45.64075067],0
u3,1,0.00877,6.869106,[42 49] ; [24  9],[48.43548387 42.56451613] ; [17.56451613 15.43548387],0
n4,1,0.010626,6.526839,[153  92] ; [96 31],[163.99193548  81.00806452] ; [85.00806452 41.99193548],0
n1,1,0.01834,5.563421,[22 58] ; [18 18],[27.5862069 52.4137931] ; [12.4137931 23.5862069],0
u1,1,0.019638,5.443789,[ 22 223] ; [ 22 106],[ 28.90080429 216.09919571] ; [ 15.09919571 112.90080429],0
p6,1,0.021015,5.325546,[ 34 204] ; [30 95],[ 41.96143251 196.03856749] ; [ 22.03856749 102.96143251],0
a3,1,0.026088,4.950145,[154  89] ; [95 32],[163.53243243  79.46756757] ; [85.46756757 41.53243243],0
p7,1,0.046928,3.947952,[104 133] ; [66 54],[112.85714286 124.14285714] ; [57.14285714 62.85714286],0
a4,1,0.048458,3.89402,[ 85 159] ; [58 70],[ 93.79569892 150.20430108] ; [49.20430108 78.79569892],0
n5,1,0.085766,2.952105,[151  94] ; [89 37],[158.49056604  86.50943396] ; [81.50943396 44.49056604],0
p12,1,0.096124,2.768711,[  8 234] ; [  9 117],[ 11.17934783 230.82065217] ; [  5.82065217 120.17934783],0
b1,1,0.113967,2.498326,[ 83 162] ; [54 74],[ 89.98659517 155.01340483] ; [47.01340483 80.98659517],0
p8,1,0.121444,2.398602,[ 75 166] ; [49 76],[ 81.65027322 159.34972678] ; [42.34972678 82.65027322],0
p11,1,0.124559,2.359036,[167  78] ; [97 31],[173.40482574  71.59517426] ; [90.59517426 37.40482574],0
r3,1,0.130179,2.290367,[221  22] ; [122   6],[224.66037736  18.33962264] ; [118.33962264   9.66037736],0
p1,1,0.133868,2.247068,[ 10 233] ; [ 10 118],[ 13.09973046 229.90026954] ; [  6.90026954 121.09973046],0
a8,1,0.15979,1.976215,[ 25 204] ; [19 98],[ 29.12138728 199.87861272] ; [ 14.87861272 102.12138728],0
n6,1,0.161097,1.963895,[185  60] ; [104  23],[190.33602151  54.66397849] ; [98.66397849 28.33602151],0
r2,1,0.175248,1.837468,[229  16] ; [122   4],[231.79245283  13.20754717] ; [119.20754717   6.79245283],0
d4,1,0.193645,1.689664,[183  60] ; [104  24],[187.98113208  55.01886792] ; [99.01886792 28.98113208],0
b3,1,0.22558,1.468518,[36 79] ; [34 52],[40.04975124 74.95024876] ; [29.95024876 56.04975124],0
b2,1,0.22558,1.468518,[36 79] ; [34 52],[40.04975124 74.95024876] ; [29.95024876 56.04975124],0
u2,1,0.266813,1.233057,[46 44] ; [20 12],[48.68852459 41.31147541] ; [17.31147541 14.68852459],0
n2,1,0.272744,1.202896,[58 23] ; [30  7],[60.40677966 20.59322034] ; [27.59322034  9.40677966],0
a6,1,0.296659,1.089151,[165  79] ; [79 48],[160.47439353  83.52560647] ; [83.52560647 43.47439353],0
s4,1,0.325423,0.967025,[ 38 205] ; [ 25 102],[ 41.37567568 201.62432432] ; [ 21.62432432 105.37567568],0
b4,1,0.404095,0.696106,[145 100] ; [70 58],[141.21983914 103.78016086] ; [73.78016086 54.21983914],0
b5,1,0.404535,0.694805,[160  85] ; [78 50],[156.32707775  88.67292225] ; [81.67292225 46.32707775],0
u4,1,0.506523,0.441243,[  2 243] ; [  2 126],[  2.62734584 242.37265416] ; [  1.37265416 126.62734584],0
