Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d1,1,0.0,131.435249,[214 102] ; [ 2 98],[164.07692308 151.92307692] ; [51.92307692 48.07692308],1
d4,1,0.0,70.468657,[274  41] ; [46 53],[243.47826087  71.52173913] ; [76.52173913 22.47826087],1
d3,1,0.0,40.384416,[236  79] ; [40 59],[210. 105.] ; [66. 33.],1
d2,1,0.0,34.570978,[165 149] ; [19 81],[139.55555556 174.44444444] ; [44.44444444 55.55555556],1
a4,1,0.0,27.163656,[147 169] ; [17 82],[124.87710843 191.12289157] ; [39.12289157 59.87710843],1
a3,1,0.0,26.990542,[230  86] ; [44 55],[208.63614458 107.36385542] ; [65.36385542 33.63614458],1
a5,1,1e-06,25.188211,[230  86] ; [45 54],[209.39759036 106.60240964] ; [65.60240964 33.39759036],1
a2,1,1.4e-05,18.854848,[ 79 237] ; [ 5 95],[ 63.80769231 252.19230769] ; [20.19230769 79.80769231],1
u1,1,0.00029,13.137107,[ 55 261] ; [ 3 97],[ 44.05769231 271.94230769] ; [13.94230769 86.05769231],1
r1,1,0.001209,10.47582,[249  66] ; [63 37],[236.81927711  78.18072289] ; [75.18072289 24.81927711],0
a7,1,0.002239,9.342704,[235  80] ; [58 41],[222.93478261  92.06521739] ; [70.06521739 28.93478261],0
p12,1,0.013824,6.060498,[ 12 303] ; [10 88],[ 16.77966102 298.22033898] ; [ 5.22033898 92.77966102],0
v2,1,0.020663,5.355006,[133 170] ; [29 66],[123.33165829 179.66834171] ; [38.66834171 56.33165829],0
r2,1,0.036909,4.354623,[294  18] ; [88 12],[289.2815534  22.7184466] ; [92.7184466  7.2815534],0
a6,1,0.055311,3.672676,[221  95] ; [59 40],[213.20481928 102.79518072] ; [66.79518072 32.20481928],0
s8,1,0.075264,3.164306,[117 199] ; [27 72],[109.64819277 206.35180723] ; [34.35180723 64.64819277],0
n4,1,0.082054,3.023737,[227  89] ; [62 37],[220.05783133  95.94216867] ; [68.94216867 30.05783133],0
s7,1,0.083582,2.99384,[137 166] ; [33 61],[129.74811083 173.25188917] ; [40.25188917 53.74811083],0
u3,1,0.103664,2.648246,[50 34] ; [25 30],[45.32374101 38.67625899] ; [29.67625899 25.32374101],0
s6,1,0.111273,2.536053,[193 120] ; [51 46],[186.27317073 126.72682927] ; [57.72682927 39.27317073],0
p4,1,0.117933,2.444566,[166 148] ; [42 54],[159.29756098 154.70243902] ; [48.70243902 47.29756098],0
r4,1,0.142702,2.148578,[280  36] ; [83 17],[275.74038462  40.25961538] ; [87.25961538 12.74038462],0
p10,1,0.150582,2.066348,[236  77] ; [66 31],[230.55121951  82.44878049] ; [71.44878049 25.55121951],0
r3,1,0.159665,1.977401,[293  21] ; [89 11],[289.7294686  24.2705314] ; [92.2705314  7.7294686],0
s2,1,0.199909,1.643038,[144 171] ; [38 61],[138.47826087 176.52173913] ; [43.52173913 55.47826087],0
p5,1,0.209119,1.577516,[ 20 295] ; [10 89],[ 22.82608696 292.17391304] ; [ 7.17391304 91.82608696],0
s4,1,0.249549,1.325828,[ 59 253] ; [24 75],[ 63.00729927 248.99270073] ; [19.99270073 79.00729927],0
p11,1,0.257277,1.283351,[225  91] ; [77 23],[229.40384615  86.59615385] ; [72.59615385 27.40384615],0
p2,1,0.261093,1.262954,[250  66] ; [73 26],[245.94698795  70.05301205] ; [77.05301205 21.94698795],0
n5,1,0.303838,1.057275,[210 104] ; [60 38],[205.77669903 108.22330097] ; [64.22330097 33.77669903],0
n3,1,0.331408,0.943389,[68 29] ; [23  6],[70.05555556 26.94444444] ; [20.94444444  8.05555556],0
n2,1,0.372145,0.796491,[67 30] ; [24  7],[68.9609375 28.0390625] ; [22.0390625  8.9609375],0
a1,1,0.454291,0.559924,[ 15 301] ; [ 3 97],[ 13.67307692 302.32692308] ; [ 4.32692308 95.67307692],0
p6,1,0.459016,0.548294,[ 89 224] ; [32 67],[ 91.92475728 221.07524272] ; [29.07524272 69.92475728],0
s3,1,0.459426,0.547294,[164 150] ; [46 50],[160.82926829 153.17073171] ; [49.17073171 46.82926829],0
b1,1,0.471848,0.517645,[120 196] ; [42 58],[123.05769231 192.94230769] ; [38.94230769 61.05769231],0
p1,1,0.554787,0.348811,[ 20 294] ; [ 8 91],[ 21.28813559 292.71186441] ; [ 6.71186441 92.28813559],0
p7,1,0.566207,0.32907,[180 130] ; [52 43],[177.58024691 132.41975309] ; [54.41975309 40.58024691],0
