Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,3.3e-05,17.231415,[91 46] ; [ 8 23],[80.73214286 56.26785714] ; [18.26785714 12.73214286],1
a7,1,0.000605,11.759291,[110  30] ; [15 16],[102.33918129  37.66081871] ; [22.66081871  8.33918129],1
p10,1,0.007825,7.073076,[105  34] ; [16 15],[98.93529412 40.06470588] ; [22.06470588  8.93529412],0
p8,1,0.015928,5.81085,[69 70] ; [ 8 23],[62.95882353 76.04117647] ; [14.04117647 16.95882353],0
d3,1,0.016183,5.782849,[103  37] ; [16 15],[97.42690058 42.57309942] ; [21.57309942  9.42690058],0
a5,1,0.017389,5.656668,[95 45] ; [14 17],[89.23976608 50.76023392] ; [19.76023392 11.23976608],0
n1,1,0.027491,4.859713,[ 9 29] ; [6 4],[11.875 26.125] ; [3.125 6.875],0
p9,1,0.029283,4.750873,[114  26] ; [19 11],[109.52941176  30.47058824] ; [23.47058824  6.52941176],0
v4,1,0.030317,4.691236,[131   7] ; [26  5],[128.20118343   9.79881657] ; [28.79881657  2.20118343],0
s4,1,0.051376,3.795971,[ 17 123] ; [ 8 23],[ 20.46783626 119.53216374] ; [ 4.53216374 26.46783626],0
a6,1,0.084678,2.972745,[91 49] ; [15 16],[86.78362573 53.21637427] ; [19.21637427 11.78362573],0
d5,1,0.10128,2.685265,[106  34] ; [19 12],[102.33918129  37.66081871] ; [22.66081871  8.33918129],0
a3,1,0.102417,2.667495,[94 46] ; [16 15],[90.05847953 49.94152047] ; [19.94152047 11.05847953],0
p3,1,0.105954,2.61356,[58 82] ; [ 8 23],[54.03508772 85.96491228] ; [11.96491228 19.03508772],0
n2,1,0.123051,2.378045,[24 13] ; [9 1],[25.9787234 11.0212766] ; [7.0212766 2.9787234],0
p4,1,0.150243,2.06978,[65 75] ; [10 21],[61.40350877 78.59649123] ; [13.59649123 17.40350877],0
a2,1,0.274464,1.194298,[ 19 121] ; [ 2 29],[ 17.19298246 122.80701754] ; [ 3.80701754 27.19298246],0
p1,1,0.356819,0.849057,[ 11 128] ; [ 1 30],[  9.81176471 129.18823529] ; [ 2.18823529 28.81176471],0
s3,1,0.357538,0.846524,[66 72] ; [12 19],[63.69230769 74.30769231] ; [14.30769231 16.69230769],0
v3,1,0.414829,0.664919,[37 99] ; [ 6 24],[ 35.22891566 100.77108434] ; [ 7.77108434 22.22891566],0
d1,1,0.416271,0.660818,[70 70] ; [13 18],[67.95321637 72.04678363] ; [15.04678363 15.95321637],0
p6,1,0.432097,0.61718,[40 95] ; [ 7 24],[38.22289157 96.77710843] ; [ 8.77710843 22.22289157],0
s2,1,0.432964,0.614859,[50 90] ; [13 17],[51.88235294 88.11764706] ; [11.11764706 18.88235294],0
n3,1,0.43397,0.612174,[30  8] ; [6 3],[29.10638298  8.89361702] ; [6.89361702 2.10638298],0
v1,1,0.43676,0.60478,[53 83] ; [14 16],[54.89156627 81.10843373] ; [12.10843373 17.89156627],0
p5,1,0.441474,0.592447,[ 10 130] ; [ 1 29],[  9.05882353 130.94117647] ; [ 1.94117647 28.05882353],0
r4,1,0.496227,0.462996,[120  20] ; [28  3],[121.16959064  18.83040936] ; [26.83040936  4.16959064],0
