Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a2,1,0.237868,1.393184,[1 2] ; [ 6 50],[0.3559322 2.6440678] ; [ 6.6440678 49.3559322],0
v1,1,0.238999,1.386486,[2 1] ; [18 36],[1.05263158 1.94736842] ; [18.94736842 35.05263158],0
a6,1,0.382098,0.763943,[1 2] ; [33 23],[1.72881356 1.27118644] ; [32.27118644 23.72881356],0
p6,1,0.405703,0.691358,[1 1] ; [13 41],[0.5 1.5] ; [13.5 40.5],0
d3,1,0.434757,0.610082,[2 1] ; [24 31],[1.34482759 1.65517241] ; [24.65517241 30.34482759],0
a3,1,0.455691,0.556458,[1 2] ; [31 25],[1.62711864 1.37288136] ; [30.37288136 25.62711864],0
n4,1,0.455691,0.556458,[2 1] ; [25 31],[1.37288136 1.62711864] ; [25.62711864 30.37288136],0
s5,1,0.460062,0.545745,[1 2] ; [ 9 45],[0.52631579 2.47368421] ; [ 9.47368421 44.52631579],0
p11,1,0.49404,0.467715,[2 1] ; [26 30],[1.42372881 1.57627119] ; [26.57627119 29.42372881],0
p10,1,0.532308,0.389984,[2 1] ; [26 28],[1.47368421 1.52631579] ; [26.52631579 27.47368421],0
b3,1,0.628687,0.233846,[1 1] ; [12 24],[0.68421053 1.31578947] ; [12.31578947 23.68421053],0
b2,1,0.628687,0.233846,[1 1] ; [12 24],[0.68421053 1.31578947] ; [12.31578947 23.68421053],0
p8,1,0.655286,0.199301,[1 2] ; [12 42],[0.68421053 2.31578947] ; [12.31578947 41.68421053],0
a5,1,0.657372,0.196732,[1 2] ; [26 30],[1.37288136 1.62711864] ; [25.62711864 30.37288136],0
d2,1,0.700683,0.147762,[1 2] ; [25 31],[1.3220339 1.6779661] ; [24.6779661 31.3220339],0
p3,1,0.716876,0.131506,[1 2] ; [13 41],[0.73684211 2.26315789] ; [13.26315789 40.73684211],0
s3,1,0.725657,0.123137,[1 2] ; [24 31],[1.29310345 1.70689655] ; [23.70689655 31.29310345],0
d5,1,0.790384,0.070656,[2 1] ; [33 23],[1.77966102 1.22033898] ; [33.22033898 22.77966102],0
r3,1,0.790384,0.070656,[2 1] ; [33 23],[1.77966102 1.22033898] ; [33.22033898 22.77966102],0
r4,1,0.803728,0.061765,[1 2] ; [15 41],[0.81355932 2.18644068] ; [15.18644068 40.81355932],0
d4,1,0.836832,0.042414,[2 1] ; [34 22],[1.83050847 1.16949153] ; [34.16949153 21.83050847],0
s6,1,0.884397,0.02114,[1 2] ; [21 35],[1.11864407 1.88135593] ; [20.88135593 35.11864407],0
s7,1,0.89144,0.018627,[1 2] ; [16 38],[0.89473684 2.10526316] ; [16.10526316 37.89473684],0
a4,1,0.913145,0.011897,[1 2] ; [17 39],[0.91525424 2.08474576] ; [17.08474576 38.91525424],0
v2,1,0.946452,0.004511,[1 2] ; [17 37],[0.94736842 2.05263158] ; [17.05263158 36.94736842],0
v4,1,0.965692,0.00185,[2 1] ; [36 19],[1.96551724 1.03448276] ; [36.03448276 18.96551724],0
s2,1,0.965707,0.001848,[1 2] ; [18 38],[0.96610169 2.03389831] ; [18.03389831 37.96610169],0
d1,1,0.983071,0.00045,[1 2] ; [19 37],[1.01694915 1.98305085] ; [18.98305085 37.01694915],0
