Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s7,1,1e-06,23.460061,[11 53] ; [25 14],[22.36893204 41.63106796] ; [13.63106796 25.36893204],1
s6,1,1.2e-05,19.193003,[31 34] ; [36  4],[41.47619048 23.52380952] ; [25.52380952 14.47619048],1
s2,1,1.7e-05,18.510198,[18 48] ; [28 12],[28.64150943 37.35849057] ; [17.35849057 22.64150943],1
s3,1,6.2e-05,16.036731,[21 44] ; [29 11],[30.95238095 34.04761905] ; [19.04761905 20.95238095],1
s5,1,0.001501,10.077861,[13 52] ; [19 19],[20.19417476 44.80582524] ; [11.80582524 26.19417476],0
n5,1,0.009036,6.815708,[18 48] ; [21 19],[24.28301887 41.71698113] ; [14.71698113 25.28301887],0
p9,1,0.022922,5.174392,[47 19] ; [36  4],[51.67924528 14.32075472] ; [31.32075472  8.67924528],0
p11,1,0.036363,4.379985,[46 20] ; [35  5],[50.43396226 15.56603774] ; [30.56603774  9.43396226],0
b2,1,0.046604,3.959627,[ 6 22] ; [11 12],[ 9.33333333 18.66666667] ; [ 7.66666667 15.33333333],0
b3,1,0.046604,3.959627,[ 6 22] ; [11 12],[ 9.33333333 18.66666667] ; [ 7.66666667 15.33333333],0
p1,1,0.057909,3.596285,[ 2 62] ; [ 5 34],[ 4.34951456 59.65048544] ; [ 2.65048544 36.34951456],0
p2,1,0.08447,2.976718,[49 15] ; [36  4],[52.30769231 11.69230769] ; [32.69230769  7.30769231],0
p10,1,0.096387,2.764327,[46 19] ; [34  6],[49.52380952 15.47619048] ; [30.47619048  9.52380952],0
p6,1,0.156573,2.007018,[20 44] ; [18 22],[23.38461538 40.61538462] ; [14.61538462 25.38461538],0
d1,1,0.158406,1.989376,[27 39] ; [22 18],[30.50943396 35.49056604] ; [18.49056604 21.50943396],0
p7,1,0.161132,1.963571,[46 19] ; [30  6],[48.91089109 16.08910891] ; [27.08910891  8.91089109],0
r3,1,0.224049,1.478245,[58  8] ; [38  2],[59.77358491  6.22641509] ; [36.22641509  3.77358491],0
u2,1,0.227385,1.457143,[18 16] ; [12  5],[20. 14.] ; [10.  7.],0
d5,1,0.233341,1.420377,[50 16] ; [26 14],[47.32075472 18.67924528] ; [28.67924528 11.32075472],0
r2,1,0.244385,1.355122,[56 10] ; [37  3],[57.90566038  8.09433962] ; [35.09433962  4.90566038],0
s4,1,0.259239,1.272818,[12 54] ; [11 29],[14.32075472 51.67924528] ; [ 8.67924528 31.32075472],0
u1,1,0.273039,1.201417,[ 3 63] ; [ 4 36],[ 4.35849057 61.64150943] ; [ 2.64150943 37.35849057],0
u3,1,0.275633,1.188498,[16 17] ; [11  6],[17.82 15.18] ; [9.18 7.82],0
v3,1,0.280304,1.165614,[15 45] ; [14 26],[17.4 42.6] ; [11.6 28.4],0
v1,1,0.291064,1.114694,[24 39] ; [19 20],[26.55882353 36.44117647] ; [16.44117647 22.55882353],0
d3,1,0.301917,1.065706,[45 21] ; [31  9],[47.32075472 18.67924528] ; [28.67924528 11.32075472],0
v4,1,0.30512,1.051683,[58  7] ; [38  2],[59.42857143  5.57142857] ; [36.57142857  3.42857143],0
a8,1,0.312223,1.021248,[ 1 56] ; [ 2 34],[ 1.83870968 55.16129032] ; [ 1.16129032 34.83870968],0
a3,1,0.367879,0.810817,[32 34] ; [23 17],[34.24528302 31.75471698] ; [20.75471698 19.24528302],0
a4,1,0.39891,0.711608,[18 48] ; [ 8 32],[16.18867925 49.81132075] ; [ 9.81132075 30.18867925],0
a2,1,0.400497,0.706834,[ 5 61] ; [ 5 35],[ 6.22641509 59.77358491] ; [ 3.77358491 36.22641509],0
d4,1,0.414309,0.666402,[50 16] ; [33  7],[51.67924528 14.32075472] ; [31.32075472  8.67924528],0
p5,1,0.427462,0.629709,[ 6 59] ; [ 2 38],[ 4.95238095 60.04761905] ; [ 3.04761905 36.95238095],0
r4,1,0.428142,0.627858,[52 14] ; [34  6],[53.54716981 12.45283019] ; [32.45283019  7.54716981],0
p3,1,0.48161,0.495216,[30 36] ; [21 19],[31.75471698 34.24528302] ; [19.24528302 20.75471698],0
a7,1,0.498511,0.458104,[49 17] ; [32  8],[50.43396226 15.56603774] ; [30.56603774  9.43396226],0
n2,1,0.502716,0.449198,[12  5] ; [9 2],[12.75  4.25] ; [8.25 2.75],0
p4,1,0.514275,0.425359,[37 29] ; [25 15],[38.60377358 27.39622642] ; [23.39622642 16.60377358],0
a6,1,0.544835,0.366652,[39 27] ; [26 14],[40.47169811 25.52830189] ; [24.52830189 15.47169811],0
d2,1,0.566319,0.32888,[18 48] ; [13 27],[19.30188679 46.69811321] ; [11.69811321 28.30188679],0
b4,1,0.679569,0.170611,[39 27] ; [22 18],[37.98113208 28.01886792] ; [23.01886792 16.98113208],0
n1,1,0.700472,0.147981,[ 5 12] ; [4 7],[ 5.46428571 11.53571429] ; [3.53571429 7.46428571],0
n6,1,0.711237,0.137045,[41 24] ; [26 13],[41.875 23.125] ; [25.125 13.875],0
r1,1,0.758449,0.094568,[46 20] ; [29 11],[46.69811321 19.30188679] ; [28.30188679 11.69811321],0
b1,1,0.762541,0.091292,[18 48] ; [12 28],[18.67924528 47.32075472] ; [11.32075472 28.67924528],0
b5,1,0.765767,0.088754,[41 25] ; [26 14],[41.71698113 24.28301887] ; [25.28301887 14.71698113],0
p12,1,0.772393,0.083663,[ 4 62] ; [ 3 37],[ 4.35849057 61.64150943] ; [ 2.64150943 37.35849057],0
n3,1,0.798977,0.064857,[10  7] ; [7 4],[10.32142857  6.67857143] ; [6.67857143 4.32142857],0
s1,1,0.873206,0.025468,[ 2 64] ; [ 1 39],[ 1.86792453 64.13207547] ; [ 1.13207547 38.86792453],0
a1,1,0.873206,0.025468,[ 2 64] ; [ 1 39],[ 1.86792453 64.13207547] ; [ 1.13207547 38.86792453],0
a5,1,0.887153,0.020138,[42 24] ; [26 14],[42.33962264 23.66037736] ; [25.66037736 14.33962264],0
v2,1,0.961756,0.002299,[32 31] ; [20 19],[32.11764706 30.88235294] ; [19.88235294 19.11764706],0
