Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,1.5e-05,18.701123,[ 70 105] ; [44 17],[84.53389831 90.46610169] ; [29.46610169 31.53389831],1
v1,1,0.002053,9.501606,[ 55 121] ; [33 29],[ 65.07563025 110.92436975] ; [22.92436975 39.07563025],0
d3,1,0.031523,4.624271,[119  61] ; [50 12],[125.70247934  54.29752066] ; [43.29752066 18.70247934],0
a6,1,0.050618,3.820863,[103  78] ; [44 18],[109.49382716  71.50617284] ; [37.50617284 24.49382716],0
p12,1,0.053636,3.724004,[  3 176] ; [ 4 58],[  5.19917012 173.80082988] ; [ 1.80082988 60.19917012],0
s8,1,0.073632,3.200135,[ 48 132] ; [24 38],[ 53.55371901 126.44628099] ; [18.44628099 43.55371901],0
b4,1,0.114151,2.495787,[105  76] ; [43 19],[110.23868313  70.76131687] ; [37.76131687 24.23868313],0
r4,1,0.147087,2.102199,[139  42] ; [53  9],[143.01234568  37.98765432] ; [48.98765432 13.01234568],0
u2,1,0.152116,2.050905,[38 35] ; [14  6],[40.8172043 32.1827957] ; [11.1827957  8.8172043],0
s6,1,0.172756,1.858863,[90 88] ; [37 24],[94.58577406 83.41422594] ; [32.41422594 28.58577406],0
p8,1,0.174619,1.842837,[ 65 115] ; [28 33],[ 69.46058091 110.53941909] ; [23.53941909 37.46058091],0
b1,1,0.201165,1.633899,[ 75 106] ; [20 42],[ 70.76131687 110.23868313] ; [24.23868313 37.76131687],0
a5,1,0.201165,1.633899,[106  75] ; [42 20],[110.23868313  70.76131687] ; [37.76131687 24.23868313],0
s7,1,0.205618,1.602012,[ 52 121] ; [23 36],[ 55.92672414 117.07327586] ; [19.07327586 39.92672414],0
a3,1,0.246708,1.34185,[107  73] ; [42 20],[110.82644628  69.17355372] ; [38.17355372 23.82644628],0
n2,1,0.251266,1.31625,[39 21] ; [9 9],[36.92307692 23.07692308] ; [11.07692308  6.92307692],0
d1,1,0.254417,1.298883,[87 94] ; [35 27],[90.87242798 90.12757202] ; [31.12757202 30.87242798],0
a7,1,0.262319,1.256475,[126  54] ; [48 14],[129.4214876  50.5785124] ; [44.5785124 17.4214876],0
d4,1,0.265015,1.24237,[143  38] ; [53  9],[145.99176955  35.00823045] ; [50.00823045 11.99176955],0
n1,1,0.278499,1.174399,[18 43] ; [ 3 15],[16.21518987 44.78481013] ; [ 4.78481013 13.21518987],0
r2,1,0.350132,0.87298,[155  22] ; [57  5],[157.0041841  19.9958159] ; [54.9958159  7.0041841],0
d2,1,0.368826,0.807616,[ 70 111] ; [28 34],[ 72.99588477 108.00411523] ; [25.00411523 36.99588477],0
n4,1,0.368826,0.807616,[ 70 111] ; [28 34],[ 72.99588477 108.00411523] ; [25.00411523 36.99588477],0
a1,1,0.398253,0.713594,[  7 174] ; [ 4 58],[  8.19341564 172.80658436] ; [ 2.80658436 59.19341564],0
p3,1,0.405484,0.692003,[ 62 118] ; [25 37],[ 64.7107438 115.2892562] ; [22.2892562 39.7107438],0
v4,1,0.422446,0.643501,[158  21] ; [57  5],[159.68879668  19.31120332] ; [55.31120332  6.68879668],0
a4,1,0.452687,0.563916,[ 68 113] ; [20 42],[ 65.5473251 115.4526749] ; [22.4526749 39.5473251],0
b5,1,0.452687,0.563916,[113  68] ; [42 20],[115.4526749  65.5473251] ; [39.5473251 22.4526749],0
s4,1,0.472599,0.515892,[ 36 145] ; [15 47],[ 37.98765432 143.01234568] ; [13.01234568 48.98765432],0
a8,1,0.474526,0.511418,[ 10 159] ; [ 5 53],[ 11.16740088 157.83259912] ; [ 3.83259912 54.16740088],0
r1,1,0.478752,0.501705,[125  55] ; [46 16],[127.19008264  52.80991736] ; [43.80991736 18.19008264],0
b3,1,0.48497,0.487667,[27 73] ; [11 22],[28.57142857 71.42857143] ; [ 9.42857143 23.57142857],0
b2,1,0.48497,0.487667,[27 73] ; [11 22],[28.57142857 71.42857143] ; [ 9.42857143 23.57142857],0
s1,1,0.523965,0.406081,[  8 173] ; [ 4 58],[  8.9382716 172.0617284] ; [ 3.0617284 58.9382716],0
p11,1,0.580093,0.306084,[118  63] ; [38 24],[116.19753086  64.80246914] ; [39.80246914 22.19753086],0
p6,1,0.623889,0.240439,[ 48 130] ; [14 45],[ 46.56540084 131.43459916] ; [15.43459916 43.56540084],0
n3,1,0.683257,0.166482,[43 17] ; [12  6],[42.30769231 17.69230769] ; [12.69230769  5.30769231],0
p1,1,0.6867,0.162681,[ 12 168] ; [ 5 56],[ 12.69709544 167.30290456] ; [ 4.30290456 56.69709544],0
d5,1,0.701923,0.146479,[132  48] ; [47 15],[133.14049587  46.85950413] ; [45.85950413 16.14049587],0
s2,1,0.729956,0.119152,[ 71 109] ; [26 36],[ 72.14876033 107.85123967] ; [24.85123967 37.14876033],0
s3,1,0.730536,0.11862,[83 95] ; [30 31],[84.15899582 93.84100418] ; [28.84100418 32.15899582],0
p2,1,0.765609,0.088878,[132  49] ; [44 18],[131.09465021  49.90534979] ; [44.90534979 17.09465021],0
p9,1,0.791838,0.069656,[120  58] ; [40 21],[119.16317992  58.83682008] ; [40.83682008 20.16317992],0
n6,1,0.832988,0.044467,[110  71] ; [38 23],[110.69421488  70.30578512] ; [37.30578512 23.69421488],0
r3,1,0.851269,0.035156,[165  16] ; [57  5],[165.35802469  15.64197531] ; [56.64197531  5.35802469],0
u1,1,0.861584,0.030401,[ 19 162] ; [ 7 55],[ 19.36625514 161.63374486] ; [ 6.63374486 55.36625514],0
p4,1,0.890472,0.018963,[ 76 105] ; [25 36],[ 75.54132231 105.45867769] ; [25.45867769 35.54132231],0
a2,1,0.901809,0.015222,[ 28 153] ; [10 52],[ 28.30452675 152.69547325] ; [ 9.69547325 52.30452675],0
