Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r3,1,0.001093,10.662786,[25  7] ; [14 22],[18.35294118 13.64705882] ; [20.64705882 15.35294118],0
p8,1,0.00336,8.600791,[16 16] ; [ 6 30],[10.35294118 21.64705882] ; [11.64705882 24.35294118],0
p2,1,0.007113,7.244318,[26  6] ; [18 18],[20.70588235 11.29411765] ; [23.29411765 12.70588235],0
u3,1,0.025251,5.006583,[10 11] ; [ 4 20],[ 6.53333333 14.46666667] ; [ 7.46666667 16.53333333],0
s4,1,0.025384,4.997531,[11 22] ; [ 4 32],[ 7.17391304 25.82608696] ; [ 7.82608696 28.17391304],0
p10,1,0.026437,4.927189,[20 11] ; [13 22],[15.5 15.5] ; [17.5 17.5],0
p9,1,0.028979,4.768831,[21 12] ; [13 22],[16.5 16.5] ; [17.5 17.5],0
s3,1,0.040066,4.215075,[16 16] ; [ 9 26],[11.94029851 20.05970149] ; [13.05970149 21.94029851],0
n3,1,0.05324,3.736383,[10  4] ; [ 8 13],[7.2 6.8] ; [10.8 10.2],0
s5,1,0.054219,3.705946,[ 8 23] ; [ 3 33],[ 5.08955224 25.91044776] ; [ 5.91044776 30.08955224],0
v2,1,0.055063,3.680184,[14 17] ; [ 8 27],[10.33333333 20.66666667] ; [11.66666667 23.33333333],0
n6,1,0.06801,3.330406,[21 12] ; [15 21],[17.2173913 15.7826087] ; [18.7826087 17.2173913],0
b1,1,0.06801,3.330406,[12 21] ; [21 15],[15.7826087 17.2173913] ; [17.2173913 18.7826087],0
s2,1,0.068072,3.328919,[13 20] ; [ 7 29],[ 9.56521739 23.43478261] ; [10.43478261 25.56521739],0
p6,1,0.069794,3.287848,[ 8 24] ; [ 3 32],[ 5.25373134 26.74626866] ; [ 5.74626866 29.25373134],0
s8,1,0.071341,3.251888,[ 8 25] ; [ 3 33],[ 5.26086957 27.73913043] ; [ 5.73913043 30.26086957],0
u2,1,0.072006,3.236689,[13  8] ; [ 8 15],[10.02272727 10.97727273] ; [10.97727273 12.02272727],0
s6,1,0.072061,3.235449,[14 19] ; [ 8 28],[10.52173913 22.47826087] ; [11.47826087 24.52173913],0
p4,1,0.072568,3.223965,[12 21] ; [ 6 29],[ 8.73529412 24.26470588] ; [ 9.26470588 25.73529412],0
p7,1,0.09601,2.770601,[16 15] ; [11 24],[12.68181818 18.31818182] ; [14.31818182 20.68181818],0
v4,1,0.097177,2.751279,[24  7] ; [21 15],[20.82089552 10.17910448] ; [24.17910448 11.82089552],0
s7,1,0.176113,1.830125,[10 22] ; [ 6 29],[ 7.64179104 24.35820896] ; [ 8.35820896 26.64179104],0
v3,1,0.190741,1.711888,[ 4 28] ; [ 9 27],[ 6.11764706 25.88235294] ; [ 6.88235294 29.11764706],0
r2,1,0.192719,1.696706,[20 11] ; [17 18],[17.37878788 13.62121212] ; [19.62121212 15.37878788],0
d5,1,0.197273,1.662451,[17 16] ; [13 23],[14.34782609 18.65217391] ; [15.65217391 20.34782609],0
b2,1,0.200037,1.642105,[ 4 15] ; [ 8 12],[ 5.84615385 13.15384615] ; [ 6.15384615 13.84615385],0
b3,1,0.200037,1.642105,[ 4 15] ; [ 8 12],[ 5.84615385 13.15384615] ; [ 6.15384615 13.84615385],0
r1,1,0.233443,1.41976,[ 6 27] ; [11 25],[ 8.13043478 24.86956522] ; [ 8.86956522 27.13043478],0
a7,1,0.247726,1.336084,[16 16] ; [13 23],[13.64705882 18.35294118] ; [15.35294118 20.64705882],0
n2,1,0.259796,1.269841,[10  4] ; [11 10],[8.4 5.6] ; [12.6  8.4],0
n1,1,0.269065,1.22151,[5 9] ; [ 4 17],[ 3.6 10.4] ; [ 5.4 15.6],0
a6,1,0.305569,1.049731,[14 19] ; [11 25],[11.95652174 21.04347826] ; [13.04347826 22.95652174],0
b4,1,0.32661,0.962293,[23 10] ; [21 15],[21.04347826 11.95652174] ; [22.95652174 13.04347826],0
a4,1,0.376873,0.780877,[ 5 28] ; [ 3 33],[ 3.82608696 29.17391304] ; [ 4.17391304 31.82608696],0
b5,1,0.412526,0.67151,[16 17] ; [21 15],[17.69565217 15.30434783] ; [19.30434783 16.69565217],0
p3,1,0.434419,0.61098,[ 8 25] ; [ 6 30],[ 6.69565217 26.30434783] ; [ 7.30434783 28.69565217],0
d1,1,0.441499,0.592383,[ 9 24] ; [ 7 29],[ 7.65217391 25.34782609] ; [ 8.34782609 27.65217391],0
s1,1,0.457033,0.553151,[ 2 31] ; [ 4 32],[ 2.86956522 30.13043478] ; [ 3.13043478 32.86956522],0
d3,1,0.486412,0.484453,[15 18] ; [13 22],[13.58823529 19.41176471] ; [14.41176471 20.58823529],0
d4,1,0.665927,0.186404,[17 15] ; [21 15],[17.88235294 14.11764706] ; [20.11764706 15.88235294],0
d2,1,0.787517,0.07265,[ 8 24] ; [ 8 28],[ 7.52941176 24.47058824] ; [ 8.47058824 27.52941176],0
a3,1,0.857779,0.032113,[12 21] ; [12 23],[11.64705882 21.35294118] ; [12.35294118 22.64705882],0
v1,1,0.875541,0.024531,[10 23] ; [10 25],[ 9.70588235 23.29411765] ; [10.29411765 24.70588235],0
p1,1,0.879849,0.022849,[ 3 29] ; [ 3 33],[ 2.82352941 29.17647059] ; [ 3.17647059 32.82352941],0
n4,1,0.899928,0.015814,[16 17] ; [18 18],[16.26086957 16.73913043] ; [17.73913043 18.26086957],0
n5,1,0.932849,0.0071,[18 15] ; [20 16],[18.17391304 14.82608696] ; [19.82608696 16.17391304],0
