Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p4,1,0.0,26.487758,[64 52] ; [78 10],[80.74509804 35.25490196] ; [61.25490196 26.74509804],1
p7,1,1.6e-05,18.610792,[79 37] ; [81  6],[91.42857143 24.57142857] ; [68.57142857 18.42857143],1
p3,1,0.00027,13.264406,[54 63] ; [63 25],[66.77560976 50.22439024] ; [50.22439024 37.77560976],1
s5,1,0.003188,8.696468,[19 96] ; [30 57],[27.8960396 87.1039604] ; [21.1039604 65.8960396],0
v1,1,0.006241,7.479281,[55 60] ; [59 29],[64.58128079 50.41871921] ; [49.41871921 38.58128079],0
s7,1,0.006774,7.331898,[23 86] ; [32 50],[31.38743455 77.61256545] ; [23.61256545 58.38743455],0
s6,1,0.015079,5.907258,[45 70] ; [48 37],[53.475 61.525] ; [39.525 45.475],0
s8,1,0.020481,5.370421,[24 92] ; [31 57],[31.2745098 84.7254902] ; [23.7254902 64.2745098],0
b4,1,0.027691,4.847194,[55 62] ; [55 33],[62.7804878 54.2195122] ; [47.2195122 40.7804878],0
s4,1,0.030033,4.707414,[  8 109] ; [14 71],[ 12.74257426 104.25742574] ; [ 9.25742574 75.74257426],0
a1,1,0.042404,4.119019,[  1 116] ; [ 5 83],[  3.42439024 113.57560976] ; [ 2.57560976 85.42439024],0
n4,1,0.04772,3.919836,[80 37] ; [71 17],[86.1804878 30.8195122] ; [64.8195122 23.1804878],0
v4,1,0.048597,3.889224,[109   8] ; [87  1],[111.86341463   5.13658537] ; [84.13658537  3.86341463],0
p5,1,0.065364,3.395768,[ 12 105] ; [17 71],[ 16.55121951 100.44878049] ; [12.44878049 75.55121951],0
p12,1,0.089812,2.877743,[  4 112] ; [ 8 80],[  6.82352941 109.17647059] ; [ 5.17647059 82.82352941],0
s2,1,0.10287,2.660471,[ 14 102] ; [18 70],[18.19607843 97.80392157] ; [13.80392157 74.19607843],0
a4,1,0.104684,2.632689,[41 75] ; [41 47],[46.62745098 69.37254902] ; [35.37254902 52.62745098],0
n6,1,0.139232,2.186425,[94 22] ; [78 10],[97.80392157 18.19607843] ; [74.19607843 13.80392157],0
a6,1,0.149453,2.077828,[83 34] ; [54 34],[78.1902439 38.8097561] ; [58.8097561 29.1902439],0
a3,1,0.157665,1.99648,[68 49] ; [59 28],[72.83823529 44.16176471] ; [54.16176471 32.83823529],0
p9,1,0.172827,1.858249,[98 18] ; [80  8],[101.21568627  14.78431373] ; [76.78431373 11.21568627],0
r2,1,0.177411,1.819181,[102  13] ; [81  5],[104.70149254  10.29850746] ; [78.29850746  7.70149254],0
n3,1,0.191063,1.709402,[15 10] ; [12  3],[16.875  8.125] ; [10.125  4.875],0
n5,1,0.196018,1.671797,[82 35] ; [68 19],[86.02941176 30.97058824] ; [63.97058824 23.02941176],0
d4,1,0.205103,1.605657,[87 30] ; [72 16],[90.74634146 26.25365854] ; [68.25365854 19.74634146],0
u1,1,0.2207,1.499811,[ 13 104] ; [15 73],[ 15.9804878 101.0195122] ; [12.0195122 75.9804878],0
d1,1,0.248491,1.33177,[61 56] ; [53 35],[65.06341463 51.93658537] ; [48.93658537 39.06341463],0
v3,1,0.262999,1.252901,[36 76] ; [35 53],[39.76 72.24] ; [31.24 56.76],0
b1,1,0.267926,1.227333,[34 83] ; [32 56],[37.66829268 79.33170732] ; [28.33170732 59.66829268],0
r4,1,0.312252,1.021126,[101  16] ; [80  8],[103.30243902  13.69756098] ; [77.69756098 10.30243902],0
p2,1,0.321443,0.983065,[98 19] ; [78 10],[100.44878049  16.55121951] ; [75.55121951 12.44878049],0
u2,1,0.349231,0.876249,[29 20] ; [14 15],[27.01282051 21.98717949] ; [15.98717949 13.01282051],0
p1,1,0.355546,0.853566,[ 10 107] ; [11 77],[ 11.98536585 105.01463415] ; [ 9.01463415 78.98536585],0
b3,1,0.398009,0.714333,[18 44] ; [20 35],[20.13675214 41.86324786] ; [17.86324786 37.13675214],0
b2,1,0.398009,0.714333,[18 44] ; [20 35],[20.13675214 41.86324786] ; [17.86324786 37.13675214],0
v2,1,0.435054,0.609293,[60 52] ; [52 36],[62.72 49.28] ; [49.28 38.72],0
a2,1,0.437311,0.603328,[19 98] ; [18 70],[21.11707317 95.88292683] ; [15.88292683 72.11707317],0
d5,1,0.439574,0.597395,[92 25] ; [73 15],[94.17073171 22.82926829] ; [70.82926829 17.17073171],0
u3,1,0.490388,0.475676,[24 25] ; [16 12],[25.45454545 23.54545455] ; [14.54545455 13.45454545],0
