Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,0.0,286.648781,[310  76] ; [ 40 243],[201.9431988 184.0568012] ; [148.0568012 134.9431988],1
s6,1,0.0,108.823798,[322  56] ; [132 148],[260.80851064 117.19148936] ; [193.19148936  86.80851064],1
s7,1,0.0,100.252436,[263 110] ; [ 81 185],[200.80125196 172.19874804] ; [143.19874804 122.80125196],1
s8,1,0.0,68.26758,[234 150] ; [ 81 202],[181.34932534 202.65067466] ; [133.65067466 149.34932534],1
s5,1,5e-06,20.810091,[153 213] ; [ 68 209],[125.79471229 240.20528771] ; [ 95.20528771 181.79471229],1
s4,1,0.000462,12.261204,[ 73 309] ; [ 26 254],[ 57.12688822 324.87311178] ; [ 41.87311178 238.12688822],1
p12,1,0.004233,8.181099,[ 45 338] ; [ 15 267],[ 34.55639098 348.44360902] ; [ 25.44360902 256.55639098],0
s1,1,0.012767,6.201101,[ 19 362] ; [  4 279],[ 13.19728916 367.80271084] ; [  9.80271084 273.19728916],0
u4,1,0.013843,6.058077,[ 14 372] ; [  2 284],[  9.19047619 376.80952381] ; [  6.80952381 279.19047619],0
r2,1,0.024686,5.045792,[374   8] ; [267  15],[368.76807229  13.23192771] ; [272.23192771   9.76807229],0
a6,1,0.037329,4.335333,[251 132] ; [209  77],[263.34828102 119.65171898] ; [196.65171898  89.34828102],0
p9,1,0.045031,4.017469,[337  47] ; [231  50],[327.98796992  56.01203008] ; [240.01203008  40.98796992],0
r4,1,0.046505,3.963221,[365  21] ; [259  27],[358.42857143  27.57142857] ; [265.57142857  20.42857143],0
r1,1,0.048027,3.909025,[329  56] ; [227  58],[319.49253731  65.50746269] ; [236.50746269  48.49253731],0
n5,1,0.054055,3.711003,[340  45] ; [236  48],[331.47982063  53.52017937] ; [244.52017937  39.47982063],0
a3,1,0.060326,3.528408,[295  90] ; [200  85],[284.44029851 100.55970149] ; [210.55970149  74.44029851],0
n2,1,0.06676,3.360945,[59 12] ; [41 18],[54.61538462 16.38461538] ; [45.38461538 13.61538462],0
p7,1,0.072013,3.236538,[257 118] ; [173 107],[246.18320611 128.81679389] ; [183.81679389  96.18320611],0
p5,1,0.079408,3.076986,[ 58 323] ; [ 30 254],[ 50.41804511 330.58195489] ; [ 37.58195489 246.41804511],0
p2,1,0.100601,2.695992,[334  50] ; [234  50],[326.51497006  57.48502994] ; [241.48502994  42.51497006],0
b1,1,0.103387,2.652507,[163 223] ; [103 183],[152.79166667 233.20833333] ; [113.20833333 172.79166667],0
p6,1,0.105817,2.615607,[163 217] ; [103 178],[152.91981846 227.08018154] ; [113.08018154 167.91981846],0
r3,1,0.110279,2.550218,[373  12] ; [269  16],[368.91044776  16.08955224] ; [273.08955224  11.91044776],0
p10,1,0.110785,2.54299,[326  57] ; [226  55],[318.39759036  64.60240964] ; [233.60240964  47.39759036],0
u1,1,0.116889,2.458514,[ 85 301] ; [ 49 237],[ 76.9702381 309.0297619] ; [ 57.0297619 228.9702381],0
p4,1,0.124092,2.364899,[251 132] ; [169 114],[241.53153153 141.46846847] ; [178.46846847 104.53153153],0
n1,1,0.137431,2.206496,[35 35] ; [21 36],[30.86614173 39.13385827] ; [25.13385827 31.86614173],0
d1,1,0.159717,1.976908,[246 140] ; [167 119],[237.22916667 148.77083333] ; [175.77083333 110.22916667],0
u3,1,0.190839,1.711127,[56 35] ; [44 41],[51.70454545 39.29545455] ; [48.29545455 36.70454545],0
p3,1,0.193116,1.693684,[215 168] ; [145 139],[206.71664168 176.28335832] ; [153.28335832 130.71664168],0
d4,1,0.22706,1.459183,[324  59] ; [231  54],[318.21107784  64.78892216] ; [236.78892216  48.21107784],0
d3,1,0.231704,1.430372,[273 111] ; [191  95],[265.93432836 118.06567164] ; [198.06567164  87.93432836],0
p11,1,0.254156,1.300314,[321  65] ; [228  58],[315.34821429  70.65178571] ; [233.65178571  52.34821429],0
a8,1,0.280333,1.165475,[ 61 299] ; [ 34 214],[ 56.25 303.75] ; [ 38.75 209.25],0
b5,1,0.301753,1.066432,[225 161] ; [178 108],[231.48511905 154.51488095] ; [171.51488095 114.48511905],0
u2,1,0.354113,0.858665,[54 37] ; [44 40],[50.96 40.04] ; [47.04 36.96],0
a2,1,0.368072,0.810164,[105 281] ; [ 69 217],[ 99.94642857 286.05357143] ; [ 74.05357143 211.94642857],0
d2,1,0.463909,0.536448,[203 181] ; [142 142],[198.32335329 185.67664671] ; [146.67664671 137.32335329],0
n6,1,0.476698,0.506409,[345  39] ; [252  34],[342.16119403  41.83880597] ; [254.83880597  31.16119403],0
n3,1,0.487343,0.482388,[52 19] ; [44 12],[53.66929134 17.33070866] ; [42.33070866 13.66929134],0
a1,1,0.505608,0.443146,[ 22 364] ; [ 13 273],[ 20.10416667 365.89583333] ; [ 14.89583333 271.10416667],0
v3,1,0.513065,0.427811,[164 208] ; [115 162],[159.91987673 212.08012327] ; [119.08012327 157.91987673],0
v2,1,0.564091,0.33267,[208 162] ; [162 115],[211.59196291 158.40803709] ; [158.40803709 118.59196291],0
p8,1,0.663898,0.188823,[212 170] ; [149 128],[209.25948407 172.74051593] ; [151.74051593 125.25948407],0
b4,1,0.669311,0.18241,[225 161] ; [162 124],[222.29464286 163.70535714] ; [164.70535714 121.29464286],0
a7,1,0.677436,0.173026,[274 111] ; [207  78],[276.39552239 108.60447761] ; [204.60447761  80.39552239],0
p1,1,0.703306,0.145055,[ 37 347] ; [ 25 260],[ 35.58744395 348.41255605] ; [ 26.41255605 258.58744395],0
v1,1,0.736873,0.112894,[212 160] ; [157 125],[209.88990826 162.11009174] ; [159.11009174 122.88990826],0
a4,1,0.766092,0.088501,[186 199] ; [141 144],[187.90298507 197.09701493] ; [139.09701493 145.90298507],0
a5,1,0.774739,0.0819,[296  90] ; [222  64],[297.54166667  88.45833333] ; [220.45833333  65.54166667],0
b3,1,0.867678,0.027758,[ 96 151] ; [ 71 108],[ 96.8286385 150.1713615] ; [ 70.1713615 108.8286385],0
b2,1,0.867678,0.027758,[ 96 151] ; [ 71 108],[ 96.8286385 150.1713615] ; [ 70.1713615 108.8286385],0
d5,1,0.878508,0.023367,[317  66] ; [238  48],[317.73542601  65.26457399] ; [237.26457399  48.73542601],0
