Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s8,1,0.0,33.59974,[ 15 152] ; [19 22],[ 27.29807692 139.70192308] ; [ 6.70192308 34.29807692],1
u1,1,0.001329,10.301915,[ 12 155] ; [10 31],[ 17.66346154 149.33653846] ; [ 4.33653846 36.66346154],0
s6,1,0.001664,9.887752,[ 50 117] ; [23 18],[ 58.61057692 108.38942308] ; [14.38942308 26.61057692],0
a2,1,0.004477,8.07927,[ 22 145] ; [13 28],[ 28.10096154 138.89903846] ; [ 6.89903846 34.10096154],0
a5,1,0.007261,7.207209,[92 75] ; [32  9],[99.55769231 67.44230769] ; [24.44230769 16.55769231],0
d2,1,0.008482,6.928822,[ 59 105] ; [24 17],[66.4 97.6] ; [16.6 24.4],0
p5,1,0.013599,6.089462,[  5 162] ; [ 5 36],[  8.02884615 158.97115385] ; [ 1.97115385 39.02884615],0
a3,1,0.028754,4.782275,[94 71] ; [31 10],[100.12135922  64.87864078] ; [24.87864078 16.12135922],0
n1,1,0.038331,4.290254,[20 39] ; [10  6],[23.6 35.4] ; [6.4 9.6],0
n6,1,0.047723,3.91971,[117  50] ; [35  6],[122.03846154  44.96153846] ; [29.96153846 11.03846154],0
n4,1,0.076761,3.132182,[106  61] ; [32  9],[110.79807692  56.20192308] ; [27.20192308 13.79807692],0
p4,1,0.086563,2.937156,[ 46 120] ; [17 24],[ 50.52173913 115.47826087] ; [12.47826087 28.52173913],0
d4,1,0.093969,2.805035,[116  50] ; [34  7],[120.28985507  45.71014493] ; [29.71014493 11.28985507],0
s3,1,0.122038,2.390964,[ 27 138] ; [11 30],[ 30.4368932 134.5631068] ; [ 7.5631068 33.4368932],0
a4,1,0.128418,2.311519,[ 63 102] ; [21 20],[67.2815534 97.7184466] ; [16.7184466 24.2815534],0
p3,1,0.161417,1.960902,[ 32 134] ; [12 29],[ 35.28502415 130.71497585] ; [ 8.71497585 32.28502415],0
d1,1,0.174945,1.840049,[70 97] ; [22 19],[73.86538462 93.13461538] ; [18.13461538 22.86538462],0
b4,1,0.191869,1.703208,[108  59] ; [22 19],[104.375  62.625] ; [25.625 15.375],0
