Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d3,1,0.010109,6.615616,[13  2] ; [13 15],[9.06976744 5.93023256] ; [16.93023256 11.06976744],0
n5,1,0.023636,5.121181,[6 9] ; [21  7],[9.41860465 5.58139535] ; [17.58139535 10.41860465],0
s6,1,0.033275,4.531576,[ 4 11] ; [17 11],[7.3255814 7.6744186] ; [13.6744186 14.3255814],0
s8,1,0.037466,4.329085,[ 1 14] ; [10 18],[ 3.8372093 11.1627907] ; [ 7.1627907 20.8372093],0
v4,1,0.048941,3.877363,[13  2] ; [16 12],[10.11627907  4.88372093] ; [18.88372093  9.11627907],0
a2,1,0.077119,3.124588,[ 3 12] ; [ 1 27],[ 1.39534884 13.60465116] ; [ 2.60465116 25.39534884],0
b4,1,0.077602,3.114429,[6 9] ; [19  9],[8.72093023 6.27906977] ; [16.27906977 11.72093023],0
a7,1,0.087488,2.91999,[12  3] ; [15 13],[9.41860465 5.58139535] ; [17.58139535 10.41860465],0
a6,1,0.090419,2.866891,[11  4] ; [13 15],[8.37209302 6.62790698] ; [15.62790698 12.37209302],0
v2,1,0.1262,2.338636,[5 9] ; [17 11],[7.33333333 6.66666667] ; [14.66666667 13.33333333],0
b5,1,0.126422,2.335902,[6 9] ; [18 10],[8.37209302 6.62790698] ; [15.62790698 12.37209302],0
n3,1,0.132026,2.268519,[4 5] ; [5 1],[5.4 3.6] ; [3.6 2.4],0
p10,1,0.151959,2.052479,[6 9] ; [17 10],[8.21428571 6.78571429] ; [14.78571429 12.21428571],0
d1,1,0.194313,1.684612,[9 6] ; [11 17],[6.97674419 8.02325581] ; [13.02325581 14.97674419],0
p9,1,0.199101,1.648955,[7 7] ; [19  8],[8.87804878 5.12195122] ; [17.12195122  9.87804878],0
p5,1,0.211414,1.561716,[ 1 14] ; [ 6 22],[ 2.44186047 12.55813953] ; [ 4.55813953 23.44186047],0
p6,1,0.214679,1.539589,[ 2 12] ; [ 9 19],[ 3.66666667 10.33333333] ; [ 7.33333333 20.66666667],0
s3,1,0.221101,1.49721,[ 3 12] ; [10 16],[ 4.75609756 10.24390244] ; [ 8.24390244 17.75609756],0
n6,1,0.235392,1.407982,[8 7] ; [20  8],[9.76744186 5.23255814] ; [18.23255814  9.76744186],0
p4,1,0.264344,1.245862,[7 8] ; [18 10],[8.72093023 6.27906977] ; [16.27906977 11.72093023],0
p3,1,0.26638,1.235294,[ 4 10] ; [13 15],[5.66666667 8.33333333] ; [11.33333333 16.66666667],0
n1,1,0.291841,1.111111,[1 8] ; [2 4],[1.8 7.2] ; [1.2 4.8],0
b1,1,0.294234,1.100146,[10  5] ; [14 14],[8.37209302 6.62790698] ; [15.62790698 12.37209302],0
u2,1,0.305507,1.05,[6 1] ; [9 5],[5. 2.] ; [10.  4.],0
p2,1,0.307375,1.041923,[9 6] ; [21  7],[10.46511628  4.53488372] ; [19.53488372  8.46511628],0
s2,1,0.340594,0.908193,[ 2 13] ; [ 7 20],[ 3.21428571 11.78571429] ; [ 5.78571429 21.21428571],0
s5,1,0.370102,0.803322,[ 2 13] ; [ 7 21],[ 3.13953488 11.86046512] ; [ 5.86046512 22.13953488],0
r3,1,0.393813,0.727137,[10  5] ; [22  6],[11.1627907  3.8372093] ; [20.8372093  7.1627907],0
p7,1,0.396147,0.719991,[6 9] ; [15 13],[7.3255814 7.6744186] ; [13.6744186 14.3255814],0
r1,1,0.406768,0.688228,[ 5 10] ; [13 15],[6.27906977 8.72093023] ; [11.72093023 16.27906977],0
p11,1,0.445921,0.580999,[9 6] ; [20  8],[10.11627907  4.88372093] ; [18.88372093  9.11627907],0
v3,1,0.54622,0.364133,[ 4 11] ; [10 18],[ 4.88372093 10.11627907] ; [ 9.11627907 18.88372093],0
r4,1,0.54622,0.364133,[ 4 11] ; [10 18],[ 4.88372093 10.11627907] ; [ 9.11627907 18.88372093],0
a4,1,0.606394,0.265459,[6 9] ; [ 9 19],[5.23255814 9.76744186] ; [ 9.76744186 18.23255814],0
s1,1,0.645981,0.211005,[ 1 14] ; [ 1 27],[ 0.69767442 14.30232558] ; [ 1.30232558 26.69767442],0
p12,1,0.663194,0.189667,[ 1 14] ; [ 3 25],[ 1.39534884 13.60465116] ; [ 2.60465116 25.39534884],0
p8,1,0.700338,0.148121,[ 5 10] ; [11 17],[5.58139535 9.41860465] ; [10.41860465 17.58139535],0
s4,1,0.701743,0.146665,[ 2 13] ; [ 5 23],[ 2.44186047 12.55813953] ; [ 4.55813953 23.44186047],0
d4,1,0.701743,0.146665,[13  2] ; [23  5],[12.55813953  2.44186047] ; [23.44186047  4.55813953],0
b3,1,0.712531,0.135762,[3 7] ; [ 7 12],[3.44827586 6.55172414] ; [ 6.55172414 12.44827586],0
b2,1,0.712531,0.135762,[3 7] ; [ 7 12],[3.44827586 6.55172414] ; [ 6.55172414 12.44827586],0
v1,1,0.781702,0.076786,[6 9] ; [10 18],[5.58139535 9.41860465] ; [10.41860465 17.58139535],0
n2,1,0.832662,0.044643,[5 4] ; [3 3],[4.8 4.2] ; [3.2 2.8],0
a3,1,0.83491,0.043434,[8 7] ; [14 14],[7.6744186 7.3255814] ; [14.3255814 13.6744186],0
d2,1,0.856366,0.032762,[6 9] ; [12 16],[6.27906977 8.72093023] ; [11.72093023 16.27906977],0
a5,1,0.856366,0.032762,[9 6] ; [16 12],[8.72093023 6.27906977] ; [16.27906977 11.72093023],0
u1,1,0.953415,0.003413,[ 1 14] ; [ 2 26],[ 1.04651163 13.95348837] ; [ 1.95348837 26.04651163],0
p1,1,0.953415,0.003413,[ 1 14] ; [ 2 26],[ 1.04651163 13.95348837] ; [ 1.95348837 26.04651163],0
u3,1,1.0,0.0,[3 4] ; [6 8],[3. 4.] ; [6. 8.],0
s7,1,1.0,0.0,[4 8] ; [ 8 16],[4. 8.] ; [ 8. 16.],0
