Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d3,1,0.004511,8.065909,[19  9] ; [ 3 11],[14.66666667 13.33333333] ; [7.33333333 6.66666667],0
a6,1,0.008829,6.857143,[18 10] ; [ 3 11],[14. 14.] ; [7. 7.],0
v1,1,0.018268,5.570292,[12 16] ; [ 1 13],[ 8.66666667 19.33333333] ; [4.33333333 9.66666667],0
a3,1,0.023804,5.108826,[21  7] ; [5 8],[17.75609756 10.24390244] ; [8.24390244 4.75609756],0
b4,1,0.024653,5.048077,[14 14] ; [12  2],[17.33333333 10.66666667] ; [8.66666667 5.33333333],0
p9,1,0.02711,4.883781,[18  7] ; [5 9],[14.74358974 10.25641026] ; [8.25641026 5.74358974],0
a4,1,0.032654,4.563831,[11 16] ; [ 1 12],[ 8.1 18.9] ; [3.9 9.1],0
p6,1,0.059504,3.551149,[10 18] ; [ 1 12],[ 7.51219512 20.48780488] ; [3.48780488 9.51219512],0
n5,1,0.061369,3.5,[26  2] ; [10  4],[24.  4.] ; [12.  2.],0
r2,1,0.066746,3.361287,[22  5] ; [7 6],[19.575  7.425] ; [9.425 3.575],0
p4,1,0.074258,3.186296,[17 11] ; [4 9],[14.34146341 13.65853659] ; [6.65853659 6.34146341],0
d1,1,0.075355,3.162353,[14 14] ; [ 3 11],[11.33333333 16.66666667] ; [5.66666667 8.33333333],0
p11,1,0.080512,3.054545,[16 12] ; [ 4 10],[13.33333333 14.66666667] ; [6.66666667 7.33333333],0
s2,1,0.115776,2.473558,[13 15] ; [ 3 11],[10.66666667 17.33333333] ; [5.33333333 8.66666667],0
d5,1,0.119705,2.421176,[19  9] ; [6 8],[16.66666667 11.33333333] ; [8.33333333 5.66666667],0
p10,1,0.119705,2.421176,[19  9] ; [6 8],[16.66666667 11.33333333] ; [8.33333333 5.66666667],0
s7,1,0.1234,2.373626,[12 14] ; [ 3 11],[ 9.75 16.25] ; [5.25 8.75],0
b2,1,0.124178,2.363812,[ 9 14] ; [1 8],[ 7.1875 15.8125] ; [2.8125 6.1875],0
b3,1,0.124178,2.363812,[ 9 14] ; [1 8],[ 7.1875 15.8125] ; [2.8125 6.1875],0
s5,1,0.128941,2.305206,[10 17] ; [ 2 12],[ 7.90243902 19.09756098] ; [4.09756098 9.90243902],0
p2,1,0.142258,2.153361,[18  9] ; [6 8],[15.80487805 11.19512195] ; [8.19512195 5.80487805],0
p1,1,0.143235,2.142857,[ 3 25] ; [ 4 10],[ 4.66666667 23.33333333] ; [ 2.33333333 11.66666667],0
a7,1,0.185877,1.75,[14 14] ; [ 4 10],[12. 16.] ; [6. 8.],0
p7,1,0.191063,1.709402,[12 15] ; [ 3 10],[10.125 16.875] ; [4.875 8.125],0
u2,1,0.196667,1.666955,[1 6] ; [4 5],[2.1875 4.8125] ; [2.8125 6.1875],0
n1,1,0.205903,1.6,[9 6] ; [3 6],[7.5 7.5] ; [4.5 4.5],0
v3,1,0.259753,1.270072,[ 9 19] ; [ 2 11],[ 7.51219512 20.48780488] ; [3.48780488 9.51219512],0
d4,1,0.261269,1.262019,[19  9] ; [7 7],[17.33333333 10.66666667] ; [8.66666667 5.33333333],0
v4,1,0.26638,1.235294,[24  4] ; [10  4],[22.66666667  5.33333333] ; [11.33333333  2.66666667],0
n4,1,0.320885,0.985337,[22  6] ; [9 5],[20.66666667  7.33333333] ; [10.33333333  3.66666667],0
p3,1,0.323141,0.97619,[12 15] ; [ 4 10],[10.53658537 16.46341463] ; [5.46341463 8.53658537],0
n2,1,0.371093,0.8,[11  4] ; [5 4],[10.  5.] ; [6. 3.],0
s8,1,0.426931,0.631158,[ 9 18] ; [ 3 11],[ 7.90243902 19.09756098] ; [4.09756098 9.90243902],0
p12,1,0.457244,0.552632,[ 2 26] ; [ 2 12],[ 2.66666667 25.33333333] ; [ 1.33333333 12.66666667],0
s1,1,0.457244,0.552632,[ 2 26] ; [ 2 12],[ 2.66666667 25.33333333] ; [ 1.33333333 12.66666667],0
s3,1,0.461743,0.541667,[10 17] ; [3 9],[ 9. 18.] ; [4. 8.],0
r4,1,0.494525,0.466667,[11 17] ; [ 4 10],[10. 18.] ; [5. 9.],0
b1,1,0.508332,0.4375,[17 11] ; [7 7],[16. 12.] ; [8. 6.],0
n3,1,0.551848,0.354016,[8 6] ; [4 5],[7.30434783 6.69565217] ; [4.69565217 4.30434783],0
s6,1,0.5848,0.298539,[14 13] ; [6 8],[13.17073171 13.82926829] ; [6.82926829 7.17073171],0
b5,1,0.656627,0.197647,[16 12] ; [9 5],[16.66666667 11.33333333] ; [8.33333333 5.66666667],0
p8,1,0.747322,0.103795,[13 14] ; [6 8],[12.51219512 14.48780488] ; [6.48780488 7.51219512],0
s4,1,0.797817,0.065625,[ 7 21] ; [ 3 11],[ 6.66666667 21.33333333] ; [ 3.33333333 10.66666667],0
r1,1,0.826483,0.048055,[15 13] ; [8 6],[15.33333333 12.66666667] ; [7.66666667 6.33333333],0
u3,1,0.838464,0.041558,[2 5] ; [3 6],[2.1875 4.8125] ; [2.8125 6.1875],0
v2,1,0.885558,0.020715,[ 8 20] ; [4 9],[ 8.19512195 19.80487805] ; [3.80487805 9.19512195],0
d2,1,0.922633,0.009432,[12 15] ; [6 8],[11.85365854 15.14634146] ; [6.14634146 7.85365854],0
a1,1,1.0,0.0,[ 2 26] ; [ 1 13],[ 2. 26.] ; [ 1. 13.],0
