Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
b4,1,0.004316,8.145757,[11  2] ; [1 5],[8.21052632 4.78947368] ; [3.78947368 2.21052632],0
s2,1,0.006237,7.480519,[ 2 10] ; [5 1],[4.66666667 7.33333333] ; [2.33333333 3.66666667],0
s3,1,0.018881,5.5125,[3 9] ; [5 1],[5.33333333 6.66666667] ; [2.66666667 3.33333333],0
d3,1,0.032924,4.549715,[9 4] ; [1 5],[6.84210526 6.15789474] ; [3.15789474 2.84210526],0
p8,1,0.12707,2.327943,[6 7] ; [5 1],[7.52631579 5.47368421] ; [3.47368421 2.52631579],0
r1,1,0.140711,2.170163,[9 4] ; [2 4],[7.52631579 5.47368421] ; [3.47368421 2.52631579],0
b1,1,0.140711,2.170163,[4 9] ; [4 2],[5.47368421 7.52631579] ; [2.52631579 3.47368421],0
n5,1,0.215508,1.534035,[7 6] ; [5 1],[8.21052632 4.78947368] ; [3.78947368 2.21052632],0
r4,1,0.215508,1.534035,[6 7] ; [1 5],[4.78947368 8.21052632] ; [2.21052632 3.78947368],0
p6,1,0.240575,1.377219,[ 3 10] ; [3 3],[4.10526316 8.89473684] ; [1.89473684 4.10526316],0
b5,1,0.2524,1.309972,[8 5] ; [2 4],[6.84210526 6.15789474] ; [3.15789474 2.84210526],0
d2,1,0.41923,0.652473,[4 9] ; [3 3],[4.78947368 8.21052632] ; [2.21052632 3.78947368],0
u2,1,0.490153,0.47619,[6 1] ; [2 1],[5.6 1.4] ; [2.4 0.6],0
s6,1,0.516407,0.421062,[9 4] ; [5 1],[9.57894737 3.42105263] ; [4.42105263 1.57894737],0
s5,1,0.516407,0.421062,[4 9] ; [1 5],[3.42105263 9.57894737] ; [1.57894737 4.42105263],0
d1,1,0.516407,0.421062,[4 9] ; [1 5],[3.42105263 9.57894737] ; [1.57894737 4.42105263],0
n4,1,0.516407,0.421062,[9 4] ; [5 1],[9.57894737 3.42105263] ; [4.42105263 1.57894737],0
p5,1,0.553516,0.351056,[ 1 12] ; [1 5],[ 1.36842105 11.63157895] ; [0.63157895 5.36842105],0
s1,1,0.553516,0.351056,[ 1 12] ; [1 5],[ 1.36842105 11.63157895] ; [0.63157895 5.36842105],0
p12,1,0.553516,0.351056,[ 1 12] ; [1 5],[ 1.36842105 11.63157895] ; [0.63157895 5.36842105],0
p9,1,0.595883,0.28125,[11  1] ; [5 1],[10.66666667  1.33333333] ; [5.33333333 0.66666667],0
a5,1,0.598802,0.276807,[7 6] ; [4 2],[7.52631579 5.47368421] ; [3.47368421 2.52631579],0
v4,1,0.635848,0.224213,[8 5] ; [3 3],[7.52631579 5.47368421] ; [3.47368421 2.52631579],0
d5,1,0.635848,0.224213,[8 5] ; [3 3],[7.52631579 5.47368421] ; [3.47368421 2.52631579],0
a6,1,0.635848,0.224213,[5 8] ; [3 3],[5.47368421 7.52631579] ; [2.52631579 3.47368421],0
v2,1,0.635848,0.224213,[5 8] ; [3 3],[5.47368421 7.52631579] ; [2.52631579 3.47368421],0
n6,1,0.636982,0.222711,[10  3] ; [4 2],[9.57894737 3.42105263] ; [4.42105263 1.57894737],0
d4,1,0.636982,0.222711,[10  3] ; [4 2],[9.57894737 3.42105263] ; [4.42105263 1.57894737],0
a4,1,0.750042,0.101496,[ 3 10] ; [1 5],[ 2.73684211 10.26315789] ; [1.26315789 4.73684211],0
u3,1,0.77816,0.079365,[4 3] ; [2 1],[4.2 2.8] ; [1.8 1.2],0
v1,1,0.829454,0.046398,[5 8] ; [2 4],[4.78947368 8.21052632] ; [2.21052632 3.78947368],0
a3,1,0.875975,0.024359,[6 7] ; [3 3],[6.15789474 6.84210526] ; [2.84210526 3.15789474],0
v3,1,0.875975,0.024359,[7 6] ; [3 3],[6.84210526 6.15789474] ; [3.15789474 2.84210526],0
p2,1,0.943209,0.005075,[11  2] ; [5 1],[10.94736842  2.05263158] ; [5.05263158 0.94736842],0
p11,1,0.943209,0.005075,[11  2] ; [5 1],[10.94736842  2.05263158] ; [5.05263158 0.94736842],0
s7,1,0.949272,0.004048,[7 5] ; [3 2],[7.05882353 4.94117647] ; [2.94117647 2.05882353],0
a8,1,1.0,0.0,[ 2 10] ; [1 5],[ 2. 10.] ; [1. 5.],0
b2,1,1.0,0.0,[2 4] ; [2 4],[2. 4.] ; [2. 4.],0
b3,1,1.0,0.0,[2 4] ; [2 4],[2. 4.] ; [2. 4.],0
