Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,1e-06,24.290986,[38 64] ; [56 19],[54.16949153 47.83050847] ; [39.83050847 35.16949153],1
a3,1,0.001018,10.793798,[70 32] ; [34 43],[59.26256983 42.73743017] ; [44.73743017 32.26256983],0
p12,1,0.003831,8.362073,[  1 102] ; [ 8 68],[ 5.17877095 97.82122905] ; [ 3.82122905 72.17877095],0
p5,1,0.003861,8.347916,[ 5 97] ; [14 62],[10.88764045 91.11235955] ; [ 8.11235955 67.88764045],0
p6,1,0.004234,8.180585,[25 76] ; [34 41],[33.85795455 67.14204545] ; [25.14204545 49.85795455],0
p2,1,0.008176,6.994429,[68 34] ; [64 12],[75.64044944 26.35955056] ; [56.35955056 19.64044944],0
p3,1,0.009126,6.798055,[37 65] ; [43 34],[45.58659218 56.41340782] ; [34.41340782 42.58659218],0
p4,1,0.010435,6.559072,[43 60] ; [47 30],[51.5 51.5] ; [38.5 38.5],0
d2,1,0.017688,5.626834,[44 58] ; [20 57],[36.46927374 65.53072626] ; [27.53072626 49.46927374],0
p11,1,0.021085,5.319746,[70 33] ; [64 13],[76.67777778 26.32222222] ; [57.32222222 19.67777778],0
v4,1,0.022521,5.205041,[86 17] ; [71  4],[90.84831461 12.15168539] ; [66.15168539  8.84831461],0
s6,1,0.043771,4.065376,[50 52] ; [47 26],[56.53714286 45.46285714] ; [40.46285714 32.53714286],0
a4,1,0.052619,3.75599,[38 65] ; [18 59],[32.04444444 70.95555556] ; [23.95555556 53.04444444],0
p10,1,0.063429,3.445365,[70 32] ; [60 14],[75.34090909 26.65909091] ; [54.65909091 19.34090909],0
s8,1,0.064461,3.418729,[28 75] ; [31 46],[33.76111111 69.23888889] ; [25.23888889 51.76111111],0
b1,1,0.074491,3.181188,[47 56] ; [25 52],[41.2 61.8] ; [30.8 46.2],0
n6,1,0.108982,2.568915,[80 23] ; [67 10],[84.11666667 18.88333333] ; [62.88333333 14.11666667],0
s7,1,0.135013,2.233898,[32 66] ; [32 41],[36.67836257 61.32163743] ; [27.32163743 45.67836257],0
v3,1,0.147946,2.093301,[24 75] ; [26 50],[28.28571429 70.71428571] ; [21.71428571 54.28571429],0
n5,1,0.169376,1.888455,[63 40] ; [54 22],[67.32402235 35.67597765] ; [49.67597765 26.32402235],0
b5,1,0.200829,1.636339,[71 32] ; [46 31],[66.95 36.05] ; [50.05 26.95],0
b3,1,0.250711,1.31934,[22 40] ; [11 33],[19.30188679 42.69811321] ; [13.69811321 30.30188679],0
b2,1,0.250711,1.31934,[22 40] ; [11 33],[19.30188679 42.69811321] ; [13.69811321 30.30188679],0
d1,1,0.263031,1.252734,[46 57] ; [28 49],[42.34444444 60.65555556] ; [31.65555556 45.34444444],0
a2,1,0.29684,1.088335,[13 90] ; [ 6 71],[10.87222222 92.12777778] ; [ 8.12777778 68.87222222],0
d5,1,0.381584,0.765591,[75 27] ; [52 25],[72.36871508 29.63128492] ; [54.63128492 22.36871508],0
v1,1,0.400406,0.707106,[36 61] ; [33 43],[38.68786127 58.31213873] ; [30.31213873 45.68786127],0
u1,1,0.400695,0.706238,[ 7 96] ; [ 3 74],[ 5.72222222 97.27777778] ; [ 4.27777778 72.72222222],0
n4,1,0.406914,0.6878,[62 41] ; [51 26],[64.66111111 38.33888889] ; [48.33888889 28.66111111],0
a1,1,0.415576,0.662792,[ 5 98] ; [ 6 71],[ 6.29444444 96.70555556] ; [ 4.70555556 72.29444444],0
n1,1,0.508314,0.437537,[16 22] ; [ 7 14],[14.81355932 23.18644068] ; [ 8.18644068 12.81355932],0
p1,1,0.52244,0.409074,[ 8 95] ; [ 8 68],[ 9.20670391 93.79329609] ; [ 6.79329609 69.20670391],0
a6,1,0.530267,0.39388,[61 42] ; [42 35],[58.93888889 44.06111111] ; [44.06111111 32.93888889],0
s4,1,0.57533,0.313845,[18 85] ; [16 61],[19.45555556 83.54444444] ; [14.54444444 62.45555556],0
