Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,60.570281,[95 19] ; [ 4 30],[76.25675676 37.74324324] ; [22.74324324 11.25675676],1
v4,1,0.0,28.398414,[99 14] ; [15 19],[87.63265306 25.36734694] ; [26.36734694  7.63265306],1
p2,1,3e-06,21.656505,[75 39] ; [ 7 27],[63.16216216 50.83783784] ; [18.83783784 15.16216216],1
r1,1,2.3e-05,17.945731,[79 34] ; [10 24],[68.41496599 44.58503401] ; [20.58503401 13.41496599],1
r2,1,5.7e-05,16.199752,[100  13] ; [19 14],[92.10273973 20.89726027] ; [26.89726027  6.10273973],1
a1,1,0.000174,14.089035,[  4 110] ; [ 8 26],[  9.24324324 104.75675676] ; [ 2.75675676 31.24324324],1
p11,1,0.000526,12.021104,[62 52] ; [ 7 27],[53.14864865 60.85135135] ; [15.85135135 18.14864865],1
n5,1,0.000608,11.750145,[49 65] ; [26  8],[57.77027027 56.22972973] ; [17.22972973 16.77027027],1
n6,1,0.000861,11.104566,[75 39] ; [11 22],[66.69387755 47.30612245] ; [19.30612245 13.69387755],1
d3,1,0.00282,8.920617,[70 44] ; [11 23],[62.39189189 51.60810811] ; [18.60810811 15.39189189],0
p8,1,0.004626,8.020273,[35 78] ; [ 2 30],[28.83448276 84.16551724] ; [ 8.16551724 23.83448276],0
p6,1,0.0063,7.46235,[27 83] ; [ 1 32],[21.53846154 88.46153846] ; [ 6.46153846 26.53846154],0
p4,1,0.006534,7.396889,[41 72] ; [ 4 30],[34.59183673 78.40816327] ; [10.40816327 23.59183673],0
n3,1,0.008651,6.893407,[34 12] ; [ 7 11],[29.46875 16.53125] ; [11.53125  6.46875],0
b5,1,0.013438,6.110458,[77 37] ; [15 19],[70.86486486 43.13513514] ; [21.13513514 12.86486486],0
d4,1,0.013888,6.052318,[82 31] ; [17 17],[76.10204082 36.89795918] ; [22.89795918 11.10204082],0
v2,1,0.014447,5.982677,[45 66] ; [ 6 28],[39.04137931 71.95862069] ; [11.95862069 22.04137931],0
b1,1,0.014897,5.928648,[50 64] ; [23 11],[56.22972973 57.77027027] ; [16.77027027 17.22972973],0
v1,1,0.02015,5.398859,[40 72] ; [ 5 29],[34.52054795 77.47945205] ; [10.47945205 23.52054795],0
p7,1,0.02665,4.913371,[51 63] ; [ 8 26],[45.44594595 68.55405405] ; [13.55405405 20.44594595],0
u3,1,0.039666,4.232119,[23 25] ; [ 3 13],[19.5 28.5] ; [6.5 9.5],0
p3,1,0.049068,3.873011,[32 81] ; [ 4 30],[27.67346939 85.32653061] ; [ 8.32653061 25.67346939],0
n2,1,0.074346,3.184368,[31 16] ; [ 8 11],[27.77272727 19.22727273] ; [11.22727273  7.77272727],0
a7,1,0.076002,3.148384,[73 41] ; [16 18],[68.55405405 45.44594595] ; [20.44594595 13.55405405],0
d5,1,0.078171,3.10252,[79 35] ; [18 16],[74.71621622 39.28378378] ; [22.28378378 11.71621622],0
s8,1,0.079514,3.074808,[16 97] ; [ 1 32],[13.15753425 99.84246575] ; [ 3.84246575 29.15753425],0
d1,1,0.11109,2.538644,[51 63] ; [10 24],[46.98648649 67.01351351] ; [14.01351351 19.98648649],0
s7,1,0.116703,2.461024,[20 88] ; [ 2 28],[17.2173913 90.7826087] ; [ 4.7826087 25.2173913],0
p9,1,0.118972,2.430804,[41 71] ; [ 7 25],[37.33333333 74.66666667] ; [10.66666667 21.33333333],0
s6,1,0.126787,2.331408,[36 77] ; [ 6 27],[32.50684932 80.49315068] ; [ 9.49315068 23.50684932],0
u1,1,0.138933,2.189741,[ 13 101] ; [ 1 33],[ 10.78378378 103.21621622] ; [ 3.21621622 30.78378378],0
s3,1,0.145941,2.114168,[32 81] ; [ 5 27],[28.83448276 84.16551724] ; [ 8.16551724 23.83448276],0
s4,1,0.1697,1.885589,[  8 105] ; [ 5 29],[  9.99319728 103.00680272] ; [ 3.00680272 30.99319728],0
b3,1,0.171042,1.873788,[20 51] ; [10 13],[22.65957447 48.34042553] ; [ 7.34042553 15.65957447],0
b2,1,0.171042,1.873788,[20 51] ; [10 13],[22.65957447 48.34042553] ; [ 7.34042553 15.65957447],0
p5,1,0.180585,1.792803,[  2 112] ; [ 2 31],[  3.10204082 110.89795918] ; [ 0.89795918 32.10204082],0
a6,1,0.200525,1.638543,[71 43] ; [17 17],[67.78378378 46.21621622] ; [20.21621622 13.78378378],0
a2,1,0.311009,1.026385,[22 92] ; [ 4 30],[20.02702703 93.97297297] ; [ 5.97297297 28.02702703],0
s1,1,0.327949,0.95698,[  5 107] ; [ 3 31],[  6.1369863 105.8630137] ; [ 1.8630137 32.1369863],0
b4,1,0.377747,0.778022,[70 44] ; [18 16],[67.78378378 46.21621622] ; [20.21621622 13.78378378],0
v3,1,0.389388,0.740853,[27 82] ; [ 6 28],[25.15384615 83.84615385] ; [ 7.84615385 26.15384615],0
u2,1,0.390411,0.737662,[20 26] ; [ 5 11],[18.5483871 27.4516129] ; [6.4516129 9.5483871],0
a8,1,0.414859,0.664834,[12 92] ; [ 2 29],[10.78518519 93.21481481] ; [ 3.21481481 27.78518519],0
d2,1,0.417937,0.656109,[54 60] ; [13 20],[51.95918367 62.04081633] ; [15.04081633 17.95918367],0
n1,1,0.435783,0.607361,[17 29] ; [ 9 10],[18.4 27.6] ; [ 7.6 11.4],0
p1,1,0.453679,0.561443,[  6 107] ; [ 3 31],[  6.91836735 106.08163265] ; [ 2.08163265 31.91836735],0
a5,1,0.588875,0.292105,[63 51] ; [17 17],[61.62162162 52.37837838] ; [18.37837838 15.62162162],0
n4,1,0.596041,0.281009,[68 46] ; [22 12],[69.32432432 44.67567568] ; [20.67567568 13.32432432],0
p12,1,0.671932,0.17935,[  2 111] ; [ 1 33],[  2.30612245 110.69387755] ; [ 0.69387755 33.30612245],0
a3,1,0.827271,0.047612,[66 47] ; [18 14],[65.46206897 47.53793103] ; [18.53793103 13.46206897],0
a4,1,0.839736,0.040898,[45 69] ; [12 20],[44.50684932 69.49315068] ; [12.49315068 19.50684932],0
s5,1,0.889648,0.019251,[12 98] ; [ 4 30],[12.22222222 97.77777778] ; [ 3.77777778 30.22222222],0
