Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a6,1,0.0,40.352395,[110  29] ; [18 39],[90.7755102 48.2244898] ; [37.2244898 19.7755102],1
d3,1,0.0,26.676289,[120  20] ; [29 28],[105.88832487  34.11167513] ; [43.11167513 13.88832487],1
a2,1,0.000308,13.020667,[51 90] ; [ 6 51],[ 40.59090909 100.40909091] ; [16.40909091 40.59090909],1
u1,1,0.000438,12.360619,[43 98] ; [ 4 53],[ 33.46969697 107.53030303] ; [13.53030303 43.46969697],1
v2,1,0.002271,9.316882,[89 48] ; [23 33],[79.50259067 57.49740933] ; [32.49740933 23.50259067],0
b5,1,0.006831,7.317002,[89 52] ; [24 33],[80.46969697 60.53030303] ; [32.53030303 24.46969697],0
r4,1,0.015069,5.908408,[135   6] ; [49  8],[131.03030303   9.96969697] ; [52.96969697  4.03030303],0
d1,1,0.028588,4.792269,[104  37] ; [33 24],[97.56060606 43.43939394] ; [39.43939394 17.56060606],0
r2,1,0.039496,4.239417,[137   2] ; [53  4],[134.74489796   4.25510204] ; [55.25510204  1.74489796],0
d4,1,0.045686,3.99312,[127  13] ; [45 11],[122.85714286  17.14285714] ; [49.14285714  6.85714286],0
v4,1,0.052201,3.769317,[136   5] ; [51  6],[133.16666667   7.83333333] ; [53.83333333  3.16666667],0
b4,1,0.059684,3.546146,[85 56] ; [26 31],[79.04545455 61.95454545] ; [31.95454545 25.04545455],0
n3,1,0.07932,3.078772,[18  6] ; [6 7],[15.56756757  8.43243243] ; [8.43243243 4.56756757],0
a3,1,0.081517,3.034398,[112  28] ; [39 18],[107.30964467  32.69035533] ; [43.69035533 13.30964467],0
v1,1,0.092307,2.833672,[89 50] ; [28 27],[83.82989691 55.17010309] ; [33.17010309 21.82989691],0
s7,1,0.097274,2.749675,[96 40] ; [46 10],[100.58333333  35.41666667] ; [41.41666667 14.58333333],0
r1,1,0.140461,2.1729,[121  20] ; [44 13],[117.5  23.5] ; [47.5  9.5],0
