Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p3,1,0.0,31.230136,[21 86] ; [50 35],[39.56770833 67.43229167] ; [31.43229167 53.56770833],1
p7,1,2.6e-05,17.680248,[44 58] ; [62 22],[58.12903226 43.87096774] ; [47.87096774 36.12903226],1
p6,1,0.000506,12.09352,[15 88] ; [31 54],[25.20212766 77.79787234] ; [20.79787234 64.20212766],1
p8,1,0.001693,9.856092,[37 69] ; [49 36],[47.72774869 58.27225131] ; [38.27225131 46.72774869],0
a5,1,0.007053,7.259402,[55 52] ; [60 25],[64.08854167 42.91145833] ; [50.91145833 34.08854167],0
a4,1,0.012093,6.297171,[27 80] ; [36 49],[35.109375 71.890625] ; [27.890625 57.109375],0
s7,1,0.015215,5.89137,[27 77] ; [34 45],[34.66666667 69.33333333] ; [26.33333333 52.66666667],0
p1,1,0.023842,5.106072,[  3 104] ; [ 9 74],[  6.75789474 100.24210526] ; [ 5.24210526 77.75789474],0
u2,1,0.024325,5.071329,[24 24] ; [20  6],[28.54054054 19.45945946] ; [15.45945946 10.54054054],0
p5,1,0.039614,4.23435,[  2 104] ; [ 7 78],[  4.9947644 101.0052356] ; [ 4.0052356 80.9947644],0
s3,1,0.048067,3.907644,[47 60] ; [49 35],[53.78010471 53.21989529] ; [42.21989529 41.78010471],0
a3,1,0.048321,3.898776,[58 49] ; [58 27],[64.64583333 42.35416667] ; [51.35416667 33.64583333],0
s6,1,0.0497,3.85156,[59 45] ; [60 25],[65.48148148 38.51851852] ; [53.51851852 31.48148148],0
s8,1,0.062006,3.482897,[30 76] ; [35 50],[36.07329843 69.92670157] ; [28.92670157 56.07329843],0
n3,1,0.069431,3.29642,[27 15] ; [22  4],[30.26470588 11.73529412] ; [18.73529412  7.26470588],0
a2,1,0.09076,2.860835,[11 96] ; [16 69],[15.046875 91.953125] ; [11.953125 73.046875],0
s1,1,0.105555,2.61954,[  1 105] ; [ 4 81],[  2.77486911 103.22513089] ; [ 2.22513089 82.77486911],0
d2,1,0.130407,2.287656,[34 73] ; [36 49],[39.01041667 67.98958333] ; [30.98958333 54.01041667],0
p12,1,0.144155,2.133034,[  2 104] ; [ 5 80],[  3.88481675 102.11518325] ; [ 3.11518325 81.88481675],0
v2,1,0.1452,2.121962,[46 54] ; [45 34],[50.83798883 49.16201117] ; [40.16201117 38.83798883],0
u3,1,0.1518,2.054071,[29 20] ; [19  6],[31.78378378 17.21621622] ; [16.21621622  8.78378378],0
p2,1,0.18585,1.750214,[75 32] ; [66 18],[78.9895288 28.0104712] ; [62.0104712 21.9895288],0
d3,1,0.211275,1.562668,[67 39] ; [61 24],[71.03664921 34.96335079] ; [56.96335079 28.03664921],0
p10,1,0.249068,1.328524,[70 34] ; [63 21],[73.57446809 30.42553191] ; [59.42553191 24.57446809],0
s5,1,0.254095,1.300649,[28 75] ; [29 54],[31.56451613 71.43548387] ; [25.43548387 57.56451613],0
b4,1,0.296175,1.091336,[60 47] ; [54 31],[63.53125 43.46875] ; [50.46875 34.53125],0
u1,1,0.31129,1.025194,[ 8 99] ; [10 75],[10.03125 96.96875] ; [ 7.96875 77.03125],0
s2,1,0.337195,0.921067,[45 61] ; [42 43],[48.28272251 57.71727749] ; [38.71727749 46.28272251],0
d1,1,0.341455,0.904961,[48 59] ; [44 41],[51.27083333 55.72916667] ; [40.72916667 44.27083333],0
v3,1,0.349818,0.874116,[25 77] ; [24 54],[27.76666667 74.23333333] ; [21.23333333 56.76666667],0
a7,1,0.374871,0.787453,[75 31] ; [65 20],[77.69633508 28.30366492] ; [62.30366492 22.69633508],0
b2,1,0.378097,0.776879,[13 35] ; [16 29],[14.96774194 33.03225806] ; [14.03225806 30.96774194],0
b3,1,0.378097,0.776879,[13 35] ; [16 29],[14.96774194 33.03225806] ; [14.03225806 30.96774194],0
n5,1,0.438887,0.59919,[35 72] ; [32 52],[37.53403141 69.46596859] ; [29.46596859 54.53403141],0
a8,1,0.44475,0.583998,[ 4 97] ; [ 5 72],[ 5.10674157 95.89325843] ; [ 3.89325843 73.10674157],0
r1,1,0.470762,0.520186,[82 25] ; [68 16],[84.03141361 22.96858639] ; [65.96858639 18.03141361],0
d5,1,0.54705,0.362629,[77 29] ; [65 20],[78.80628272 27.19371728] ; [63.19371728 21.80628272],0
r2,1,0.693693,0.155116,[102   5] ; [82  3],[102.54166667   4.45833333] ; [81.45833333  3.54166667],0
b5,1,0.71134,0.136943,[67 40] ; [51 34],[65.76041667 41.23958333] ; [52.23958333 32.76041667],0
v4,1,0.783073,0.0758,[103   3] ; [82  3],[102.67015707   3.32984293] ; [82.32984293  2.67015707],0
d4,1,0.7892,0.071476,[84 22] ; [66 19],[83.2460733 22.7539267] ; [66.7539267 18.2460733],0
s4,1,0.801306,0.063332,[26 81] ; [22 63],[26.75 80.25] ; [21.25 63.75],0
a6,1,0.811112,0.057117,[71 36] ; [55 30],[70.21875 36.78125] ; [55.78125 29.21875],0
u4,1,0.86975,0.026888,[  1 106] ; [ 1 84],[  1.11458333 105.88541667] ; [ 0.88541667 84.11458333],0
p11,1,0.889307,0.019371,[72 35] ; [58 27],[72.44791667 34.55208333] ; [57.55208333 27.44791667],0
n6,1,0.912033,0.012205,[73 34] ; [56 27],[72.64736842 34.35263158] ; [56.35263158 26.64736842],0
a1,1,0.938852,0.005885,[  4 103] ; [ 3 82],[  3.90104167 103.09895833] ; [ 3.09895833 81.90104167],0
v1,1,0.947771,0.004291,[45 61] ; [34 47],[44.78074866 61.21925134] ; [34.21925134 46.78074866],0
n1,1,0.959973,0.002519,[12 30] ; [ 7 18],[11.91044776 30.08955224] ; [ 7.08955224 17.91044776],0
b1,1,0.973,0.001146,[35 72] ; [28 57],[35.109375 71.890625] ; [27.890625 57.109375],0
n2,1,0.985889,0.000313,[32 10] ; [19  6],[31.97014925 10.02985075] ; [19.02985075  5.97014925],0
p9,1,0.990822,0.000132,[81 22] ; [66 18],[80.96791444 22.03208556] ; [66.03208556 17.96791444],0
