Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r2,1,1e-06,24.145125,[75  2] ; [6 5],[70.875  6.125] ; [10.125  0.875],1
r1,1,4.8e-05,16.520662,[64 13] ; [3 8],[58.625 18.375] ; [8.375 2.625],1
s3,1,0.009995,6.635717,[40 35] ; [1 9],[36.17647059 38.82352941] ; [4.82352941 5.17647059],0
s2,1,0.015342,5.876719,[38 37] ; [1 9],[34.41176471 40.58823529] ; [4.58823529 5.41176471],0
r3,1,0.024932,5.028571,[72  5] ; [8 3],[70.  7.] ; [10.  1.],0
a6,1,0.044412,4.040816,[52 25] ; [4 7],[49. 28.] ; [7. 4.],0
v2,1,0.07484,3.173546,[42 33] ; [3 8],[39.24418605 35.75581395] ; [5.75581395 5.24418605],0
v4,1,0.109934,2.555168,[73  4] ; [9 2],[71.75  5.25] ; [10.25  0.75],0
b4,1,0.117786,2.446515,[44 33] ; [9 2],[46.375 30.625] ; [6.625 4.375],0
a5,1,0.119018,2.430196,[59 18] ; [6 5],[56.875 20.125] ; [8.125 2.875],0
a7,1,0.119018,2.430196,[59 18] ; [6 5],[56.875 20.125] ; [8.125 2.875],0
v1,1,0.154396,2.02827,[41 35] ; [3 7],[38.88372093 37.11627907] ; [5.11627907 4.88372093],0
d1,1,0.167947,1.901174,[45 32] ; [4 7],[42.875 34.125] ; [6.125 4.875],0
p4,1,0.167947,1.901174,[45 32] ; [4 7],[42.875 34.125] ; [6.125 4.875],0
d5,1,0.216332,1.528536,[56 21] ; [6 5],[54.25 22.75] ; [7.75 3.25],0
n1,1,0.269004,1.221818,[9 6] ; [2 4],[7.85714286 7.14285714] ; [3.14285714 2.85714286],0
p6,1,0.273549,1.198865,[18 58] ; [ 1 10],[16.59770115 59.40229885] ; [2.40229885 8.59770115],0
b3,1,0.32203,0.980684,[16 27] ; [1 5],[14.91836735 28.08163265] ; [2.08163265 3.91836735],0
b2,1,0.32203,0.980684,[16 27] ; [1 5],[14.91836735 28.08163265] ; [2.08163265 3.91836735],0
p3,1,0.348422,0.879194,[32 44] ; [3 8],[30.57471264 45.42528736] ; [4.42528736 6.57471264],0
b5,1,0.369271,0.806117,[46 31] ; [5 6],[44.625 32.375] ; [6.375 4.625],0
u2,1,0.370213,0.802949,[19 12] ; [2 3],[18.08333333 12.91666667] ; [2.91666667 2.08333333],0
p2,1,0.403318,0.698413,[64 13] ; [8 3],[63. 14.] ; [9. 2.],0
a2,1,0.403318,0.698413,[13 64] ; [3 8],[14. 63.] ; [2. 9.],0
d2,1,0.419864,0.650695,[38 39] ; [4 7],[36.75 40.25] ; [5.25 5.75],0
n2,1,0.445009,0.583333,[10  5] ; [5 1],[10.71428571  4.28571429] ; [4.28571429 1.71428571],0
n6,1,0.453232,0.562557,[63 14] ; [10  1],[63.875 13.125] ; [9.125 1.875],0
s8,1,0.465333,0.533036,[29 46] ; [3 8],[27.90697674 47.09302326] ; [4.09302326 6.90697674],0
p10,1,0.506716,0.440842,[61 16] ; [7 3],[60.18390805 16.81609195] ; [7.81609195 2.18390805],0
v3,1,0.516345,0.421188,[28 47] ; [3 8],[27.03488372 47.96511628] ; [3.96511628 7.03488372],0
n4,1,0.531716,0.391111,[56 21] ; [7 4],[55.125 21.875] ; [7.875 3.125],0
u3,1,0.537397,0.380385,[17 14] ; [2 3],[16.36111111 14.63888889] ; [2.63888889 2.36111111],0
p9,1,0.54515,0.366078,[67 10] ; [8 2],[66.37931034 10.62068966] ; [8.62068966 1.37931034],0
d4,1,0.54896,0.359184,[62 15] ; [8 3],[61.25 15.75] ; [8.75 2.25],0
s1,1,0.601571,0.272633,[ 4 73] ; [ 1 10],[ 4.375 72.625] ; [ 0.625 10.375],0
u1,1,0.63862,0.220551,[11 66] ; [ 1 10],[10.5 66.5] ; [1.5 9.5],0
p11,1,0.662232,0.190823,[54 23] ; [7 4],[53.375 23.625] ; [7.625 3.375],0
a3,1,0.705367,0.142949,[46 30] ; [6 5],[45.42528736 30.57471264] ; [6.57471264 4.42528736],0
p5,1,0.714748,0.133581,[10 67] ; [ 1 10],[ 9.625 67.375] ; [1.375 9.625],0
b1,1,0.72933,0.119728,[24 53] ; [4 7],[24.5 52.5] ; [3.5 7.5],0
p1,1,0.733365,0.116044,[11 66] ; [2 9],[11.375 65.625] ; [1.625 9.375],0
s4,1,0.883837,0.021347,[ 8 68] ; [ 1 10],[ 7.86206897 68.13793103] ; [1.13793103 9.86206897],0
n3,1,0.890106,0.019091,[8 7] ; [3 3],[7.85714286 7.14285714] ; [3.14285714 2.85714286],0
a4,1,0.908739,0.01314,[29 47] ; [4 7],[28.82758621 47.17241379] ; [4.17241379 6.82758621],0
s7,1,0.909318,0.012973,[31 43] ; [4 6],[30.83333333 43.16666667] ; [4.16666667 5.83333333],0
d3,1,0.93278,0.007115,[50 27] ; [7 4],[49.875 27.125] ; [7.125 3.875],0
n5,1,1.0,0.0,[56 21] ; [8 3],[56. 21.] ; [8. 3.],0
