Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.00011,14.964614,[42 17] ; [11 25],[32.91578947 26.08421053] ; [20.08421053 15.91578947],1
p11,1,0.005956,7.563636,[39 21] ; [13 23],[32.5 27.5] ; [19.5 16.5],0
b1,1,0.008351,6.956522,[25 35] ; [25 11],[31.25 28.75] ; [18.75 17.25],0
p2,1,0.012229,6.277347,[40 19] ; [14 20],[34.25806452 24.74193548] ; [19.74193548 14.25806452],0
u2,1,0.013433,6.111195,[ 5 14] ; [8 3],[ 8.23333333 10.76666667] ; [4.76666667 6.23333333],0
p4,1,0.017695,5.626065,[28 31] ; [ 8 27],[22.59574468 36.40425532] ; [13.40425532 21.59574468],0
p3,1,0.022661,5.194319,[26 33] ; [ 7 27],[20.93548387 38.06451613] ; [12.06451613 21.93548387],0
s3,1,0.066919,3.357012,[21 35] ; [20 15],[25.23076923 30.76923077] ; [15.76923077 19.23076923],0
v3,1,0.067627,3.339711,[20 39] ; [ 6 30],[16.14736842 42.85263158] ; [ 9.85263158 26.14736842],0
v4,1,0.070853,3.263158,[42 15] ; [20 16],[38. 19.] ; [24. 12.],0
p8,1,0.073999,3.19202,[21 39] ; [ 6 28],[17.23404255 42.76595745] ; [ 9.76595745 24.23404255],0
p9,1,0.075657,3.155817,[39 18] ; [18 18],[34.93548387 22.06451613] ; [22.06451613 13.93548387],0
r3,1,0.078929,3.086814,[41 17] ; [19 17],[37.0212766 20.9787234] ; [22.9787234 13.0212766],0
n4,1,0.122358,2.386874,[38 22] ; [17 19],[34.375 25.625] ; [20.625 15.375],0
p6,1,0.130604,2.285309,[15 44] ; [ 4 29],[12.18478261 46.81521739] ; [ 6.81521739 26.18478261],0
p7,1,0.13976,2.180602,[18 39] ; [16 18],[21.2967033 35.7032967] ; [12.7032967 21.2967033],0
p5,1,0.151792,2.054147,[ 9 50] ; [ 2 34],[ 6.83157895 52.16842105] ; [ 4.16842105 31.83157895],0
s8,1,0.179975,1.797828,[17 42] ; [ 6 30],[14.28421053 44.71578947] ; [ 8.71578947 27.28421053],0
v2,1,0.190851,1.711037,[28 28] ; [13 23],[24.95652174 31.04347826] ; [16.04347826 19.95652174],0
a7,1,0.199543,1.645714,[32 28] ; [24 12],[35. 25.] ; [21. 15.],0
b2,1,0.214817,1.538661,[13 22] ; [ 5 18],[10.86206897 24.13793103] ; [ 7.13793103 15.86206897],0
b3,1,0.214817,1.538661,[13 22] ; [ 5 18],[10.86206897 24.13793103] ; [ 7.13793103 15.86206897],0
p10,1,0.228049,1.452986,[35 22] ; [17 18],[32.2173913 24.7826087] ; [19.7826087 15.2173913],0
a5,1,0.235814,1.405445,[39 21] ; [19 17],[36.25 23.75] ; [21.75 14.25],0
n3,1,0.278912,1.172386,[14 10] ; [ 7 10],[12.29268293 11.70731707] ; [8.70731707 8.29268293],0
s1,1,0.285792,1.139341,[ 2 58] ; [ 3 33],[ 3.125 56.875] ; [ 1.875 34.125],0
s4,1,0.390033,0.738838,[ 9 50] ; [ 8 28],[10.55789474 48.44210526] ; [ 6.44210526 29.55789474],0
d5,1,0.436178,0.606316,[49 11] ; [27  9],[47.5 12.5] ; [28.5  7.5],0
s5,1,0.44294,0.588654,[ 9 46] ; [ 8 27],[10.38888889 44.61111111] ; [ 6.61111111 28.38888889],0
p1,1,0.445601,0.581818,[ 6 54] ; [ 2 34],[ 5. 55.] ; [ 3. 33.],0
u3,1,0.447256,0.577597,[ 6 13] ; [5 6],[ 6.96666667 12.03333333] ; [4.03333333 6.96666667],0
s7,1,0.468021,0.526646,[23 33] ; [11 22],[21.39325843 34.60674157] ; [12.60674157 20.39325843],0
s2,1,0.534213,0.386372,[21 36] ; [11 25],[19.61290323 37.38709677] ; [12.38709677 23.61290323],0
n2,1,0.542385,0.371137,[17  8] ; [10  7],[16.07142857  8.92857143] ; [10.92857143  6.07142857],0
b4,1,0.555044,0.348358,[37 23] ; [20 16],[35.625 24.375] ; [21.375 14.625],0
s6,1,0.571326,0.32047,[26 32] ; [14 22],[24.68085106 33.31914894] ; [15.31914894 20.68085106],0
a2,1,0.571608,0.32,[11 49] ; [ 5 31],[10. 50.] ; [ 6. 30.],0
r1,1,0.572063,0.319243,[18 41] ; [13 23],[19.25263158 39.74736842] ; [11.74736842 24.25263158],0
a1,1,0.651238,0.204342,[ 5 55] ; [ 4 32],[ 5.625 54.375] ; [ 3.375 32.625],0
a8,1,0.668824,0.18298,[ 2 51] ; [ 2 33],[ 2.40909091 50.59090909] ; [ 1.59090909 33.40909091],0
b5,1,0.668929,0.182857,[36 24] ; [20 16],[35. 25.] ; [21. 15.],0
r2,1,0.677874,0.172529,[32 21] ; [19 15],[31.06896552 21.93103448] ; [19.93103448 14.06896552],0
d1,1,0.789954,0.070953,[35 25] ; [20 16],[34.375 25.625] ; [20.625 15.375],0
d2,1,0.809906,0.057863,[28 31] ; [18 18],[28.56842105 30.43157895] ; [17.43157895 18.56842105],0
a6,1,0.832455,0.044755,[33 27] ; [19 17],[32.5 27.5] ; [19.5 16.5],0
