Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r3,1,0.0,85.386946,[178   4] ; [30 30],[156.42975207  25.57024793] ; [51.57024793  8.42975207],1
r1,1,0.0,63.419427,[147  35] ; [15 45],[121.83471074  60.16528926] ; [40.16528926 19.83471074],1
r2,1,0.0,61.243374,[174   6] ; [33 25],[156.55462185  23.44537815] ; [50.44537815  7.55462185],1
v4,1,0.0,53.601725,[174   7] ; [35 24],[157.62083333  23.37916667] ; [51.37916667  7.62083333],1
p11,1,1e-06,23.934989,[147  35] ; [29 31],[132.36363636  49.63636364] ; [43.63636364 16.36363636],1
s6,1,1.8e-05,18.356632,[109  67] ; [18 42],[94.71186441 81.28813559] ; [32.28813559 27.71186441],1
p7,1,0.000271,13.262468,[113  65] ; [21 37],[101.06779661  76.93220339] ; [32.93220339 25.06779661],1
s8,1,0.000421,12.437941,[86 95] ; [13 47],[ 74.3526971 106.6473029] ; [24.6473029 35.3526971],1
s5,1,0.000532,11.998951,[ 61 112] ; [ 7 53],[ 50.48927039 122.51072961] ; [17.51072961 42.48927039],1
p3,1,0.000733,11.404844,[86 95] ; [13 45],[ 74.9748954 106.0251046] ; [24.0251046 33.9748954],1
p8,1,0.001184,10.514692,[85 93] ; [14 45],[ 74.35443038 103.64556962] ; [24.64556962 34.35443038],0
a5,1,0.001214,10.469368,[127  55] ; [28 32],[116.57024793  65.42975207] ; [38.42975207 21.57024793],0
n6,1,0.001872,9.671357,[148  32] ; [37 22],[139.33054393  40.66945607] ; [45.66945607 13.33054393],0
p9,1,0.001957,9.589367,[144  36] ; [34 23],[135.18987342  44.81012658] ; [42.81012658 14.18987342],0
d5,1,0.002284,9.305782,[132  49] ; [31 29],[122.41908714  58.58091286] ; [40.58091286 19.41908714],0
p10,1,0.002341,9.261007,[131  48] ; [30 28],[121.59915612  57.40084388] ; [39.40084388 18.59915612],0
b1,1,0.003709,8.421251,[ 79 103] ; [39 21],[88.74380165 93.25619835] ; [29.25619835 30.74380165],0
v3,1,0.004944,7.899636,[ 73 101] ; [13 47],[ 63.94871795 110.05128205] ; [22.05128205 37.94871795],0
p2,1,0.005862,7.592303,[138  42] ; [33 24],[129.87341772  50.12658228] ; [41.12658228 15.87341772],0
s3,1,0.009153,6.792714,[98 83] ; [20 38],[89.36401674 91.63598326] ; [28.63598326 29.36401674],0
v1,1,0.015559,5.851995,[97 81] ; [21 37],[89. 89.] ; [29. 29.],0
a8,1,0.02043,5.374804,[ 26 146] ; [ 2 55],[ 21.03056769 150.96943231] ; [ 6.96943231 50.03056769],0
d4,1,0.020574,5.362517,[136  44] ; [36 24],[129.  51.] ; [43. 17.],0
v2,1,0.021778,5.263429,[92 83] ; [20 37],[84.48275862 90.51724138] ; [27.51724138 29.48275862],0
u3,1,0.022507,5.206191,[25 30] ; [ 5 21],[20.37037037 34.62962963] ; [ 9.62962963 16.37037037],0
s7,1,0.032412,4.576573,[82 94] ; [17 39],[ 75.10344828 100.89655172] ; [23.89655172 32.10344828],0
a4,1,0.036498,4.37369,[ 80 101] ; [17 42],[ 73.15416667 107.84583333] ; [23.84583333 35.15416667],0
p6,1,0.041756,4.145059,[ 59 117] ; [11 46],[ 52.87553648 123.12446352] ; [17.12446352 39.87553648],0
s2,1,0.044139,4.051247,[ 81 100] ; [18 42],[ 74.3526971 106.6473029] ; [24.6473029 35.3526971],0
d1,1,0.049041,3.873947,[84 98] ; [19 41],[ 77.46280992 104.53719008] ; [25.53719008 34.46280992],0
n2,1,0.061716,3.490649,[35 10] ; [16 12],[31.43835616 13.56164384] ; [19.56164384  8.43835616],0
n4,1,0.065753,3.385975,[142  39] ; [40 20],[136.68879668  44.31120332] ; [45.31120332 14.68879668],0
a1,1,0.069202,3.301843,[  9 173] ; [ 7 53],[ 12.03305785 169.96694215] ; [ 3.96694215 56.03305785],0
p4,1,0.075714,3.154573,[95 84] ; [23 35],[89.12236287 89.87763713] ; [28.87763713 29.12236287],0
u2,1,0.075846,3.151745,[28 26] ; [ 8 18],[24.3 29.7] ; [11.7 14.3],0
