Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p3,1,2.1e-05,18.138652,[22 70] ; [23 13],[32.34375 59.65625] ; [12.65625 23.34375],1
p11,1,0.000261,13.334324,[47 45] ; [31  5],[56.0625 35.9375] ; [21.9375 14.0625],1
n6,1,0.003384,8.587782,[64 28] ; [33  2],[70.26771654 21.73228346] ; [26.73228346  8.26771654],0
v4,1,0.005209,7.805438,[66 26] ; [34  2],[71.875 20.125] ; [28.125  7.875],0
p8,1,0.005451,7.723406,[13 79] ; [13 23],[18.6875 73.3125] ; [ 7.3125 28.6875],0
p6,1,0.006904,7.297738,[12 79] ; [12 23],[17.33333333 73.66666667] ; [ 6.66666667 28.33333333],0
s6,1,0.009328,6.758931,[42 50] ; [25 10],[48.53543307 43.46456693] ; [18.46456693 16.53543307],0
r4,1,0.009954,6.643116,[61 31] ; [32  4],[66.84375 25.15625] ; [26.15625  9.84375],0
p5,1,0.011969,6.315518,[ 4 88] ; [ 6 27],[ 7.36 84.64] ; [ 2.64 30.36],0
s2,1,0.018091,5.58733,[31 60] ; [20 15],[36.83333333 54.16666667] ; [14.16666667 20.83333333],0
r3,1,0.020434,5.37441,[67 25] ; [33  3],[71.875 20.125] ; [28.125  7.875],0
p9,1,0.02398,5.096092,[50 39] ; [28  8],[55.536 33.464] ; [22.464 13.536],0
p10,1,0.026319,4.934934,[46 45] ; [26 10],[51.59055118 39.40944882] ; [20.40944882 15.59055118],0
s8,1,0.034799,4.455017,[30 62] ; [19 17],[35.21875 56.78125] ; [13.78125 22.21875],0
n3,1,0.051869,3.78,[18 14] ; [9 1],[20.57142857 11.42857143] ; [6.42857143 3.57142857],0
d1,1,0.054795,3.688321,[44 48] ; [24 12],[48.875 43.125] ; [19.125 16.875],0
s5,1,0.07462,3.178356,[16 72] ; [11 22],[19.63636364 68.36363636] ; [ 7.36363636 25.63636364],0
u1,1,0.101645,2.679549,[14 78] ; [10 26],[17.25 74.75] ; [ 6.75 29.25],0
p1,1,0.109195,2.565828,[11 81] ; [ 1 35],[ 8.625 83.375] ; [ 3.375 32.625],0
p7,1,0.113347,2.506917,[25 64] ; [15 20],[28.70967742 60.29032258] ; [11.29032258 23.70967742],0
v1,1,0.143576,2.139211,[31 60] ; [16 17],[34.49193548 56.50806452] ; [12.50806452 20.49193548],0
u3,1,0.145194,2.122031,[14 20] ; [9 5],[16.29166667 17.70833333] ; [6.70833333 7.29166667],0
d4,1,0.16149,1.96022,[62 29] ; [29  7],[65.20472441 25.79527559] ; [25.79527559 10.20472441],0
r1,1,0.168073,1.900044,[60 32] ; [28  8],[63.25 28.75] ; [24.75 11.25],0
d5,1,0.184569,1.760444,[57 34] ; [27  9],[60.18897638 30.81102362] ; [23.81102362 12.18897638],0
b1,1,0.369693,0.804695,[49 43] ; [16 20],[46.71875 45.28125] ; [18.28125 17.71875],0
a8,1,0.382781,0.76175,[13 75] ; [ 3 31],[11.54098361 76.45901639] ; [ 4.45901639 29.54098361],0
p12,1,0.384363,0.756702,[ 6 86] ; [ 4 32],[ 7.1875 84.8125] ; [ 2.8125 33.1875],0
a6,1,0.421876,0.645083,[60 31] ; [21 15],[58.03937008 32.96062992] ; [22.96062992 13.03937008],0
b5,1,0.460117,0.54561,[47 45] ; [21 15],[48.875 43.125] ; [19.125 16.875],0
b3,1,0.479093,0.500928,[23 40] ; [12 15],[24.5 38.5] ; [10.5 16.5],0
b2,1,0.479093,0.500928,[23 40] ; [12 15],[24.5 38.5] ; [10.5 16.5],0
v2,1,0.508625,0.436894,[39 48] ; [18 17],[40.64754098 46.35245902] ; [16.35245902 18.64754098],0
r2,1,0.518048,0.417778,[78 11] ; [33  3],[79.032  9.968] ; [31.968  4.032],0
a2,1,0.521308,0.411306,[20 72] ; [ 6 30],[18.6875 73.3125] ; [ 7.3125 28.6875],0
d3,1,0.527371,0.399455,[50 41] ; [22 14],[51.59055118 39.40944882] ; [20.40944882 15.59055118],0
u4,1,0.546861,0.362971,[ 3 89] ; [ 2 34],[ 3.59375 88.40625] ; [ 1.40625 34.59375],0
u2,1,0.54991,0.357478,[15 19] ; [7 6],[15.91489362 18.08510638] ; [6.08510638 6.91489362],0
a1,1,0.554851,0.348698,[11 81] ; [ 3 33],[10.0625 81.9375] ; [ 3.9375 32.0625],0
s3,1,0.564442,0.332072,[39 49] ; [18 18],[40.4516129 47.5483871] ; [16.5483871 19.4516129],0
d2,1,0.571491,0.320194,[42 47] ; [19 17],[43.432 45.568] ; [17.568 18.432],0
n2,1,0.588809,0.292208,[25 10] ; [8 2],[25.66666667  9.33333333] ; [7.33333333 2.66666667],0
b4,1,0.636423,0.223451,[52 40] ; [22 14],[53.1875 38.8125] ; [20.8125 15.1875],0
s4,1,0.641419,0.216891,[15 76] ; [ 7 28],[15.88888889 75.11111111] ; [ 6.11111111 28.88888889],0
a5,1,0.648934,0.207247,[60 32] ; [25 11],[61.09375 30.90625] ; [23.90625 12.09375],0
n1,1,0.6885,0.160714,[20 15] ; [5 5],[19.44444444 15.55555556] ; [5.55555556 4.44444444],0
a3,1,0.725524,0.123261,[58 32] ; [22 14],[57.14285714 32.85714286] ; [22.85714286 13.14285714],0
a7,1,0.750017,0.101517,[59 33] ; [22 14],[58.21875 33.78125] ; [22.78125 13.21875],0
a4,1,0.777173,0.080092,[40 50] ; [17 19],[40.71428571 49.28571429] ; [16.28571429 19.71428571],0
v3,1,0.844469,0.038487,[32 54] ; [12 22],[31.53333333 54.46666667] ; [12.46666667 21.53333333],0
s1,1,0.968774,0.001532,[ 8 83] ; [ 3 32],[ 7.94444444 83.05555556] ; [ 3.05555556 31.94444444],0
s7,1,0.97852,0.000725,[36 52] ; [14 20],[36.06557377 51.93442623] ; [13.93442623 20.06557377],0
n5,1,0.987636,0.00024,[74 18] ; [29  7],[74.03125 17.96875] ; [28.96875  7.03125],0
