Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,0.0,29.67489,[ 63 114] ; [86 42],[86.46885246 90.53114754] ; [62.53114754 65.46885246],1
v3,1,1e-06,24.84177,[ 40 140] ; [62 63],[ 60.19672131 119.80327869] ; [41.80327869 83.19672131],1
p2,1,3e-06,21.952051,[113  72] ; [111  19],[131.55555556  53.44444444] ; [92.44444444 37.55555556],1
r1,1,1.6e-05,18.633018,[113  74] ; [108  22],[130.36908517  56.63091483] ; [90.63091483 39.36908517],1
p4,1,1.8e-05,18.409414,[ 60 124] ; [74 56],[ 78.52229299 105.47770701] ; [55.47770701 74.52229299],1
p3,1,0.000136,14.549855,[ 53 133] ; [64 65],[ 69.08571429 116.91428571] ; [47.91428571 81.08571429],1
p9,1,0.000176,14.076623,[111  72] ; [104  25],[126.10576923  56.89423077] ; [88.89423077 40.10576923],1
p11,1,0.000225,13.61326,[119  68] ; [109  23],[133.65517241  53.34482759] ; [94.34482759 37.65517241],1
p8,1,0.000412,12.475377,[ 64 121] ; [70 58],[ 79.20127796 105.79872204] ; [54.79872204 73.20127796],1
p10,1,0.000456,12.287215,[106  78] ; [99 30],[120.51118211  63.48881789] ; [84.48881789 44.51118211],1
p7,1,0.000657,11.606645,[ 81 103] ; [82 47],[95.82108626 88.17891374] ; [67.17891374 61.82108626],1
r4,1,0.001167,10.542628,[129  58] ; [112  20],[141.27586207  45.72413793] ; [99.72413793 32.27586207],0
a5,1,0.00178,9.764017,[107  80] ; [98 34],[120.17241379  66.82758621] ; [84.82758621 47.17241379],0
p5,1,0.002293,9.298797,[  4 181] ; [ 13 116],[ 10.01592357 174.98407643] ; [  6.98407643 122.01592357],0
r3,1,0.002653,9.032063,[151  35] ; [121   9],[160.10126582  25.89873418] ; [111.89873418  18.10126582],0
s8,1,0.003204,8.687364,[ 24 163] ; [34 98],[ 34. 153.] ; [ 24. 108.],0
v4,1,0.004665,8.004868,[152  33] ; [122   9],[160.41139241  24.58860759] ; [113.58860759  17.41139241],0
n5,1,0.005421,7.733375,[109  76] ; [97 34],[120.60126582  64.39873418] ; [85.39873418 45.60126582],0
p6,1,0.006007,7.548259,[ 33 150] ; [40 87],[ 43.09354839 139.90645161] ; [29.90645161 97.09354839],0
a3,1,0.008997,6.82351,[113  73] ; [98 33],[123.8044164  62.1955836] ; [87.1955836 43.8044164],0
