Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,0.0,140.346883,[18 60] ; [258  33],[58.34146341 19.65853659] ; [217.65853659  73.34146341],1
p2,1,1e-06,24.229061,[50 30] ; [253  39],[65.16129032 14.83870968] ; [237.83870968  54.16129032],1
p11,1,1e-06,23.612687,[44 36] ; [239  55],[60.53475936 19.46524064] ; [222.46524064  71.53475936],1
s8,1,0.000161,14.243273,[16 63] ; [128 166],[30.49865952 48.50134048] ; [113.50134048 180.49865952],1
p8,1,0.000593,11.797596,[25 55] ; [155 138],[38.60589812 41.39410188] ; [141.39410188 151.60589812],1
n5,1,0.000642,11.651448,[44 36] ; [218  74],[56.34408602 23.65591398] ; [205.65591398  86.34408602],1
n6,1,0.000919,10.983427,[55 25] ; [249  44],[65.20107239 14.79892761] ; [238.79892761  54.20107239],1
s6,1,0.000935,10.95302,[38 41] ; [196  91],[50.50819672 28.49180328] ; [183.49180328 103.50819672],1
s5,1,0.002328,9.271297,[13 66] ; [ 97 186],[24.00552486 54.99447514] ; [ 85.99447514 197.00552486],0
p4,1,0.003026,8.791727,[33 46] ; [177 116],[44.59677419 34.40322581] ; [165.40322581 127.59677419],0
s2,1,0.004215,8.188693,[26 53] ; [149 143],[37.26415094 41.73584906] ; [137.73584906 154.26415094],0
b1,1,0.006552,7.391727,[44 36] ; [112 182],[33.36898396 46.63101604] ; [122.63101604 171.36898396],0
s7,1,0.008114,7.008062,[22 51] ; [135 150],[32.01396648 40.98603352] ; [124.98603352 160.01396648],0
p3,1,0.01294,6.177273,[25 54] ; [139 155],[34.73458445 44.26541555] ; [129.26541555 164.73458445],0
p7,1,0.017797,5.615995,[37 42] ; [177 110],[46.19125683 32.80874317] ; [167.80874317 119.19125683],0
p6,1,0.019435,5.46194,[19 61] ; [110 181],[27.81671159 52.18328841] ; [101.18328841 189.81671159],0
d4,1,0.036328,4.381651,[55 25] ; [233  59],[61.93548387 18.06451613] ; [226.06451613  65.93548387],0
v1,1,0.037849,4.311792,[22 58] ; [115 171],[29.94535519 50.05464481] ; [107.05464481 178.94535519],0
a3,1,0.04221,4.126765,[43 37] ; [193  99],[50.75268817 29.24731183] ; [185.24731183 106.75268817],0
b2,1,0.047911,3.913094,[12 39] ; [ 66 105],[17.91891892 33.08108108] ; [ 60.08108108 110.91891892],0
b3,1,0.047911,3.913094,[12 39] ; [ 66 105],[17.91891892 33.08108108] ; [ 60.08108108 110.91891892],0
a5,1,0.049437,3.860451,[45 35] ; [200  94],[52.40641711 27.59358289] ; [192.59358289 101.40641711],0
d3,1,0.058535,3.57842,[43 37] ; [190 101],[50.2425876 29.7574124] ; [182.7574124 108.2425876],0
p5,1,0.058679,3.574347,[ 4 76] ; [ 36 254],[ 8.64864865 71.35135135] ; [ 31.35135135 258.64864865],0
n4,1,0.05967,3.546522,[51 29] ; [218  75],[57.69436997 22.30563003] ; [211.30563003  81.69436997],0
d1,1,0.061012,3.509662,[33 47] ; [156 138],[40.42780749 39.57219251] ; [148.57219251 145.42780749],0
p12,1,0.07972,3.07061,[ 1 78] ; [ 18 274],[ 4.0458221 74.9541779] ; [ 14.9541779 277.0458221],0
v4,1,0.087748,2.915217,[72  7] ; [281  12],[74.96505376  4.03494624] ; [278.03494624  14.96505376],0
s1,1,0.0922,2.835529,[ 7 72] ; [ 12 278],[ 4.06775068 74.93224932] ; [ 14.93224932 275.06775068],0
d2,1,0.11685,2.459037,[41 39] ; [121 171],[34.83870968 45.16129032] ; [127.16129032 164.83870968],0
r4,1,0.158345,1.989965,[69 11] ; [269  25],[72.29946524  7.70053476] ; [265.70053476  28.29946524],0
a6,1,0.205458,1.603148,[46 34] ; [191 102],[50.8310992 29.1689008] ; [186.1689008 106.8310992],0
s3,1,0.228376,1.450948,[39 41] ; [165 128],[43.75335121 36.24664879] ; [160.24664879 132.75335121],0
b5,1,0.229395,1.444608,[45 35] ; [187 107],[49.62566845 30.37433155] ; [182.37433155 111.62566845],0
a8,1,0.243264,1.361582,[ 7 69] ; [ 39 233],[10.04597701 65.95402299] ; [ 35.95402299 236.04597701],0
a4,1,0.275086,1.191207,[29 50] ; [128 166],[33.25201072 45.74798928] ; [123.74798928 170.25201072],0
n3,1,0.288132,1.128329,[16 11] ; [48 20],[18.18947368  8.81052632] ; [45.81052632 22.18947368],0
u3,1,0.3275,0.958758,[24 13] ; [55 44],[21.49264706 15.50735294] ; [57.50735294 41.49264706],0
v3,1,0.336661,0.923105,[17 61] ; [ 49 238],[14.10410959 63.89589041] ; [ 51.89589041 235.10410959],0
r1,1,0.386909,0.748633,[62 18] ; [213  80],[58.98123324 21.01876676] ; [216.01876676  76.98123324],0
n2,1,0.401026,0.705247,[19 10] ; [51 18],[20.71428571  8.28571429] ; [49.28571429 19.71428571],0
n1,1,0.408455,0.683294,[ 9 19] ; [28 40],[10.79166667 17.20833333] ; [26.20833333 41.79166667],0
a7,1,0.482164,0.493964,[51 29] ; [199  94],[53.61930295 26.38069705] ; [196.38069705  96.61930295],0
u2,1,0.486164,0.485006,[19 18] ; [58 42],[20.79562044 16.20437956] ; [56.20437956 43.79562044],0
a2,1,0.52,0.413893,[14 66] ; [ 61 233],[16.04278075 63.95721925] ; [ 58.95721925 235.04278075],0
s4,1,0.59186,0.287448,[14 64] ; [ 60 230],[15.68478261 62.31521739] ; [ 58.31521739 231.68478261],0
r2,1,0.645608,0.211483,[73  7] ; [270  21],[73.96226415  6.03773585] ; [269.03773585  21.96226415],0
d5,1,0.68612,0.163318,[59 21] ; [221  70],[60.37735849 19.62264151] ; [219.62264151  71.37735849],0
p1,1,0.719034,0.12942,[ 6 73] ; [ 26 267],[ 6.79569892 72.20430108] ; [ 25.20430108 267.79569892],0
u1,1,0.843349,0.03905,[11 69] ; [ 43 251],[11.55080214 68.44919786] ; [ 42.44919786 251.55080214],0
b4,1,0.854703,0.033533,[45 35] ; [162 132],[44.27807487 35.72192513] ; [162.72192513 131.27807487],0
a1,1,0.880023,0.022783,[ 3 77] ; [ 10 284],[ 2.78074866 77.21925134] ; [ 10.21925134 283.78074866],0
u4,1,0.939157,0.005826,[ 1 79] ; [  4 290],[ 1.06951872 78.93048128] ; [  3.93048128 290.06951872],0
