Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,1e-06,23.966367,[73 10] ; [1 6],[68.24444444 14.75555556] ; [5.75555556 1.24444444],1
r1,1,8.6e-05,15.427992,[67 16] ; [1 6],[62.71111111 20.28888889] ; [5.28888889 1.71111111],1
v4,1,0.002756,8.962021,[76  6] ; [4 3],[73.70786517  8.29213483] ; [6.29213483 0.70786517],0
r2,1,0.005385,7.745267,[76  7] ; [4 3],[73.77777778  9.22222222] ; [6.22222222 0.77777778],0
d2,1,0.036401,4.378203,[37 46] ; [6 1],[39.65555556 43.34444444] ; [3.34444444 3.65555556],0
d4,1,0.085902,2.949532,[61 22] ; [3 4],[59.02222222 23.97777778] ; [4.97777778 2.02222222],0
p5,1,0.092767,2.825687,[ 2 81] ; [1 6],[ 2.76666667 80.23333333] ; [0.23333333 6.76666667],0
d5,1,0.102714,2.662896,[60 23] ; [3 4],[58.1 24.9] ; [4.9 2.1],0
s5,1,0.125623,2.34578,[15 66] ; [3 4],[16.56818182 64.43181818] ; [1.43181818 5.56818182],0
s4,1,0.180207,1.795918,[ 9 72] ; [2 5],[10.125 70.875] ; [0.875 6.125],0
p10,1,0.234577,1.41289,[30 52] ; [1 6],[28.56179775 53.43820225] ; [2.43820225 4.56179775],0
b1,1,0.237706,1.394148,[43 40] ; [2 5],[41.5 41.5] ; [3.5 3.5],0
s3,1,0.249978,1.323426,[42 40] ; [2 5],[40.53932584 41.46067416] ; [3.46067416 3.53932584],0
a7,1,0.271148,1.21093,[53 30] ; [3 4],[51.64444444 31.35555556] ; [4.35555556 2.64444444],0
b4,1,0.316682,1.002602,[56 27] ; [6 1],[57.17777778 25.82222222] ; [4.82222222 2.17777778],0
n3,1,0.333697,0.934497,[17  6] ; [2 2],[16.18518519  6.81481481] ; [2.81481481 1.18518519],0
u3,1,0.34734,0.883152,[22 14] ; [1 2],[21.23076923 14.76923077] ; [1.76923077 1.23076923],0
p4,1,0.347441,0.882783,[39 44] ; [2 5],[37.81111111 45.18888889] ; [3.18888889 3.81111111],0
d1,1,0.347441,0.882783,[39 44] ; [2 5],[37.81111111 45.18888889] ; [3.18888889 3.81111111],0
n2,1,0.364974,0.820707,[16  6] ; [2 2],[15.23076923  6.76923077] ; [2.76923077 1.23076923],0
v2,1,0.400708,0.706199,[36 44] ; [2 5],[34.94252874 45.05747126] ; [3.05747126 3.94252874],0
d3,1,0.405253,0.692684,[49 34] ; [3 4],[47.95555556 35.04444444] ; [4.04444444 2.95555556],0
p1,1,0.406923,0.687772,[ 5 77] ; [1 6],[ 5.52808989 76.47191011] ; [0.47191011 6.52808989],0
s1,1,0.413925,0.667498,[ 5 76] ; [1 6],[ 5.52272727 75.47727273] ; [0.47727273 6.52272727],0
n4,1,0.439537,0.597492,[59 24] ; [4 3],[58.1 24.9] ; [4.9 2.1],0
s8,1,0.440501,0.594977,[23 60] ; [1 6],[22.13333333 60.86666667] ; [1.86666667 5.13333333],0
n5,1,0.482594,0.492996,[48 35] ; [5 2],[48.87777778 34.12222222] ; [4.12222222 2.87777778],0
s2,1,0.527948,0.39834,[33 48] ; [2 5],[32.21590909 48.78409091] ; [2.78409091 4.21590909],0
p2,1,0.530681,0.393087,[57 26] ; [4 3],[56.25555556 26.74444444] ; [4.74444444 2.25555556],0
p6,1,0.53548,0.383981,[20 61] ; [1 6],[19.32954545 61.67045455] ; [1.67045455 5.32954545],0
b2,1,0.586952,0.29513,[14 38] ; [1 5],[13.44827586 38.55172414] ; [1.55172414 4.44827586],0
b3,1,0.586952,0.29513,[14 38] ; [1 5],[13.44827586 38.55172414] ; [1.55172414 4.44827586],0
n1,1,0.617017,0.250083,[ 8 13] ; [1 3],[ 7.56 13.44] ; [1.44 2.56],0
v1,1,0.643496,0.214199,[31 52] ; [2 5],[30.43333333 52.56666667] ; [2.56666667 4.43333333],0
p8,1,0.674307,0.176605,[29 54] ; [3 4],[29.51111111 53.48888889] ; [2.48888889 4.51111111],0
u2,1,0.67894,0.171322,[19 16] ; [2 1],[19.34210526 15.65789474] ; [1.65789474 1.34210526],0
n6,1,0.715923,0.132432,[61 22] ; [4 2],[60.61797753 22.38202247] ; [4.38202247 1.61797753],0
a6,1,0.7234,0.125258,[53 30] ; [4 3],[52.56666667 30.43333333] ; [4.43333333 2.56666667],0
s7,1,0.728122,0.120843,[29 51] ; [3 4],[29.42528736 50.57471264] ; [2.57471264 4.42528736],0
a4,1,0.813436,0.055694,[27 55] ; [2 5],[26.71910112 55.28089888] ; [2.28089888 4.71910112],0
s6,1,0.881335,0.022284,[38 45] ; [3 4],[37.81111111 45.18888889] ; [3.18888889 3.81111111],0
p7,1,0.885616,0.020694,[44 37] ; [4 3],[44.18181818 36.81818182] ; [3.81818182 3.18181818],0
a5,1,0.922118,0.009558,[49 34] ; [4 3],[48.87777778 34.12222222] ; [4.12222222 2.87777778],0
b5,1,0.929871,0.007745,[46 37] ; [4 3],[46.11111111 36.88888889] ; [3.88888889 3.11111111],0
a2,1,0.938474,0.005958,[11 72] ; [1 6],[11.06666667 71.93333333] ; [0.93333333 6.06666667],0
p3,1,0.968956,0.001515,[24 58] ; [2 5],[23.95505618 58.04494382] ; [2.04494382 4.95505618],0
a3,1,0.978878,0.000701,[47 36] ; [4 3],[47.03333333 35.96666667] ; [3.96666667 3.03333333],0
v3,1,0.984604,0.000372,[24 59] ; [2 5],[23.97777778 59.02222222] ; [2.02222222 4.97777778],0
