Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a7,1,0.001966,9.581476,[16  7] ; [11 27],[10.18032787 12.81967213] ; [16.81967213 21.18032787],0
a3,1,0.005866,7.591092,[14  9] ; [ 9 27],[ 8.96610169 14.03389831] ; [14.03389831 21.96610169],0
r1,1,0.007368,7.181041,[16  7] ; [13 25],[10.93442623 12.06557377] ; [18.06557377 19.93442623],0
r4,1,0.016096,5.792389,[17  7] ; [15 23],[12.38709677 11.61290323] ; [19.61290323 18.38709677],0
v3,1,0.025133,5.014694,[10 12] ; [ 7 31],[ 6.23333333 15.76666667] ; [10.76666667 27.23333333],0
a8,1,0.062671,3.465241,[ 5 17] ; [ 2 32],[ 2.75 19.25] ; [ 4.25 29.75],0
a4,1,0.069171,3.302581,[ 6 18] ; [ 3 34],[ 3.54098361 20.45901639] ; [ 5.45901639 31.54098361],0
s7,1,0.072457,3.226456,[10 13] ; [ 8 29],[ 6.9 16.1] ; [11.1 25.9],0
a6,1,0.077393,3.118815,[13 11] ; [12 26],[ 9.67741935 14.32258065] ; [15.32258065 22.67741935],0
b4,1,0.105393,2.621973,[ 7 17] ; [19 19],[10.06451613 13.93548387] ; [15.93548387 22.06451613],0
v2,1,0.110654,2.544859,[ 8 15] ; [ 6 30],[ 5.45762712 17.54237288] ; [ 8.54237288 27.45762712],0
n1,1,0.118268,2.440107,[6 4] ; [ 5 12],[4.07407407 5.92592593] ; [ 6.92592593 10.07407407],0
v4,1,0.133083,2.256169,[18  5] ; [22 15],[15.33333333  7.66666667] ; [24.66666667 12.33333333],0
b2,1,0.133614,2.25,[6 6] ; [ 6 18],[4. 8.] ; [ 8. 16.],0
b3,1,0.133614,2.25,[6 6] ; [ 6 18],[4. 8.] ; [ 8. 16.],0
s2,1,0.175876,1.832127,[11 13] ; [11 27],[ 8.51612903 15.48387097] ; [13.48387097 24.51612903],0
r3,1,0.206704,1.594363,[17  6] ; [22 16],[14.70491803  8.29508197] ; [24.29508197 13.70491803],0
s5,1,0.231394,1.432269,[ 5 18] ; [ 4 34],[ 3.39344262 19.60655738] ; [ 5.60655738 32.39344262],0
r2,1,0.309727,1.031839,[19  4] ; [27 11],[17.3442623  5.6557377] ; [28.6557377  9.3442623],0
u3,1,0.314956,1.009779,[5 5] ; [ 9 19],[3.68421053 6.31578947] ; [10.31578947 17.68421053],0
n2,1,0.327618,0.958289,[9 2] ; [11  6],[7.85714286 3.14285714] ; [12.14285714  4.85714286],0
p4,1,0.348249,0.879828,[10 13] ; [12 26],[ 8.29508197 14.70491803] ; [13.70491803 24.29508197],0
d3,1,0.360097,0.837556,[11 13] ; [13 25],[ 9.29032258 14.70967742] ; [14.70967742 23.29032258],0
p5,1,0.393904,0.726855,[ 1 22] ; [ 4 34],[ 1.8852459 21.1147541] ; [ 3.1147541 34.8852459],0
p7,1,0.409002,0.681701,[ 9 14] ; [19 19],[10.55737705 12.44262295] ; [17.44262295 20.55737705],0
p2,1,0.415506,0.662991,[12 12] ; [23 15],[13.5483871 10.4516129] ; [21.4516129 16.5483871],0
b5,1,0.415506,0.662991,[12 12] ; [23 15],[13.5483871 10.4516129] ; [21.4516129 16.5483871],0
d2,1,0.46743,0.528045,[ 7 17] ; [ 8 30],[ 5.80645161 18.19354839] ; [ 9.19354839 28.80645161],0
n3,1,0.484118,0.489574,[5 4] ; [ 7 10],[4.15384615 4.84615385] ; [7.84615385 9.15384615],0
s4,1,0.550229,0.356908,[ 3 21] ; [ 3 35],[ 2.32258065 21.67741935] ; [ 3.67741935 34.32258065],0
s6,1,0.55386,0.350447,[10 14] ; [13 25],[ 8.90322581 15.09677419] ; [14.09677419 23.90322581],0
n4,1,0.570448,0.321933,[15  8] ; [22 16],[13.95081967  9.04918033] ; [23.04918033 14.95081967],0
p3,1,0.630843,0.230919,[ 7 17] ; [ 9 29],[ 6.19354839 17.80645161] ; [ 9.80645161 28.19354839],0
p8,1,0.633394,0.227487,[ 8 15] ; [11 27],[ 7.16393443 15.83606557] ; [11.83606557 26.16393443],0
p10,1,0.664575,0.188014,[10 13] ; [14 23],[ 9.2 13.8] ; [14.8 22.2],0
s3,1,0.673662,0.177348,[13 11] ; [18 19],[12.19672131 11.80327869] ; [18.80327869 18.19672131],0
u2,1,0.705998,0.142308,[4 6] ; [ 9 18],[3.51351351 6.48648649] ; [ 9.48648649 17.51351351],0
u1,1,0.738965,0.111038,[ 1 23] ; [ 1 37],[ 0.77419355 23.22580645] ; [ 1.22580645 36.77419355],0
n6,1,0.773091,0.083137,[13  9] ; [21 17],[12.46666667  9.53333333] ; [21.53333333 16.46666667],0
p1,1,0.776039,0.080931,[ 2 22] ; [ 4 34],[ 2.32258065 21.67741935] ; [ 3.67741935 34.32258065],0
s1,1,0.816004,0.054143,[ 2 21] ; [ 4 34],[ 2.26229508 20.73770492] ; [ 3.73770492 34.26229508],0
b1,1,0.90607,0.013923,[13 11] ; [20 18],[12.77419355 11.22580645] ; [20.22580645 17.77419355],0
s8,1,0.927118,0.008367,[ 4 20] ; [ 6 32],[ 3.87096774 20.12903226] ; [ 6.12903226 31.87096774],0
d4,1,0.930381,0.007633,[10 14] ; [15 22],[ 9.83606557 14.16393443] ; [15.16393443 21.83606557],0
p6,1,0.941452,0.005394,[ 5 19] ; [ 8 29],[ 5.1147541 18.8852459] ; [ 7.8852459 29.1147541],0
p9,1,0.95057,0.003843,[11 12] ; [18 19],[11.11666667 11.88333333] ; [17.88333333 19.11666667],0
a1,1,0.950739,0.003817,[ 2 22] ; [ 3 35],[ 1.93548387 22.06451613] ; [ 3.06451613 34.93548387],0
n5,1,0.963648,0.002077,[15  8] ; [25 13],[15.08196721  7.91803279] ; [24.91803279 13.08196721],0
v1,1,0.978782,0.000707,[ 9 15] ; [14 23],[ 9.04918033 14.95081967] ; [13.95081967 23.04918033],0
