Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.000196,13.87263,[ 7 32] ; [9 3],[12.23529412 26.76470588] ; [3.76470588 8.23529412],1
s6,1,0.000338,12.84965,[ 9 30] ; [9 2],[14.04 24.96] ; [3.96 7.04],1
s2,1,0.000499,12.117612,[ 6 33] ; [8 4],[10.70588235 28.29411765] ; [3.29411765 8.70588235],1
a5,1,0.017805,5.615226,[21 18] ; [11  1],[24.47058824 14.52941176] ; [7.52941176 4.47058824],0
s3,1,0.025816,4.968311,[10 27] ; [7 4],[13.10416667 23.89583333] ; [3.89583333 7.10416667],0
p6,1,0.027742,4.844043,[ 5 34] ; [5 7],[ 7.64705882 31.35294118] ; [2.35294118 9.64705882],0
p2,1,0.031757,4.611589,[15 23] ; [9 3],[18.24 19.76] ; [5.76 6.24],0
n6,1,0.041394,4.159825,[19 19] ; [10  2],[22.04 15.96] ; [6.96 5.04],0
b5,1,0.056993,3.622811,[17 22] ; [9 3],[19.88235294 19.11764706] ; [6.11764706 5.88235294],0
d4,1,0.08,3.064904,[18 21] ; [9 3],[20.64705882 18.35294118] ; [6.35294118 5.64705882],0
p9,1,0.082843,3.008233,[20 18] ; [9 2],[22.48979592 15.51020408] ; [6.51020408 4.48979592],0
d1,1,0.084162,2.982635,[12 27] ; [7 5],[14.52941176 24.47058824] ; [4.47058824 7.52941176],0
v4,1,0.118876,2.432069,[27 12] ; [11  1],[29.05882353  9.94117647] ; [8.94117647 3.05882353],0
a4,1,0.140306,2.174601,[10 27] ; [6 6],[12.08163265 24.91836735] ; [3.91836735 8.08163265],0
a3,1,0.145956,2.114019,[23 15] ; [10  2],[25.08 12.92] ; [7.92 4.08],0
p10,1,0.146866,2.104503,[20 19] ; [9 3],[22.17647059 16.82352941] ; [6.82352941 5.17647059],0
n5,1,0.155861,2.01393,[28 11] ; [11  1],[29.82352941  9.17647059] ; [9.17647059 2.82352941],0
p11,1,0.167291,1.907051,[14 25] ; [7 5],[16.05882353 22.94117647] ; [4.94117647 7.05882353],0
s7,1,0.175836,1.83247,[ 9 28] ; [5 6],[10.79166667 26.20833333] ; [3.20833333 7.79166667],0
p3,1,0.179556,1.801295,[11 27] ; [6 6],[12.92 25.08] ; [4.08 7.92],0
v2,1,0.185326,1.754386,[ 6 32] ; [4 8],[ 7.6 30.4] ; [2.4 9.6],0
p5,1,0.207782,1.586816,[ 4 34] ; [3 9],[ 5.32 32.68] ; [ 1.68 10.32],0
a7,1,0.213862,1.545089,[18 21] ; [8 4],[19.88235294 19.11764706] ; [6.11764706 5.88235294],0
p8,1,0.264855,1.243201,[14 25] ; [6 5],[15.6 23.4] ; [4.4 6.6],0
s8,1,0.276978,1.181859,[ 8 31] ; [4 7],[ 9.36 29.64] ; [2.64 8.36],0
b2,1,0.28245,1.155266,[11 15] ; [2 7],[ 9.65714286 16.34285714] ; [3.34285714 5.65714286],0
b3,1,0.28245,1.155266,[11 15] ; [2 7],[ 9.65714286 16.34285714] ; [3.34285714 5.65714286],0
v1,1,0.296369,1.090461,[13 26] ; [6 6],[14.52941176 24.47058824] ; [4.47058824 7.52941176],0
p1,1,0.310338,1.029237,[ 5 34] ; [3 9],[ 6.11764706 32.88235294] ; [ 1.88235294 10.11764706],0
s4,1,0.310338,1.029237,[ 5 34] ; [3 9],[ 6.11764706 32.88235294] ; [ 1.88235294 10.11764706],0
d2,1,0.325457,0.96689,[16 22] ; [7 5],[17.48 20.52] ; [5.52 6.48],0
u1,1,0.367932,0.810636,[ 1 38] ; [ 1 11],[ 1.52941176 37.47058824] ; [ 0.47058824 11.52941176],0
p12,1,0.367932,0.810636,[ 1 38] ; [ 1 11],[ 1.52941176 37.47058824] ; [ 0.47058824 11.52941176],0
r1,1,0.370896,0.800659,[17 22] ; [7 5],[18.35294118 20.64705882] ; [5.64705882 6.35294118],0
p4,1,0.379489,0.772356,[11 28] ; [5 7],[12.23529412 26.76470588] ; [3.76470588 8.23529412],0
