Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p4,1,0.000203,13.804824,[26  3] ; [97 86],[16.8254717 12.1745283] ; [106.1745283  76.8254717],1
p3,1,0.003263,8.654199,[22  7] ; [86 99],[14.63551402 14.36448598] ; [93.36448598 91.63551402],0
u4,1,0.007921,7.051342,[ 3 26] ; [  3 183],[ 0.80930233 28.19069767] ; [  5.19069767 180.80930233],0
p8,1,0.01603,5.799544,[21  8] ; [88 94],[14.98104265 14.01895735] ; [94.01895735 87.98104265],0
p1,1,0.016168,5.784473,[ 6 23] ; [ 13 172],[ 2.57476636 26.42523364] ; [ 16.42523364 168.57476636],0
p7,1,0.020409,5.376605,[24  5] ; [110  72],[18.41706161 10.58293839] ; [115.58293839  66.41706161],0
p12,1,0.021563,5.280674,[ 5 24] ; [ 10 173],[ 2.05188679 26.94811321] ; [ 12.94811321 170.05188679],0
n5,1,0.025982,4.957187,[28  1] ; [146  38],[23.69014085  5.30985915] ; [150.30985915  33.69014085],0
s5,1,0.036455,4.375702,[16 12] ; [ 64 112],[10.98039216 17.01960784] ; [ 69.01960784 106.98039216],0
d1,1,0.046991,3.945723,[19 10] ; [ 85 101],[14.02790698 14.97209302] ; [89.97209302 96.02790698],0
n4,1,0.056451,3.638709,[27  2] ; [144  41],[23.1728972  5.8271028] ; [147.8271028  37.1728972],0
p6,1,0.058984,3.565714,[15 13] ; [ 63 117],[10.5 17.5] ; [ 67.5 112.5],0
a1,1,0.087513,2.919545,[ 4 25] ; [ 10 176],[ 1.88837209 27.11162791] ; [ 12.11162791 173.88837209],0
n2,1,0.090987,2.856824,[3 3] ; [45 11],[4.64516129 1.35483871] ; [43.35483871 12.64516129],0
d2,1,0.094817,2.790621,[18 11] ; [ 84 101],[13.82242991 15.17757009] ; [88.17757009 96.82242991],0
a6,1,0.105343,2.622728,[16 13] ; [ 73 113],[12.00465116 16.99534884] ; [ 76.99534884 109.00465116],0
v3,1,0.122446,2.385755,[15 14] ; [ 66 114],[11.23923445 17.76076555] ; [ 69.76076555 110.23923445],0
