Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s6,1,1.9e-05,18.2665,[143 121] ; [44  7],[156.72380952 107.27619048] ; [30.27619048 20.72380952],1
b5,1,0.439804,0.596793,[140 130] ; [30 22],[142.54658385 127.45341615] ; [27.45341615 24.54658385],0
p4,1,0.446584,0.579306,[133 133] ; [29 23],[135.50943396 130.49056604] ; [26.49056604 25.50943396],0
v2,1,0.571441,0.320277,[110 150] ; [19 31],[108.19354839 151.80645161] ; [20.80645161 29.19354839],0
a6,1,0.573061,0.317588,[180  88] ; [37 15],[181.7375  86.2625] ; [35.2625 16.7375],0
d2,1,0.57758,0.310164,[132 134] ; [28 24],[133.83647799 132.16352201] ; [26.16352201 25.83647799],0
p1,1,0.643849,0.213744,[ 26 241] ; [ 4 48],[ 25.10971787 241.89028213] ; [ 4.89028213 47.10971787],0
n2,1,0.674331,0.176578,[53 23] ; [12  4],[53.69565217 22.30434783] ; [11.30434783  4.69565217],0
r1,1,0.704862,0.143464,[204  66] ; [38 14],[202.91925466  67.08074534] ; [39.08074534 12.91925466],0
a3,1,0.723784,0.124896,[187  81] ; [35 17],[185.925  82.075] ; [36.075 15.925],0
p11,1,0.745866,0.105038,[198  72] ; [37 15],[197.04968944  72.95031056] ; [37.95031056 14.04968944],0
n6,1,0.802842,0.062336,[223  45] ; [44  8],[223.6125  44.3875] ; [43.3875  8.6125],0
u1,1,0.804174,0.061479,[ 43 227] ; [ 9 43],[ 43.60248447 226.39751553] ; [ 8.39751553 43.60248447],0
b4,1,0.833372,0.04426,[160 110] ; [30 22],[159.31677019 110.68322981] ; [30.68322981 21.31677019],0
a2,1,0.922356,0.0095,[ 64 206] ; [12 40],[ 63.72670807 206.27329193] ; [12.27329193 39.72670807],0
p8,1,0.929035,0.007932,[115 149] ; [23 29],[115.29113924 148.70886076] ; [22.70886076 29.29113924],0
d1,1,0.938174,0.006016,[149 121] ; [29 23],[149.25465839 120.74534161] ; [28.74534161 23.25465839],0
p2,1,0.95446,0.003261,[202  66] ; [39 13],[201.8375  66.1625] ; [39.1625 12.8375],0
n5,1,0.967433,0.001667,[215  52] ; [42 10],[215.10658307  51.89341693] ; [41.89341693 10.10658307],0
p7,1,0.969137,0.001497,[148 116] ; [29 23],[147.87341772 116.12658228] ; [29.12658228 22.87341772],0
a5,1,0.974591,0.001015,[196  73] ; [38 14],[196.09345794  72.90654206] ; [37.90654206 14.09345794],0
a4,1,0.987876,0.000231,[124 144] ; [24 28],[123.95 144.05] ; [24.05 27.95],0
