Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s3,1,0.0,116.403676,[ 27 109] ; [109  17],[70.59541985 65.40458015] ; [65.40458015 60.59541985],1
s7,1,0.0,48.872822,[ 27 107] ; [77 45],[54.4375 79.5625] ; [49.5625 72.4375],1
s6,1,0.0,48.265395,[58 79] ; [105  20],[85.23282443 51.76717557] ; [77.76717557 47.23282443],1
s8,1,0.0,40.703644,[ 27 110] ; [73 53],[52.09125475 84.90874525] ; [47.90874525 78.09125475],1
s5,1,0.0,25.938698,[ 16 115] ; [47 69],[33.41295547 97.58704453] ; [29.58704453 86.41295547],1
d1,1,0.00017,14.136091,[59 78] ; [84 43],[74.20833333 62.79166667] ; [68.79166667 58.20833333],1
d2,1,0.000304,13.045736,[49 87] ; [74 53],[63.60456274 72.39543726] ; [59.39543726 67.60456274],1
s4,1,0.001584,9.977975,[ 11 124] ; [28 99],[ 20.09541985 114.90458015] ; [ 18.90458015 108.09541985],0
u1,1,0.004236,8.179957,[ 12 125] ; [ 27 100],[ 20.23863636 116.76136364] ; [ 18.76136364 108.23863636],0
p4,1,0.005453,7.722693,[49 88] ; [67 60],[60.1969697 76.8030303] ; [55.8030303 71.1969697],0
u3,1,0.006935,7.289639,[24 29] ; [28 10],[30.28571429 22.71428571] ; [21.71428571 16.28571429],0
p12,1,0.010043,6.627312,[  6 130] ; [ 17 110],[ 11.89353612 124.10646388] ; [ 11.10646388 115.89353612],0
d4,1,0.014847,5.934489,[101  36] ; [109  18],[108.97727273  28.02272727] ; [101.02272727  25.97727273],0
r2,1,0.014981,5.918699,[122  15] ; [122   4],[127.1026616   9.8973384] ; [116.8973384   9.1026616],0
p3,1,0.016687,5.72895,[ 37 100] ; [52 75],[46.18560606 90.81439394] ; [42.81439394 84.18560606],0
a5,1,0.022952,5.172111,[87 50] ; [97 30],[95.48484848 41.51515152] ; [88.51515152 38.48484848],0
