Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p3,1,0.006284,7.466986,[ 4 18] ; [4 1],[ 6.51851852 15.48148148] ; [1.48148148 3.51851852],0
p5,1,0.006632,7.369981,[ 2 21] ; [3 2],[ 4.10714286 18.89285714] ; [0.89285714 4.10714286],0
s7,1,0.011412,6.4,[ 3 17] ; [3 1],[ 5. 15.] ; [1. 3.],0
r4,1,0.011466,6.39166,[ 5 18] ; [4 1],[ 7.39285714 15.60714286] ; [1.60714286 3.39285714],0
b1,1,0.096759,2.758172,[14  9] ; [1 4],[12.32142857 10.67857143] ; [2.67857143 2.32142857],0
b3,1,0.11863,2.435317,[ 3 11] ; [2 1],[4.11764706 9.88235294] ; [0.88235294 2.11764706],0
b2,1,0.11863,2.435317,[ 3 11] ; [2 1],[4.11764706 9.88235294] ; [0.88235294 2.11764706],0
p7,1,0.191071,1.709342,[11 12] ; [4 1],[12.32142857 10.67857143] ; [2.67857143 2.32142857],0
d3,1,0.211128,1.563671,[16  7] ; [2 3],[14.78571429  8.21428571] ; [3.21428571 1.78571429],0
v3,1,0.211128,1.563671,[ 7 16] ; [3 2],[ 8.21428571 14.78571429] ; [1.78571429 3.21428571],0
p1,1,0.218065,1.517057,[ 1 22] ; [1 4],[ 1.64285714 21.35714286] ; [0.35714286 4.64285714],0
p6,1,0.238821,1.38754,[ 7 15] ; [3 2],[ 8.14814815 13.85185185] ; [1.85185185 3.14814815],0
r1,1,0.295366,1.095001,[ 8 15] ; [3 2],[ 9.03571429 13.96428571] ; [1.96428571 3.03571429],0
a7,1,0.295366,1.095001,[15  8] ; [2 3],[13.96428571  9.03571429] ; [3.03571429 1.96428571],0
a4,1,0.329929,0.949175,[10 13] ; [1 4],[ 9.03571429 13.96428571] ; [1.96428571 3.03571429],0
n6,1,0.418442,0.654686,[14  9] ; [4 1],[14.78571429  8.21428571] ; [3.21428571 1.78571429],0
a3,1,0.418442,0.654686,[14  9] ; [4 1],[14.78571429  8.21428571] ; [3.21428571 1.78571429],0
s2,1,0.483522,0.490909,[ 8 14] ; [1 4],[ 7.33333333 14.66666667] ; [1.66666667 3.33333333],0
a6,1,0.50198,0.450747,[13 10] ; [2 3],[12.32142857 10.67857143] ; [2.67857143 2.32142857],0
p8,1,0.50198,0.450747,[10 13] ; [3 2],[10.67857143 12.32142857] ; [2.32142857 2.67857143],0
v4,1,0.521213,0.411492,[15  8] ; [4 1],[15.60714286  7.39285714] ; [3.39285714 1.60714286],0
s8,1,0.532528,0.389565,[ 6 17] ; [2 3],[ 6.57142857 16.42857143] ; [1.42857143 3.57142857],0
s3,1,0.601389,0.272907,[ 7 15] ; [1 4],[ 6.51851852 15.48148148] ; [1.48148148 3.51851852],0
d2,1,0.621705,0.243478,[12 11] ; [2 3],[11.5 11.5] ; [2.5 2.5],0
d1,1,0.621705,0.243478,[12 11] ; [2 3],[11.5 11.5] ; [2.5 2.5],0
p12,1,0.687031,0.162319,[ 3 20] ; [1 4],[ 3.28571429 19.71428571] ; [0.71428571 4.28571429],0
a5,1,0.750469,0.101137,[12 11] ; [3 2],[12.32142857 10.67857143] ; [2.67857143 2.32142857],0
b5,1,0.750469,0.101137,[12 11] ; [3 2],[12.32142857 10.67857143] ; [2.67857143 2.32142857],0
b4,1,0.750469,0.101137,[12 11] ; [3 2],[12.32142857 10.67857143] ; [2.67857143 2.32142857],0
s6,1,0.886731,0.02029,[13 10] ; [3 2],[13.14285714  9.85714286] ; [2.85714286 2.14285714],0
s4,1,0.931549,0.007378,[ 5 18] ; [1 4],[ 4.92857143 18.07142857] ; [1.07142857 3.92857143],0
