Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,0.0,60.577891,[132  37] ; [113 167],[92.21603563 76.78396437] ; [152.78396437 127.21603563],1
v1,1,0.0,26.598294,[114  57] ; [118 165],[87.38325991 83.61674009] ; [144.61674009 138.38325991],1
d1,1,0.000298,13.084909,[112  62] ; [137 154],[93.17419355 80.82580645] ; [155.82580645 135.17419355],1
p12,1,0.001225,10.452979,[ 18 155] ; [  9 280],[ 10.11038961 162.88961039] ; [ 16.88961039 272.11038961],0
d2,1,0.003663,8.443849,[91 83] ; [112 179],[75.96129032 98.03870968] ; [127.03870968 163.96129032],0
n4,1,0.003813,8.370563,[145  29] ; [208  83],[132.09032258  41.90967742] ; [220.90967742  70.09032258],0
p3,1,0.008554,6.913675,[92 80] ; [119 172],[78.38444924 93.61555076] ; [132.61555076 158.38444924],0
n5,1,0.01176,6.346739,[144  30] ; [208  79],[132.85900217  41.14099783] ; [219.14099783  67.85900217],0
s7,1,0.014201,6.012997,[80 85] ; [103 178],[67.70179372 97.29820628] ; [115.29820628 165.70179372],0
a3,1,0.017455,5.650081,[131  42] ; [189 101],[119.56803456  53.43196544] ; [200.43196544  89.56803456],0
s8,1,0.029604,4.732117,[77 96] ; [100 191],[ 65.99353448 107.00646552] ; [111.00646552 179.99353448],0
r1,1,0.0427,4.107231,[140  34] ; [209  81],[130.875  43.125] ; [218.125  71.875],0
s4,1,0.046798,3.95264,[ 13 161] ; [ 39 250],[ 19.54211663 154.45788337] ; [ 32.45788337 256.54211663],0
d4,1,0.049557,3.856394,[145  29] ; [220  71],[136.58064516  37.41935484] ; [228.41935484  62.58064516],0
p6,1,0.053551,3.726642,[ 64 106] ; [ 83 204],[ 54.68271335 115.31728665] ; [ 92.31728665 194.68271335],0
a1,1,0.059671,3.546495,[ 11 163] ; [  8 283],[  7.10967742 166.89032258] ; [ 11.89032258 279.10967742],0
r2,1,0.063086,3.454336,[164   8] ; [260  27],[158.88453159  13.11546841] ; [265.11546841  21.88453159],0
p1,1,0.063995,3.430701,[ 16 158] ; [ 14 276],[ 11.25 162.75] ; [ 18.75 271.25],0
r4,1,0.065644,3.388715,[157  17] ; [245  46],[150.42580645  23.57419355] ; [251.57419355  39.42580645],0
d5,1,0.067257,3.348728,[144  30] ; [219  71],[136.125  37.875] ; [226.875  63.125],0
v4,1,0.091089,2.855022,[168   6] ; [269  21],[163.875  10.125] ; [273.125  16.875],0
a5,1,0.093468,2.813611,[130  44] ; [196  95],[121.98709677  52.01290323] ; [204.01290323  86.98709677],0
p7,1,0.093871,2.806708,[112  58] ; [164 119],[103.57615894  66.42384106] ; [172.42384106 110.57615894],0
b3,1,0.102675,2.663486,[47 71] ; [ 49 112],[40.60215054 77.39784946] ; [ 55.39784946 105.60215054],0
b2,1,0.102675,2.663486,[47 71] ; [ 49 112],[40.60215054 77.39784946] ; [ 55.39784946 105.60215054],0
a2,1,0.13698,2.211562,[ 43 131] ; [ 55 236],[ 36.67096774 137.32903226] ; [ 61.32903226 229.67096774],0
p11,1,0.15868,1.986759,[151  23] ; [238  53],[145.56129032  28.43870968] ; [243.43870968  47.56129032],0
d3,1,0.161479,1.960325,[123  51] ; [186 103],[116.12526998  57.87473002] ; [192.87473002  96.12526998],0
p10,1,0.177737,1.816448,[158  15] ; [253  37],[153.57019438  19.42980562] ; [257.42980562  32.57019438],0
