Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a6,1,0.0,84.836836,[268  62] ; [37 71],[229.79452055 100.20547945] ; [75.20547945 32.79452055],1
d3,1,0.0,72.025849,[289  42] ; [52 56],[257.10933941  73.89066059] ; [83.89066059 24.10933941],1
u1,1,0.0,27.309272,[ 96 235] ; [  5 103],[ 76.15261959 254.84738041] ; [24.84738041 83.15261959],1
a2,1,0.0,27.022556,[113 218] ; [ 9 99],[ 91.98633257 239.01366743] ; [30.01366743 77.98633257],1
b5,1,0.000717,11.445723,[214 117] ; [50 58],[199.0523918 131.9476082] ; [64.9476082 43.0523918],1
v4,1,0.008706,6.882179,[315  12] ; [97 11],[309.71034483  17.28965517] ; [102.28965517   5.71034483],0
d1,1,0.017399,5.655685,[253  78] ; [70 38],[243.53758542  87.46241458] ; [79.46241458 28.53758542],0
s5,1,0.063133,3.453108,[110 207] ; [45 55],[117.82973621 199.17026379] ; [37.17026379 62.82973621],0
b4,1,0.091571,2.846541,[208 123] ; [58 50],[200.56036446 130.43963554] ; [65.43963554 42.56036446],0
p1,1,0.101461,2.68242,[ 28 302] ; [  4 103],[ 24.16475973 305.83524027] ; [ 7.83524027 99.16475973],0
a8,1,0.117131,2.455276,[ 49 236] ; [11 92],[ 44.07216495 240.92783505] ; [15.92783505 87.07216495],0
p12,1,0.126081,2.340103,[ 36 293] ; [ 6 97],[ 31.98611111 297.01388889] ; [10.01388889 92.98611111],0
p4,1,0.126935,2.329595,[209 119] ; [57 46],[202.43155452 125.56844548] ; [63.56844548 39.43155452],0
r1,1,0.155264,2.019754,[281  48] ; [86 22],[276.29977117  52.70022883] ; [90.70022883 17.29977117],0
b1,1,0.155686,2.015636,[110 221] ; [44 64],[116.11389522 214.88610478] ; [37.88610478 70.11389522],0
n4,1,0.159243,1.981402,[256  74] ; [89 17],[261.12385321  68.87614679] ; [83.87614679 22.12385321],0
p2,1,0.163602,1.940613,[280  50] ; [83 22],[275.37931034  54.62068966] ; [87.62068966 17.37931034],0
u4,1,0.163998,1.936971,[  7 324] ; [  5 103],[  9.04783599 321.95216401] ; [  2.95216401 105.04783599],0
p7,1,0.206771,1.593891,[209 112] ; [74 29],[214.25235849 106.74764151] ; [68.74764151 34.25235849],0
u2,1,0.242022,1.368778,[43 29] ; [ 8 10],[40.8 31.2] ; [10.2  7.8],0
v1,1,0.262654,1.254713,[208 116] ; [73 31],[212.71962617 111.28037383] ; [68.28037383 35.71962617],0
u3,1,0.289505,1.121923,[45 29] ; [ 9 10],[42.96774194 31.03225806] ; [11.03225806  7.96774194],0
b3,1,0.299594,1.075999,[ 75 124] ; [33 41],[ 78.72527473 120.27472527] ; [29.27472527 44.72527473],0
b2,1,0.299594,1.075999,[ 75 124] ; [33 41],[ 78.72527473 120.27472527] ; [29.27472527 44.72527473],0
a3,1,0.315929,1.005726,[257  73] ; [89 19],[260.68493151  69.31506849] ; [85.31506849 22.68493151],0
p10,1,0.456921,0.553427,[273  53] ; [83 20],[270.52680653  55.47319347] ; [85.47319347 17.52680653],0
p11,1,0.470353,0.521147,[268  63] ; [84 24],[265.40318907  65.59681093] ; [86.59681093 21.40318907],0
r3,1,0.47612,0.507738,[320   8] ; [103   4],[318.95172414   9.04827586] ; [104.04827586   2.95172414],0
r2,1,0.485597,0.486268,[310  16] ; [98  7],[308.60324826  17.39675174] ; [99.39675174  5.60324826],0
n1,1,0.505585,0.443194,[20 46] ; [ 8 13],[21.24137931 44.75862069] ; [ 6.75862069 14.24137931],0
p6,1,0.507514,0.43919,[127 196] ; [36 65],[124.17216981 198.82783019] ; [38.82783019 62.17216981],0
s6,1,0.513636,0.426654,[226  98] ; [69 35],[223.31775701 100.68224299] ; [71.68224299 32.31775701],0
a5,1,0.51523,0.423431,[267  64] ; [84 24],[264.64920273  66.35079727] ; [86.35079727 21.64920273],0
s2,1,0.537309,0.38055,[173 153] ; [61 47],[175.76958525 150.23041475] ; [58.23041475 49.76958525],0
p3,1,0.544131,0.367937,[172 157] ; [59 47],[174.71034483 154.28965517] ; [56.28965517 49.71034483],0
s8,1,0.54442,0.36741,[154 173] ; [54 53],[156.71889401 170.28110599] ; [51.28110599 55.71889401],0
r4,1,0.596168,0.280814,[300  31] ; [96 12],[298.5785877  32.4214123] ; [97.4214123 10.5785877],0
v3,1,0.609536,0.260851,[176 145] ; [60 44],[178.24941176 142.75058824] ; [57.75058824 46.24941176],0
s1,1,0.61402,0.254363,[  9 315] ; [  2 104],[  8.28837209 315.71162791] ; [  2.71162791 103.28837209],0
a4,1,0.618408,0.248112,[168 162] ; [52 56],[165.75342466 164.24657534] ; [54.24657534 53.75342466],0
n5,1,0.654873,0.199812,[242  85] ; [80 25],[243.73611111  83.26388889] ; [78.26388889 26.73611111],0
n3,1,0.682985,0.166785,[48 19] ; [16  5],[48.72727273 18.27272727] ; [15.27272727  5.72727273],0
p5,1,0.685457,0.164048,[ 39 291] ; [11 95],[ 37.8440367 292.1559633] ; [12.1559633 93.8440367],0
a1,1,0.699357,0.149141,[ 21 310] ; [  8 100],[ 21.86560364 309.13439636] ; [  7.13439636 100.86560364],0
d5,1,0.74618,0.104769,[300  31] ; [99  9],[300.8405467  30.1594533] ; [98.1594533  9.8405467],0
d2,1,0.761324,0.09226,[187 143] ; [63 45],[188.35616438 141.64383562] ; [61.64383562 46.35616438],0
n2,1,0.798973,0.06486,[49 17] ; [15  6],[48.55172414 17.44827586] ; [15.44827586  5.55172414],0
n6,1,0.827042,0.047741,[280  47] ; [89 16],[279.3125  47.6875] ; [89.6875 15.3125],0
s3,1,0.855347,0.033233,[179 143] ; [60 46],[179.80841121 142.19158879] ; [59.19158879 46.80841121],0
p8,1,0.876727,0.024062,[177 146] ; [55 47],[176.32 146.68] ; [55.68 46.32],0
s4,1,0.932797,0.007111,[ 50 277] ; [16 91],[ 49.7281106 277.2718894] ; [16.2718894 90.7281106],0
p9,1,0.954349,0.003277,[278  46] ; [89 15],[277.82242991  46.17757009] ; [89.17757009 14.82242991],0
s7,1,0.964388,0.001993,[169 146] ; [55 48],[168.80382775 146.19617225] ; [55.19617225 47.80382775],0
