Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d5,1,0.0,59.780344,[35 52] ; [74  2],[58.17791411 28.82208589] ; [50.82208589 25.17791411],1
d3,1,0.0,54.406231,[23 64] ; [64 12],[46.43558282 40.56441718] ; [40.56441718 35.43558282],1
d4,1,0.0,49.248812,[43 44] ; [75  1],[62.98159509 24.01840491] ; [55.01840491 20.98159509],1
d2,1,0.0,42.487648,[20 66] ; [56 19],[40.59627329 45.40372671] ; [35.40372671 39.59627329],1
a2,1,0.0,26.245401,[ 4 83] ; [28 49],[16.97560976 70.02439024] ; [15.02439024 61.97560976],1
a4,1,1e-06,23.199526,[21 65] ; [47 29],[36.09876543 49.90123457] ; [31.90123457 44.09876543],1
u1,1,4e-06,21.128993,[ 2 85] ; [21 56],[12.20121951 74.79878049] ; [10.79878049 66.20121951],1
a7,1,9.9e-05,15.149691,[39 47] ; [58 19],[51.17791411 34.82208589] ; [45.82208589 31.17791411],1
a3,1,0.000175,14.082418,[42 43] ; [60 17],[53.51851852 31.48148148] ; [48.48148148 28.51851852],1
s7,1,0.000507,12.089425,[15 67] ; [31 39],[24.81578947 57.18421053] ; [21.18421053 48.81578947],1
a5,1,0.000572,11.864725,[44 43] ; [59 18],[54.6402439 32.3597561] ; [48.3597561 28.6402439],1
a6,1,0.00394,8.311442,[40 47] ; [52 24],[49.10429448 37.89570552] ; [42.89570552 33.10429448],0
r2,1,0.004625,8.020574,[66 20] ; [68  5],[72.47798742 13.52201258] ; [61.52201258 11.47798742],0
n2,1,0.015088,5.906197,[25  6] ; [20 18],[20.2173913 10.7826087] ; [24.7826087 13.2173913],0
r1,1,0.051202,3.801649,[50 36] ; [56 21],[55.92638037 30.07361963] ; [50.07361963 26.92638037],0
s8,1,0.059258,3.558018,[18 69] ; [26 51],[23.34146341 63.65853659] ; [20.65853659 56.34146341],0
n6,1,0.080973,3.045263,[51 35] ; [55 21],[56.27160494 29.72839506] ; [49.72839506 26.27160494],0
n4,1,0.111769,2.529031,[50 36] ; [54 23],[54.87116564 31.12883436] ; [49.12883436 27.87116564],0
p1,1,0.113498,2.50482,[ 9 78] ; [ 3 74],[ 6.36585366 80.63414634] ; [ 5.63414634 71.36585366],0
b4,1,0.135798,2.224943,[43 44] ; [47 30],[47.74390244 39.25609756] ; [42.25609756 34.74390244],0
s1,1,0.137227,2.20878,[10 75] ; [ 4 73],[ 7.34567901 77.65432099] ; [ 6.65432099 70.34567901],0
a8,1,0.166609,1.913193,[10 74] ; [ 4 68],[ 7.53846154 76.46153846] ; [ 6.46153846 65.53846154],0
n3,1,0.185416,1.753672,[20  9] ; [19 17],[17.4 11.6] ; [21.6 14.4],0
v2,1,0.27543,1.189504,[30 52] ; [33 40],[33.32903226 48.67096774] ; [29.67096774 43.32903226],0
s3,1,0.34399,0.895503,[32 52] ; [35 42],[34.95652174 49.04347826] ; [32.04347826 44.95652174],0
v1,1,0.378624,0.775164,[30 56] ; [21 53],[27.4125 58.5875] ; [23.5875 50.4125],0
p7,1,0.380566,0.768873,[22 62] ; [15 59],[19.67088608 64.32911392] ; [17.32911392 56.67088608],0
u3,1,0.393074,0.729412,[21 24] ; [10  7],[22.5 22.5] ; [8.5 8.5],0
p10,1,0.414569,0.66566,[41 43] ; [42 34],[43.575 40.425] ; [39.425 36.575],0
u2,1,0.416698,0.65961,[20 25] ; [9 7],[21.39344262 23.60655738] ; [7.60655738 8.39344262],0
p9,1,0.451878,0.565936,[41 42] ; [41 33],[43.35031847 39.64968153] ; [38.64968153 35.35031847],0
b5,1,0.460836,0.543864,[47 40] ; [46 31],[49.33536585 37.66463415] ; [43.66463415 33.33536585],0
r3,1,0.469126,0.524034,[64 22] ; [61 16],[65.95092025 20.04907975] ; [59.04907975 17.95092025],0
s5,1,0.517128,0.419618,[17 66] ; [12 61],[15.42948718 67.57051282] ; [13.57051282 59.42948718],0
r4,1,0.528471,0.397331,[57 30] ; [54 23],[58.88414634 28.11585366] ; [52.11585366 24.88414634],0
s2,1,0.537037,0.381059,[27 58] ; [28 49],[28.85802469 56.14197531] ; [26.14197531 50.85802469],0
s4,1,0.557824,0.343486,[17 70] ; [12 63],[15.57407407 71.42592593] ; [13.42592593 61.57407407],0
p12,1,0.568569,0.325083,[ 3 84] ; [ 4 72],[ 3.73619632 83.26380368] ; [ 3.26380368 72.73619632],0
p8,1,0.582722,0.301854,[15 71] ; [11 66],[13.71779141 72.28220859] ; [12.28220859 64.71779141],0
