Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p8,1,2.5e-05,17.789566,[ 5 25] ; [65 43],[15.2173913 14.7826087] ; [54.7826087 53.2173913],1
p7,1,6.5e-05,15.964092,[10 20] ; [78 29],[19.27007299 10.72992701] ; [68.72992701 38.27007299],1
p4,1,0.002079,9.478606,[11 19] ; [75 36],[18.29787234 11.70212766] ; [67.70212766 43.29787234],0
n5,1,0.003197,8.691649,[14 16] ; [83 28],[20.63829787  9.36170213] ; [76.36170213 34.63829787],0
a6,1,0.021098,5.318719,[14 16] ; [77 34],[19.36170213 10.63829787] ; [71.63829787 39.36170213],0
p3,1,0.022723,5.189581,[10 20] ; [63 48],[15.53191489 14.46808511] ; [57.46808511 53.53191489],0
a2,1,0.033751,4.507269,[ 2 28] ; [27 84],[ 6.17021277 23.82978723] ; [22.82978723 88.17021277],0
p6,1,0.039369,4.244882,[ 8 22] ; [52 57],[12.94964029 17.05035971] ; [47.05035971 61.94964029],0
n4,1,0.100047,2.704788,[16 14] ; [77 34],[19.78723404 10.21276596] ; [73.21276596 37.78723404],0
p12,1,0.11836,2.438885,[ 4 25] ; [  6 105],[ 2.07142857 26.92857143] ; [  7.92857143 103.07142857],0
s3,1,0.121275,2.400777,[18 11] ; [84 26],[21.28057554  7.71942446] ; [80.71942446 29.28057554],0
v2,1,0.136562,2.216276,[17 11] ; [49 60],[13.48905109 14.51094891] ; [52.51094891 56.48905109],0
p11,1,0.137624,2.204322,[18 12] ; [82 29],[21.27659574  8.72340426] ; [78.72340426 32.27659574],0
d5,1,0.155226,2.020132,[22  8] ; [93 17],[24.64285714  5.35714286] ; [90.35714286 19.64285714],0
n1,1,0.157152,2.001418,[6 6] ; [ 6 17],[4.11428571 7.88571429] ; [ 7.88571429 15.11428571],0
p10,1,0.168102,1.899788,[22  7] ; [95 15],[24.41007194  4.58992806] ; [92.58992806 17.41007194],0
s7,1,0.177185,1.82108,[13 14] ; [68 41],[16.08088235 10.91911765] ; [64.91911765 44.08088235],0
p5,1,0.209094,1.577685,[ 1 29] ; [12 99],[ 2.76595745 27.23404255] ; [ 10.23404255 100.76595745],0
a7,1,0.213572,1.547046,[18 12] ; [79 31],[20.78571429  9.21428571] ; [76.21428571 33.78571429],0
d1,1,0.228441,1.450544,[15 15] ; [69 42],[17.87234043 12.12765957] ; [66.12765957 44.87234043],0
d3,1,0.23437,1.414141,[20 10] ; [85 25],[22.5  7.5] ; [82.5 27.5],0
s5,1,0.251446,1.315254,[17  9] ; [55 49],[14.4 11.6] ; [57.6 46.4],0
u1,1,0.312655,1.019428,[ 4 26] ; [24 87],[ 5.95744681 24.04255319] ; [22.04255319 88.95744681],0
v3,1,0.365891,0.817571,[ 7 21] ; [37 72],[ 8.99270073 19.00729927] ; [35.00729927 73.99270073],0
a3,1,0.408048,0.684481,[19 11] ; [79 32],[20.85106383  9.14893617] ; [77.14893617 33.85106383],0
s1,1,0.44219,0.590592,[ 2 27] ; [  4 106],[ 1.25179856 27.74820144] ; [  4.74820144 105.25179856],0
p1,1,0.482229,0.493819,[ 4 26] ; [ 10 101],[ 2.9787234 27.0212766] ; [11.0212766 99.9787234],0
d4,1,0.511511,0.430976,[23  7] ; [91 20],[24.25531915  5.74468085] ; [89.74468085 21.25531915],0
u2,1,0.544784,0.366745,[4 7] ; [15 17],[4.86046512 6.13953488] ; [14.13953488 17.86046512],0
a8,1,0.570345,0.322106,[ 1 29] ; [ 6 94],[ 1.61538462 28.38461538] ; [ 5.38461538 94.61538462],0
b4,1,0.584015,0.299789,[17 13] ; [69 42],[18.29787234 11.70212766] ; [67.70212766 43.29787234],0
n3,1,0.593231,0.285326,[9 3] ; [19  4],[9.6 2.4] ; [18.4  4.6],0
d2,1,0.604976,0.267556,[13 17] ; [54 57],[14.25531915 15.74468085] ; [52.74468085 58.25531915],0
s2,1,0.609364,0.261103,[19  9] ; [80 30],[20.08695652  7.91304348] ; [78.91304348 31.08695652],0
v4,1,0.61146,0.258055,[29  1] ; [108   2],[29.35714286  0.64285714] ; [107.64285714   2.35714286],0
v1,1,0.616887,0.250268,[14 16] ; [57 53],[15.21428571 14.78571429] ; [55.78571429 54.21428571],0
r3,1,0.61697,0.250149,[29  1] ; [107   2],[29.35251799  0.64748201] ; [106.64748201   2.35251799],0
b1,1,0.622695,0.242099,[12 18] ; [39 72],[10.85106383 19.14893617] ; [40.14893617 70.85106383],0
s6,1,0.647001,0.209703,[25  3] ; [92 15],[24.26666667  3.73333333] ; [92.73333333 14.26666667],0
b5,1,0.648155,0.208234,[17 13] ; [68 43],[18.08510638 11.91489362] ; [66.91489362 44.08510638],0
b2,1,0.683087,0.166672,[ 4 16] ; [13 40],[ 4.65753425 15.34246575] ; [12.34246575 40.65753425],0
b3,1,0.683087,0.166672,[ 4 16] ; [13 40],[ 4.65753425 15.34246575] ; [12.34246575 40.65753425],0
r1,1,0.713749,0.134561,[24  6] ; [92 19],[24.68085106  5.31914894] ; [91.31914894 19.68085106],0
