Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v1,1,0.000293,13.116664,[ 5 23] ; [20 11],[11.86440678 16.13559322] ; [13.13559322 17.86440678],1
v3,1,0.003354,8.604348,[ 5 23] ; [17 14],[10.44067797 17.55932203] ; [11.55932203 19.44067797],0
r1,1,0.007597,7.1262,[17 11] ; [28  3],[21.3559322  6.6440678] ; [23.6440678  7.3559322],0
n5,1,0.007597,7.1262,[17 11] ; [28  3],[21.3559322  6.6440678] ; [23.6440678  7.3559322],0
n6,1,0.047847,3.915358,[21  7] ; [29  2],[23.72881356  4.27118644] ; [26.27118644  4.72881356],0
p12,1,0.056389,3.640544,[ 2 26] ; [ 8 23],[ 4.74576271 23.25423729] ; [ 5.25423729 25.74576271],0
b5,1,0.063593,3.441121,[21  7] ; [16 15],[17.55932203 10.44067797] ; [19.44067797 11.55932203],0
a7,1,0.084489,2.976365,[18 10] ; [26  5],[20.88135593  7.11864407] ; [23.11864407  7.88135593],0
n4,1,0.084489,2.976365,[18 10] ; [26  5],[20.88135593  7.11864407] ; [23.11864407  7.88135593],0
a3,1,0.095414,2.780573,[12 16] ; [20 11],[15.18644068 12.81355932] ; [16.81355932 14.18644068],0
b4,1,0.095414,2.780573,[12 16] ; [20 11],[15.18644068 12.81355932] ; [16.81355932 14.18644068],0
p10,1,0.132866,2.25869,[17 10] ; [25  6],[19.55172414  7.44827586] ; [22.44827586  8.55172414],0
a5,1,0.162292,1.952739,[13 15] ; [20 11],[15.66101695 12.33898305] ; [17.33898305 13.66101695],0
d2,1,0.172359,1.862306,[ 4 24] ; [ 9 22],[ 6.16949153 21.83050847] ; [ 6.83050847 24.16949153],0
r4,1,0.176103,1.830212,[23  5] ; [29  2],[24.6779661  3.3220339] ; [27.3220339  3.6779661],0
p7,1,0.188108,1.732378,[21  6] ; [28  3],[22.81034483  4.18965517] ; [26.18965517  4.81034483],0
s4,1,0.233517,1.419309,[ 7 21] ; [ 4 27],[ 5.22033898 22.77966102] ; [ 5.77966102 25.22033898],0
r2,1,0.253233,1.305378,[25  3] ; [30  1],[26.10169492  1.89830508] ; [28.89830508  2.10169492],0
r3,1,0.253233,1.305378,[25  3] ; [30  1],[26.10169492  1.89830508] ; [28.89830508  2.10169492],0
p3,1,0.259849,1.269564,[14 14] ; [20 11],[16.13559322 11.86440678] ; [17.86440678 13.13559322],0
a6,1,0.268075,1.226569,[16 12] ; [22  9],[18.03389831  9.96610169] ; [19.96610169 11.03389831],0
u3,1,0.309558,1.032561,[7 9] ; [7 4],[8.2962963 7.7037037] ; [5.7037037 5.2962963],0
a4,1,0.387077,0.748104,[ 3 24] ; [ 6 25],[ 4.18965517 22.81034483] ; [ 4.81034483 26.18965517],0
p4,1,0.406073,0.690268,[17 11] ; [22  9],[18.50847458  9.49152542] ; [20.49152542 10.50847458],0
b2,1,0.433273,0.614035,[8 7] ; [ 8 12],[6.85714286 8.14285714] ; [ 9.14285714 10.85714286],0
b3,1,0.433273,0.614035,[8 7] ; [ 8 12],[6.85714286 8.14285714] ; [ 9.14285714 10.85714286],0
s8,1,0.460737,0.544102,[10 18] ; [14 17],[11.38983051 16.61016949] ; [12.61016949 18.38983051],0
u2,1,0.483522,0.490909,[8 8] ; [7 4],[8.88888889 7.11111111] ; [6.11111111 4.88888889],0
s3,1,0.486524,0.484205,[15 12] ; [20 11],[16.29310345 10.70689655] ; [18.70689655 12.29310345],0
s5,1,0.495197,0.465215,[ 7 18] ; [11 19],[ 8.18181818 16.81818182] ; [ 9.81818182 20.18181818],0
p5,1,0.502992,0.448618,[ 6 22] ; [ 9 22],[ 7.11864407 20.88135593] ; [ 7.88135593 23.11864407],0
v4,1,0.55716,0.344645,[25  3] ; [29  2],[25.62711864  2.37288136] ; [28.37288136  2.62711864],0
s7,1,0.589154,0.291667,[15 13] ; [17 11],[16. 12.] ; [16. 12.],0
p9,1,0.597699,0.278481,[20  8] ; [24  7],[20.88135593  7.11864407] ; [23.11864407  7.88135593],0
p11,1,0.601385,0.272912,[21  7] ; [25  6],[21.83050847  6.16949153] ; [24.16949153  6.83050847],0
s2,1,0.611014,0.258702,[14 14] ; [17 13],[14.96551724 13.03448276] ; [16.03448276 13.96551724],0
a2,1,0.615059,0.252873,[ 1 27] ; [ 2 29],[ 1.42372881 26.57627119] ; [ 1.57627119 29.42372881],0
a8,1,0.630438,0.231467,[ 5 22] ; [ 4 25],[ 4.33928571 22.66071429] ; [ 4.66071429 24.33928571],0
s6,1,0.65825,0.195657,[15 12] ; [19 12],[15.82758621 11.17241379] ; [18.17241379 12.82758621],0
b1,1,0.71014,0.138137,[14 14] ; [14 17],[13.28813559 14.71186441] ; [14.71186441 16.28813559],0
p2,1,0.882737,0.021756,[23  5] ; [25  6],[22.77966102  5.22033898] ; [25.22033898  5.77966102],0
p1,1,0.915095,0.011367,[ 6 22] ; [ 7 24],[ 6.16949153 21.83050847] ; [ 6.83050847 24.16949153],0
d4,1,0.922276,0.009519,[13 15] ; [14 17],[12.81355932 15.18644068] ; [14.18644068 16.81355932],0
d3,1,0.942968,0.005118,[12 16] ; [13 18],[11.86440678 16.13559322] ; [13.13559322 17.86440678],0
p8,1,0.968868,0.001523,[20  8] ; [22  9],[19.93220339  8.06779661] ; [22.06779661  8.93220339],0
