Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a1,1,0.000145,14.437617,[2 4] ; [ 14 399],[0.22911695 5.77088305] ; [ 15.77088305 397.22911695],1
a8,1,0.008866,6.849721,[2 1] ; [ 52 326],[0.42519685 2.57480315] ; [ 53.57480315 324.42519685],0
b3,1,0.036499,4.373627,[5 1] ; [101 147],[2.50393701 3.49606299] ; [103.49606299 144.50393701],0
b2,1,0.036499,4.373627,[5 1] ; [101 147],[2.50393701 3.49606299] ; [103.49606299 144.50393701],0
d2,1,0.052068,3.773567,[5 1] ; [179 231],[2.65384615 3.34615385] ; [181.34615385 228.65384615],0
p5,1,0.061948,3.484448,[2 3] ; [ 50 360],[0.62650602 4.37349398] ; [ 51.37349398 358.62650602],0
s8,1,0.062123,3.479781,[5 1] ; [185 225],[2.74038462 3.25961538] ; [187.25961538 222.74038462],0
a2,1,0.090595,2.86376,[3 3] ; [ 88 325],[1.30310263 4.69689737] ; [ 89.69689737 323.30310263],0
s7,1,0.108976,2.569003,[5 1] ; [201 198],[3.05185185 2.94814815] ; [202.94814815 196.05185185],0
s3,1,0.175233,1.837592,[5 1] ; [226 180],[3.36407767 2.63592233] ; [227.63592233 178.36407767],0
a4,1,0.196164,1.670705,[4 2] ; [167 245],[2.45454545 3.54545455] ; [168.54545455 243.45454545],0
d1,1,0.246963,1.340404,[5 1] ; [248 165],[3.62291169 2.37708831] ; [249.37708831 163.62291169],0
u1,1,0.290871,1.115585,[2 4] ; [ 70 343],[1.03102625 4.96897375] ; [ 70.96897375 342.03102625],0
p4,1,0.303431,1.059055,[5 1] ; [258 152],[3.79326923 2.20673077] ; [259.20673077 150.79326923],0
p7,1,0.380904,0.767781,[5 1] ; [266 135],[3.995086 2.004914] ; [267.004914 133.995086],0
p3,1,0.438138,0.601155,[4 2] ; [209 203],[3.05741627 2.94258373] ; [209.94258373 202.05741627],0
s2,1,0.470297,0.521278,[4 2] ; [212 197],[3.12289157 2.87710843] ; [212.87710843 196.12289157],0
p6,1,0.471397,0.518699,[3 3] ; [146 262],[2.15942029 3.84057971] ; [146.84057971 261.15942029],0
a7,1,0.605285,0.267098,[4 2] ; [313 100],[4.53937947 1.46062053] ; [312.46062053 100.53937947],0
p12,1,0.638535,0.220663,[1 5] ; [ 44 368],[0.64593301 5.35406699] ; [ 44.35406699 367.64593301],0
p8,1,0.656609,0.197669,[4 2] ; [234 172],[3.46601942 2.53398058] ; [234.53398058 171.46601942],0
b4,1,0.72477,0.123968,[4 2] ; [246 167],[3.57995227 2.42004773] ; [246.42004773 166.57995227],0
n4,1,0.772467,0.083607,[5 1] ; [324  89],[4.71121718 1.28878282] ; [324.28878282  88.71121718],0
b5,1,0.796212,0.066694,[4 2] ; [254 159],[3.69451074 2.30548926] ; [254.30548926 158.69451074],0
a6,1,0.832453,0.044756,[4 2] ; [291 121],[4.23444976 1.76555024] ; [290.76555024 121.23444976],0
r1,1,0.87463,0.024895,[5 1] ; [332  79],[4.84892086 1.15107914] ; [332.15107914  78.84892086],0
s5,1,0.892528,0.018254,[2 4] ; [144 256],[2.15763547 3.84236453] ; [143.84236453 256.15763547],0
d5,1,0.970904,0.00133,[5 1] ; [341  71],[4.96650718 1.03349282] ; [341.03349282  70.96650718],0
