Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d2,1,0.0,60.105168,[11 58] ; [100  37],[37.17961165 31.82038835] ; [73.82038835 63.17961165],1
d3,1,0.0,57.577801,[26 43] ; [121  16],[49.23786408 19.76213592] ; [97.76213592 39.23786408],1
d5,1,0.0,46.707894,[42 27] ; [132   4],[58.56585366 10.43414634] ; [115.43414634  20.56585366],1
d4,1,0.0,44.588644,[47 22] ; [135   1],[61.25853659  7.74146341] ; [120.74146341  15.25853659],1
a2,1,1e-06,24.513158,[ 4 65] ; [53 85],[19. 50.] ; [ 38. 100.],1
a5,1,2e-06,22.716234,[42 27] ; [123  15],[55. 14.] ; [110.  28.],1
a3,1,4e-06,21.146951,[42 26] ; [122  15],[54.4 13.6] ; [109.6  27.4],1
a4,1,1e-05,19.569328,[20 49] ; [85 53],[35. 34.] ; [70. 68.],1
u1,1,0.000173,14.104297,[ 4 65] ; [39 99],[14.33333333 54.66666667] ; [ 28.66666667 109.33333333],1
p4,1,0.001131,10.599265,[35 33] ; [101  35],[45.33333333 22.66666667] ; [90.66666667 45.33333333],0
p10,1,0.00311,8.742031,[51 15] ; [127  11],[57.58823529  8.41176471] ; [120.41176471  17.58823529],0
a6,1,0.009273,6.769499,[36 33] ; [96 40],[44.42926829 24.57073171] ; [87.57073171 48.42926829],0
s8,1,0.016192,5.781864,[37 32] ; [96 40],[44.76585366 24.23414634] ; [88.23414634 47.76585366],0
r1,1,0.027731,4.844695,[52 16] ; [121  16],[57.38536585 10.61463415] ; [115.61463415  21.38536585],0
u3,1,0.030713,4.668924,[15 12] ; [14  2],[18.20930233  8.79069767] ; [10.79069767  5.20930233],0
p3,1,0.032081,4.594151,[32 36] ; [86 51],[39.14146341 28.85853659] ; [78.85853659 58.14146341],0
p6,1,0.045668,3.993806,[25 42] ; [71 65],[31.68472906 35.31527094] ; [64.31527094 71.68472906],0
r4,1,0.050328,3.830496,[61  8] ; [132   6],[64.33333333  4.66666667] ; [128.66666667   9.33333333],0
a7,1,0.057659,3.603482,[41 28] ; [100  38],[47. 22.] ; [94. 44.],0
p2,1,0.065977,3.380366,[54 13] ; [124  14],[58.17560976  8.82439024] ; [119.82439024  18.17560976],0
v3,1,0.07427,3.186044,[25 43] ; [67 67],[30.97029703 37.02970297] ; [61.02970297 72.97029703],0
