Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
b1,1,0.004571,8.041909,[27 53] ; [28 19],[34.64566929 45.35433071] ; [20.35433071 26.64566929],0
s2,1,0.005432,7.729701,[29 51] ; [29 18],[36.53543307 43.46456693] ; [21.46456693 25.53543307],0
p4,1,0.014422,5.985704,[42 38] ; [35 12],[48.50393701 31.49606299] ; [28.49606299 18.50393701],0
s4,1,0.015294,5.882322,[15 65] ; [18 29],[20.78740157 59.21259843] ; [12.21259843 34.78740157],0
p12,1,0.01605,5.797339,[ 1 79] ; [ 5 42],[ 3.77952756 76.22047244] ; [ 2.22047244 44.77952756],0
p1,1,0.020573,5.362607,[ 2 77] ; [ 6 40],[ 5.056 73.944] ; [ 2.944 43.056],0
n3,1,0.02581,4.968699,[20  1] ; [13  6],[17.325  3.675] ; [15.675  3.325],0
s5,1,0.03421,4.484197,[18 61] ; [18 26],[23.12195122 55.87804878] ; [12.87804878 31.12195122],0
a1,1,0.04221,4.12678,[ 1 79] ; [ 4 43],[ 3.1496063 76.8503937] ; [ 1.8503937 45.1496063],0
s6,1,0.076555,3.136562,[44 36] ; [32 13],[48.64 31.36] ; [27.36 17.64],0
v3,1,0.09619,2.7676,[24 52] ; [ 8 37],[20.09917355 55.90082645] ; [11.90082645 33.09917355],0
p8,1,0.099931,2.706637,[42 37] ; [32 15],[46.3968254 32.6031746] ; [27.6031746 19.3968254],0
p5,1,0.127784,2.319215,[ 3 76] ; [ 5 42],[ 5.01587302 73.98412698] ; [ 2.98412698 44.01587302],0
a5,1,0.128393,2.311829,[55 25] ; [26 21],[51.02362205 28.97637795] ; [29.97637795 17.02362205],0
r1,1,0.15528,2.019598,[59 21] ; [29 18],[55.43307087 24.56692913] ; [32.56692913 14.43307087],0
a8,1,0.157785,1.995331,[ 3 69] ; [ 5 41],[ 4.88135593 67.11864407] ; [ 3.11864407 42.88135593],0
p3,1,0.16237,1.952018,[34 46] ; [26 21],[37.79527559 42.20472441] ; [22.20472441 24.79527559],0
n1,1,0.21934,1.508684,[ 3 17] ; [ 6 13],[ 4.61538462 15.38461538] ; [ 4.38461538 14.61538462],0
b5,1,0.236743,1.399882,[46 34] ; [32 15],[49.13385827 30.86614173] ; [28.86614173 18.13385827],0
d5,1,0.292298,1.109006,[50 30] ; [33 13],[52.6984127 27.3015873] ; [30.3015873 15.6984127],0
a3,1,0.347114,0.883978,[52 27] ; [27 20],[49.53174603 29.46825397] ; [29.46825397 17.53174603],0
b3,1,0.357643,0.846154,[ 9 30] ; [ 9 18],[10.63636364 28.36363636] ; [ 7.36363636 19.63636364],0
b2,1,0.357643,0.846154,[ 9 30] ; [ 9 18],[10.63636364 28.36363636] ; [ 7.36363636 19.63636364],0
s7,1,0.3589,0.841737,[25 48] ; [20 27],[27.375 45.625] ; [17.625 29.375],0
a6,1,0.373899,0.790667,[49 31] ; [25 22],[46.61417323 33.38582677] ; [27.38582677 19.61417323],0
p2,1,0.384099,0.757542,[67 12] ; [37 10],[65.20634921 13.79365079] ; [38.79365079  8.20634921],0
v1,1,0.432933,0.614942,[34 43] ; [17 29],[31.92682927 45.07317073] ; [19.07317073 26.92682927],0
s8,1,0.452259,0.564984,[26 54] ; [18 28],[27.93650794 52.06349206] ; [16.06349206 29.93650794],0
r3,1,0.484105,0.489602,[72  8] ; [44  3],[73.07086614  6.92913386] ; [42.92913386  4.07086614],0
a4,1,0.507345,0.43954,[26 54] ; [18 29],[27.71653543 52.28346457] ; [16.28346457 30.71653543],0
u2,1,0.514189,0.425533,[15 12] ; [13  7],[16.08510638 10.91489362] ; [11.91489362  8.08510638],0
n5,1,0.57379,0.316383,[29 51] ; [19 27],[30.47619048 49.52380952] ; [17.52380952 28.47619048],0
s1,1,0.584481,0.299046,[ 2 78] ; [ 2 45],[ 2.51968504 77.48031496] ; [ 1.48031496 45.51968504],0
r4,1,0.599657,0.275514,[66 14] ; [37 10],[64.88188976 15.11811024] ; [38.11811024  8.88188976],0
p9,1,0.62414,0.240092,[61 19] ; [34 13],[59.84251969 20.15748031] ; [35.15748031 11.84251969],0
b4,1,0.636804,0.222946,[46 34] ; [25 22],[44.72440945 35.27559055] ; [26.27559055 20.72440945],0
d4,1,0.652654,0.202571,[60 19] ; [34 13],[58.93650794 20.06349206] ; [35.06349206 11.93650794],0
a7,1,0.760398,0.093,[56 24] ; [31 15],[55.23809524 24.76190476] ; [31.76190476 14.23809524],0
d1,1,0.777546,0.079817,[32 48] ; [20 27],[32.75590551 47.24409449] ; [19.24409449 27.75590551],0
p11,1,0.779274,0.078548,[56 24] ; [34 13],[56.69291339 23.30708661] ; [33.30708661 13.69291339],0
u3,1,0.795732,0.067016,[14 12] ; [10 10],[13.56521739 12.43478261] ; [10.43478261  9.56521739],0
n6,1,0.810581,0.057445,[55 25] ; [30 15],[54.4 25.6] ; [30.6 14.4],0
d3,1,0.838373,0.041606,[53 27] ; [29 16],[52.48 27.52] ; [29.52 15.48],0
v4,1,0.870239,0.026685,[72  6] ; [43  4],[71.76  6.24] ; [43.24  3.76],0
n2,1,0.873237,0.025455,[15  6] ; [14  5],[15.225  5.775] ; [13.775  5.225],0
a2,1,0.875048,0.024727,[11 69] ; [ 6 41],[10.70866142 69.29133858] ; [ 6.29133858 40.70866142],0
u1,1,0.915364,0.011294,[ 9 71] ; [ 5 42],[ 8.81889764 71.18110236] ; [ 5.18110236 41.81889764],0
d2,1,0.928656,0.008017,[30 50] ; [18 29],[30.23622047 49.76377953] ; [17.76377953 29.23622047],0
s3,1,0.981138,0.000559,[40 38] ; [24 23],[39.936 38.064] ; [24.064 22.936],0
p10,1,0.984496,0.000378,[58 22] ; [34 13],[57.95275591 22.04724409] ; [34.04724409 12.95275591],0
r2,1,0.985987,0.000308,[69 10] ; [41  6],[68.96825397 10.03174603] ; [41.03174603  5.96825397],0
v2,1,1.0,0.0,[37 37] ; [23 23],[37. 37.] ; [23. 23.],0
