Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s3,1,0.0,48.597995,[40  3] ; [19 54],[21.87068966 21.12931034] ; [37.12931034 35.87068966],1
s6,1,2e-06,22.732343,[29 13] ; [18 57],[16.87179487 25.12820513] ; [30.12820513 44.87179487],1
s7,1,4e-06,21.466394,[22 18] ; [ 9 59],[11.48148148 28.51851852] ; [19.51851852 48.48148148],1
v4,1,4.2e-05,16.793665,[42  1] ; [47 26],[32.99137931 10.00862069] ; [56.00862069 16.99137931],1
r3,1,0.000141,14.48994,[41  2] ; [48 27],[32.43220339 10.56779661] ; [56.56779661 18.43220339],1
p10,1,0.000142,14.475884,[29 13] ; [24 50],[19.18965517 22.81034483] ; [33.81034483 40.18965517],1
s8,1,0.000202,13.810192,[18 25] ; [ 9 66],[ 9.83898305 33.16101695] ; [17.16101695 57.83898305],1
r4,1,0.000352,12.769747,[36  7] ; [38 37],[26.96610169 16.03389831] ; [47.03389831 27.96610169],1
r2,1,0.002147,9.419338,[41  1] ; [56 18],[35.12068966  6.87931034] ; [61.87931034 12.12068966],0
p9,1,0.002463,9.167666,[32 10] ; [35 39],[24.25862069 17.74137931] ; [42.74137931 31.25862069],0
s5,1,0.003931,8.315416,[12 26] ; [ 7 65],[ 6.56363636 31.43636364] ; [12.43636364 59.56363636],0
v1,1,0.007437,7.164246,[23 18] ; [23 52],[16.25862069 24.74137931] ; [29.74137931 45.25862069],0
p3,1,0.0087,6.883345,[17 26] ; [13 61],[11.02564103 31.97435897] ; [18.97435897 55.02564103],0
v2,1,0.015511,5.857519,[20 18] ; [21 51],[14.16363636 23.83636364] ; [26.83636364 45.16363636],0
s4,1,0.033886,4.500426,[11 32] ; [ 8 67],[ 6.92372881 36.07627119] ; [12.07627119 62.92372881],0
r1,1,0.056428,3.639364,[31 11] ; [42 33],[26.20512821 15.79487179] ; [46.79487179 28.20512821],0
d4,1,0.061743,3.489946,[36  6] ; [52 22],[31.86206897 10.13793103] ; [56.13793103 17.86206897],0
n2,1,0.086374,2.940685,[15  4] ; [20 16],[12.09090909  6.90909091] ; [22.90909091 13.09090909],0
d1,1,0.088219,2.906583,[23 20] ; [28 47],[18.58474576 24.41525424] ; [32.41525424 42.58474576],0
n3,1,0.093121,2.819573,[15  4] ; [19 15],[12.18867925  6.81132075] ; [21.81132075 12.18867925],0
b2,1,0.104418,2.636732,[ 4 18] ; [17 28],[ 6.89552239 15.10447761] ; [14.10447761 30.89552239],0
b3,1,0.104418,2.636732,[ 4 18] ; [17 28],[ 6.89552239 15.10447761] ; [14.10447761 30.89552239],0
p7,1,0.124351,2.361647,[18 24] ; [21 52],[14.24347826 27.75652174] ; [24.75652174 48.24347826],0
p11,1,0.129129,2.302941,[24 19] ; [31 44],[20.04237288 22.95762712] ; [34.95762712 40.04237288],0
p4,1,0.138886,2.190264,[16 27] ; [18 56],[12.4957265 30.5042735] ; [21.5042735 52.4957265],0
a5,1,0.173964,1.848449,[29 14] ; [41 34],[25.50847458 17.49152542] ; [44.49152542 30.50847458],0
a3,1,0.274908,1.19209,[31 12] ; [46 28],[28.2991453 14.7008547] ; [48.7008547 25.2991453],0
d5,1,0.27708,1.181358,[31 11] ; [48 27],[28.35897436 13.64102564] ; [50.64102564 24.35897436],0
d3,1,0.283625,1.149636,[27 15] ; [40 34],[24.25862069 17.74137931] ; [42.74137931 31.25862069],0
v3,1,0.328972,0.95294,[10 28] ; [13 58],[ 8.01834862 29.98165138] ; [14.98165138 56.01834862],0
n1,1,0.349396,0.87565,[ 8 10] ; [11 24],[ 6.45283019 11.54716981] ; [12.54716981 22.45283019],0
a8,1,0.418706,0.653945,[ 6 34] ; [ 7 64],[ 4.68468468 35.31531532] ; [ 8.31531532 62.68468468],0
d2,1,0.447739,0.576368,[16 26] ; [34 41],[17.94871795 24.05128205] ; [32.05128205 42.94871795],0
b5,1,0.452663,0.563976,[26 17] ; [40 35],[24.05084746 18.94915254] ; [41.94915254 33.05084746],0
b4,1,0.471254,0.519033,[27 16] ; [42 33],[25.1440678 17.8559322] ; [43.8559322 31.1440678],0
p2,1,0.500157,0.454603,[26 17] ; [40 34],[24.25641026 18.74358974] ; [41.74358974 32.25641026],0
p6,1,0.517504,0.418865,[ 7 35] ; [ 9 64],[ 5.84347826 36.15652174] ; [10.15652174 62.84347826],0
u2,1,0.528009,0.398222,[8 3] ; [18 11],[7.15 3.85] ; [18.85 10.15],0
a7,1,0.561382,0.337317,[27 16] ; [43 32],[25.50847458 17.49152542] ; [44.49152542 30.50847458],0
p5,1,0.643855,0.213736,[ 1 41] ; [ 3 72],[ 1.43589744 40.56410256] ; [ 2.56410256 72.43589744],0
a1,1,0.658227,0.195684,[ 3 40] ; [ 7 68],[ 3.6440678 39.3559322] ; [ 6.3559322 68.6440678],0
s1,1,0.705671,0.14264,[ 3 39] ; [ 4 70],[ 2.53448276 39.46551724] ; [ 4.46551724 69.53448276],0
n4,1,0.714592,0.133734,[25 18] ; [41 34],[24.05084746 18.94915254] ; [41.94915254 33.05084746],0
a2,1,0.716654,0.131721,[ 8 35] ; [12 63],[ 7.28813559 35.71186441] ; [12.71186441 62.28813559],0
a6,1,0.737476,0.112357,[25 17] ; [47 28],[25.84615385 16.15384615] ; [46.15384615 28.84615385],0
