Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,35.807937,[ 8 30] ; [50 11],[22.26262626 15.73737374] ; [35.73737374 25.26262626],1
r3,1,2e-05,18.19209,[17 21] ; [52  9],[26.48484848 11.51515152] ; [42.51515152 18.48484848],1
d4,1,0.001861,9.682041,[19 19] ; [48 12],[25.97959184 12.02040816] ; [41.02040816 18.97959184],0
d3,1,0.003376,8.592501,[13 24] ; [40 21],[20.01020408 16.98979592] ; [32.98979592 28.01020408],0
n5,1,0.00491,7.912354,[23 15] ; [19 41],[16.28571429 21.71428571] ; [25.71428571 34.28571429],0
v4,1,0.005634,7.66374,[21 17] ; [48 11],[27.03092784 10.96907216] ; [41.96907216 17.03092784],0
r2,1,0.010959,6.471964,[25 12] ; [54  7],[29.82653061  7.17346939] ; [49.17346939 11.82653061],0
b3,1,0.025142,5.014046,[10 11] ; [ 6 26],[ 6.33962264 14.66037736] ; [ 9.66037736 22.33962264],0
b2,1,0.025142,5.014046,[10 11] ; [ 6 26],[ 6.33962264 14.66037736] ; [ 9.66037736 22.33962264],0
a1,1,0.026336,4.933855,[ 6 32] ; [ 2 59],[ 3.07070707 34.92929293] ; [ 4.92929293 56.07070707],0
a3,1,0.035925,4.400645,[20 18] ; [44 16],[24.81632653 13.18367347] ; [39.18367347 20.81632653],0
p11,1,0.03698,4.351326,[13 25] ; [34 27],[18.04040404 19.95959596] ; [28.95959596 32.04040404],0
p3,1,0.05148,3.792593,[ 5 31] ; [19 41],[ 9. 27.] ; [15. 45.],0
d5,1,0.05747,3.60893,[21 17] ; [45 16],[25.33333333 12.66666667] ; [40.66666667 20.33333333],0
u2,1,0.059902,3.540108,[ 7 11] ; [12  5],[9.77142857 8.22857143] ; [9.22857143 7.77142857],0
a7,1,0.060683,3.518611,[19 19] ; [42 19],[23.41414141 14.58585859] ; [37.58585859 23.41414141],0
a5,1,0.060917,3.512249,[17 21] ; [39 22],[21.49494949 16.50505051] ; [34.50505051 26.49494949],0
p1,1,0.071539,3.247349,[ 6 32] ; [ 3 57],[ 3.48979592 34.51020408] ; [ 5.51020408 54.48979592],0
p8,1,0.07524,3.164835,[ 6 30] ; [20 40],[ 9.75 26.25] ; [16.25 43.75],0
v2,1,0.077639,3.113652,[ 9 28] ; [24 33],[12.9893617 24.0106383] ; [20.0106383 36.9893617],0
p2,1,0.081393,3.036863,[15 21] ; [36 24],[19.125 16.875] ; [31.875 28.125],0
s4,1,0.138221,2.197654,[ 6 32] ; [ 4 57],[ 3.83838384 34.16161616] ; [ 6.16161616 54.83838384],0
p4,1,0.154009,2.032086,[ 7 30] ; [19 40],[10.02083333 26.97916667] ; [15.97916667 43.02083333],0
p6,1,0.15945,1.979435,[ 8 27] ; [ 7 52],[ 5.58510638 29.41489362] ; [ 9.41489362 49.58510638],0
d1,1,0.184306,1.762558,[10 28] ; [24 37],[13.05050505 24.94949495] ; [20.94949495 40.05050505],0
v3,1,0.192767,1.696346,[ 7 31] ; [17 39],[ 9.70212766 28.29787234] ; [14.29787234 41.70212766],0
