Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d1,1,0.0,45.178709,[80 26] ; [ 1 25],[65.04545455 40.95454545] ; [15.95454545 10.04545455],1
d3,1,1e-06,24.084373,[91 15] ; [10 15],[81.72519084 24.27480916] ; [19.27480916  5.72519084],1
d5,1,7e-06,20.077957,[93 13] ; [12 13],[84.96183206 21.03816794] ; [20.03816794  4.96183206],1
a3,1,0.001057,10.724125,[80 26] ; [11 15],[73.07575758 32.92424242] ; [17.92424242  8.07575758],0
d2,1,0.001169,10.538597,[58 48] ; [ 5 21],[50.59090909 55.40909091] ; [12.40909091 13.59090909],0
a5,1,0.003688,8.431604,[83 23] ; [13 13],[77.09090909 28.90909091] ; [18.90909091  7.09090909],0
v2,1,0.009538,6.719291,[56 47] ; [ 6 18],[50.28346457 52.71653543] ; [11.71653543 12.28346457],0
p6,1,0.030924,4.657158,[53 52] ; [ 7 19],[48.09160305 56.90839695] ; [11.90839695 14.09160305],0
a4,1,0.031908,4.603442,[49 57] ; [ 6 20],[44.16666667 61.83333333] ; [10.83333333 15.16666667],0
a2,1,0.085882,2.949918,[24 82] ; [ 2 24],[20.87878788 85.12121212] ; [ 5.12121212 20.87878788],0
u1,1,0.102401,2.667753,[23 83] ; [ 2 24],[20.07575758 85.92424242] ; [ 4.92424242 21.07575758],0
s8,1,0.115633,2.475493,[59 47] ; [10 16],[55.40909091 50.59090909] ; [13.59090909 12.40909091],0
a7,1,0.127853,2.318386,[76 30] ; [14 11],[72.82442748 33.17557252] ; [17.17557252  7.82442748],0
b5,1,0.134336,2.241673,[66 40] ; [12 14],[62.63636364 43.36363636] ; [15.36363636 10.63636364],0
p3,1,0.137223,2.208828,[58 48] ; [10 16],[54.60606061 51.39393939] ; [13.39393939 12.60606061],0
p4,1,0.184192,1.763473,[68 38] ; [13 13],[65.04545455 40.95454545] ; [15.95454545 10.04545455],0
n1,1,0.199,1.6497,[ 5 18] ; [4 5],[ 6.46875 16.53125] ; [2.53125 6.46875],0
v3,1,0.214715,1.539349,[34 70] ; [ 5 20],[31.44186047 72.55813953] ; [ 7.55813953 17.44186047],0
v4,1,0.224914,1.47274,[103   3] ; [23  2],[101.95419847   4.04580153] ; [24.04580153  0.95419847],0
p2,1,0.24629,1.344225,[88 18] ; [19  7],[85.92424242 20.07575758] ; [21.07575758  4.92424242],0
n3,1,0.256372,1.288245,[16  7] ; [8 1],[17.25  5.75] ; [6.75 2.25],0
s5,1,0.256536,1.287352,[56 43] ; [10 13],[53.55737705 45.44262295] ; [12.44262295 10.55737705],0
r1,1,0.328178,0.956074,[83 23] ; [18  8],[81.10606061 24.89393939] ; [19.89393939  6.10606061],0
s1,1,0.3632,0.826799,[  4 102] ; [ 2 23],[  4.85496183 101.14503817] ; [ 1.14503817 23.85496183],0
b4,1,0.383095,0.760746,[63 43] ; [13 13],[61.03030303 44.96969697] ; [14.96969697 11.03030303],0
s6,1,0.383388,0.75981,[89 15] ; [18  5],[87.62204724 16.37795276] ; [19.37795276  3.62204724],0
p9,1,0.389995,0.738959,[102   4] ; [24  2],[101.18181818   4.81818182] ; [24.81818182  1.18181818],0
p12,1,0.394141,0.726127,[ 7 99] ; [ 3 23],[ 8.03030303 97.96969697] ; [ 1.96969697 24.03030303],0
v1,1,0.404975,0.693506,[54 51] ; [11 15],[52.09923664 52.90076336] ; [12.90076336 13.09923664],0
p7,1,0.408537,0.683055,[70 32] ; [20  6],[71.71875 30.28125] ; [18.28125  7.71875],0
r4,1,0.470958,0.519728,[95 11] ; [22  4],[93.95454545 12.04545455] ; [23.04545455  2.95454545],0
n4,1,0.492518,0.47102,[70 36] ; [19  7],[71.46969697 34.53030303] ; [17.53030303  8.46969697],0
s2,1,0.62458,0.239483,[76 30] ; [16  8],[75.01538462 30.98461538] ; [16.98461538  7.01538462],0
p1,1,0.628069,0.234688,[ 9 97] ; [ 3 23],[ 9.63636364 96.36363636] ; [ 2.36363636 23.63636364],0
p8,1,0.630063,0.231975,[58 45] ; [16 10],[59.08527132 43.91472868] ; [14.91472868 11.08527132],0
u2,1,0.657774,0.196239,[14 12] ; [7 8],[13.31707317 12.68292683] ; [7.68292683 7.31707317],0
p5,1,0.680522,0.169538,[11 95] ; [ 2 24],[10.43939394 95.56060606] ; [ 2.56060606 23.43939394],0
s7,1,0.687238,0.162092,[62 42] ; [16  9],[62.88372093 41.11627907] ; [15.11627907  9.88372093],0
r2,1,0.69719,0.151412,[100   6] ; [24  2],[99.57575758  6.42424242] ; [24.42424242  1.57575758],0
a6,1,0.734365,0.115141,[69 37] ; [16 10],[68.25757576 37.74242424] ; [16.74242424  9.25757576],0
n5,1,0.743629,0.106963,[74 32] ; [19  7],[74.68181818 31.31818182] ; [18.31818182  7.68181818],0
s3,1,0.78642,0.073421,[75 31] ; [17  8],[74.44274809 31.55725191] ; [17.55725191  7.44274809],0
n6,1,0.807368,0.059449,[91 14] ; [23  3],[91.3740458 13.6259542] ; [22.6259542  3.3740458],0
r3,1,0.841504,0.039988,[100   5] ; [25  1],[100.19083969   4.80916031] ; [24.80916031  1.19083969],0
b1,1,0.877018,0.023948,[35 71] ; [ 9 17],[35.33333333 70.66666667] ; [ 8.66666667 17.33333333],0
p11,1,0.879057,0.023154,[83 23] ; [20  6],[82.71212121 23.28787879] ; [20.28787879  5.71212121],0
u3,1,0.922512,0.009462,[16 10] ; [9 6],[15.85365854 10.14634146] ; [9.14634146 5.85365854],0
