Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p8,1,4e-06,21.243977,[ 9 48] ; [38 30],[21.432 35.568] ; [25.568 42.432],1
p2,1,0.000207,13.763819,[32 25] ; [60 10],[41.29133858 15.70866142] ; [50.70866142 19.29133858],1
p10,1,0.003412,8.572843,[41 15] ; [63  5],[46.96774194  9.03225806] ; [57.03225806 10.96774194],0
p3,1,0.005926,7.572557,[12 45] ; [31 39],[19.2992126 37.7007874] ; [23.7007874 46.2992126],0
p9,1,0.011449,6.394211,[43 13] ; [64  5],[47.936  8.064] ; [59.064  9.936],0
n4,1,0.021667,5.272311,[39 18] ; [59 10],[44.33333333 12.66666667] ; [53.66666667 15.33333333],0
a8,1,0.026134,4.947127,[ 5 48] ; [16 47],[ 9.59482759 43.40517241] ; [11.40517241 51.59482759],0
v1,1,0.049211,3.868126,[23 32] ; [40 27],[28.40163934 26.59836066] ; [34.59836066 32.40163934],0
a1,1,0.052373,3.763825,[ 5 52] ; [ 1 69],[ 2.69291339 54.30708661] ; [ 3.30708661 66.69291339],0
v2,1,0.086833,2.932127,[28 24] ; [47 21],[32.5 19.5] ; [42.5 25.5],0
p11,1,0.089634,2.880929,[39 18] ; [57 13],[43.08661417 13.91338583] ; [52.91338583 17.08661417],0
u3,1,0.100695,2.694508,[12  2] ; [10  7],[9.93548387 4.06451613] ; [12.06451613  4.93548387],0
a6,1,0.126062,2.340337,[39 18] ; [38 31],[34.83333333 22.16666667] ; [42.16666667 26.83333333],0
n1,1,0.126673,2.33281,[11  7] ; [ 6 11],[8.74285714 9.25714286] ; [8.25714286 8.74285714],0
u1,1,0.13862,2.193206,[12 45] ; [ 8 62],[ 8.97637795 48.02362205] ; [11.02362205 58.97637795],0
n6,1,0.148149,2.091205,[45 12] ; [61  8],[47.95238095  9.04761905] ; [58.04761905 10.95238095],0
p6,1,0.170182,1.881339,[10 47] ; [19 49],[13.224 43.776] ; [15.776 52.224],0
d2,1,0.242475,1.366146,[32 25] ; [32 38],[28.72440945 28.27559055] ; [35.27559055 34.72440945],0
n5,1,0.25398,1.301276,[37 19] ; [52 17],[39.872 16.128] ; [49.128 19.872],0
s1,1,0.255065,1.295344,[ 1 55] ; [ 4 65],[ 2.24 53.76] ; [ 2.76 66.24],0
n2,1,0.270773,1.212829,[14  5] ; [15  2],[15.30555556  3.69444444] ; [13.69444444  3.30555556],0
n3,1,0.288589,1.126194,[12  6] ; [14  3],[13.37142857  4.62857143] ; [12.62857143  4.37142857],0
s6,1,0.304636,1.053787,[43 13] ; [58 11],[45.248 10.752] ; [55.752 13.248],0
b1,1,0.33366,0.93464,[22 35] ; [33 37],[24.68503937 32.31496063] ; [30.31496063 39.68503937],0
s7,1,0.333802,0.934092,[38 17] ; [53 16],[40.36290323 14.63709677] ; [50.63709677 18.36290323],0
s4,1,0.401144,0.704895,[ 8 48] ; [14 56],[ 9.77777778 46.22222222] ; [12.22222222 57.77777778],0
d4,1,0.419452,0.65185,[48  9] ; [55 15],[46.22834646 10.77165354] ; [56.77165354 13.22834646],0
a2,1,0.424603,0.63754,[13 44] ; [12 58],[11.22047244 45.77952756] ; [13.77952756 56.22047244],0
b4,1,0.443222,0.587926,[34 23] ; [37 33],[31.86614173 25.13385827] ; [39.13385827 30.86614173],0
a5,1,0.465764,0.532009,[39 18] ; [52 18],[40.84251969 16.15748031] ; [50.15748031 19.84251969],0
p5,1,0.475032,0.510248,[ 3 53] ; [ 2 68],[ 2.22222222 53.77777778] ; [ 2.77777778 67.22222222],0
s5,1,0.498492,0.458145,[19 33] ; [29 39],[20.8 31.2] ; [27.2 40.8],0
p1,1,0.50015,0.454619,[ 6 51] ; [ 5 65],[ 4.93700787 52.06299213] ; [ 6.06299213 63.93700787],0
r4,1,0.504196,0.446094,[52  5] ; [66  4],[52.96062992  4.03937008] ; [65.03937008  4.96062992],0
a7,1,0.512214,0.429542,[39 18] ; [44 26],[37.2519685 19.7480315] ; [45.7480315 24.2519685],0
d3,1,0.524444,0.405145,[31 26] ; [42 28],[32.76377953 24.23622047] ; [40.23622047 29.76377953],0
d1,1,0.570233,0.322292,[33 24] ; [37 33],[31.41732283 25.58267717] ; [38.58267717 31.41732283],0
a4,1,0.611176,0.258466,[27 30] ; [30 40],[25.58267717 31.41732283] ; [31.41732283 38.58267717],0
u2,1,0.637717,0.22174,[8 5] ; [9 8],[7.36666667 5.63333333] ; [9.63333333 7.36666667],0
s2,1,0.685901,0.163558,[37 20] ; [43 27],[35.90551181 21.09448819] ; [44.09448819 25.90551181],0
s3,1,0.712771,0.135525,[39 18] ; [50 20],[39.94488189 17.05511811] ; [49.05511811 20.94488189],0
b2,1,0.774249,0.082267,[15 23] ; [20 27],[15.64705882 22.35294118] ; [19.35294118 27.64705882],0
b3,1,0.774249,0.082267,[15 23] ; [20 27],[15.64705882 22.35294118] ; [19.35294118 27.64705882],0
b5,1,0.775736,0.081156,[34 23] ; [40 30],[33.21259843 23.78740157] ; [40.78740157 29.21259843],0
d5,1,0.782516,0.076199,[47 10] ; [59 11],[47.57480315  9.42519685] ; [58.42519685 11.57480315],0
r1,1,0.810224,0.057666,[48  9] ; [57 12],[47.5  9.5] ; [57.5 11.5],0
r2,1,0.824483,0.049188,[54  3] ; [65  3],[54.264  2.736] ; [64.736  3.264],0
a3,1,0.857072,0.032437,[43 14] ; [53 16],[43.42857143 13.57142857] ; [52.57142857 16.42857143],0
v4,1,0.911773,0.012277,[54  3] ; [66  4],[53.85826772  3.14173228] ; [66.14173228  3.85826772],0
v3,1,0.961571,0.002321,[24 28] ; [32 38],[23.86885246 28.13114754] ; [32.13114754 37.86885246],0
p12,1,0.964209,0.002014,[ 4 52] ; [ 5 63],[ 4.06451613 51.93548387] ; [ 4.93548387 63.06451613],0
