Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a4,1,0.0,32.422415,[41 40] ; [ 5 63],[25.00671141 55.99328859] ; [20.99328859 47.00671141],1
a3,1,1.4e-05,18.837341,[58 24] ; [24 44],[44.82666667 37.17333333] ; [37.17333333 30.82666667],1
a6,1,5.6e-05,16.25003,[60 23] ; [27 41],[47.82119205 35.17880795] ; [39.17880795 28.82119205],1
d3,1,0.000394,12.560536,[58 25] ; [28 40],[47.27152318 35.72847682] ; [38.72847682 29.27152318],1
d5,1,0.000981,10.863871,[65 18] ; [36 32],[55.51655629 27.48344371] ; [45.48344371 22.51655629],1
d1,1,0.001151,10.567519,[45 38] ; [19 49],[35.17880795 47.82119205] ; [28.82119205 39.17880795],0
v1,1,0.002474,9.15938,[35 48] ; [13 55],[26.38410596 56.61589404] ; [21.61589404 46.38410596],0
u1,1,0.005671,7.652111,[14 69] ; [ 2 66],[ 8.79470199 74.20529801] ; [ 7.20529801 60.79470199],0
r2,1,0.006863,7.308539,[73  8] ; [49 18],[66.77027027 14.22972973] ; [55.22972973 11.77027027],0
r1,1,0.011021,6.461999,[64 18] ; [40 28],[56.85333333 25.14666667] ; [47.14666667 20.85333333],0
d2,1,0.01346,6.107623,[43 39] ; [22 46],[35.53333333 46.46666667] ; [29.46666667 38.53333333],0
n4,1,0.016724,5.725116,[60 22] ; [37 31],[53.02666667 28.97333333] ; [43.97333333 24.02666667],0
d4,1,0.020908,5.334419,[63 20] ; [39 28],[56.44 26.56] ; [45.56 21.44],0
p8,1,0.037341,4.334773,[31 51] ; [15 53],[25.14666667 56.85333333] ; [20.85333333 47.14666667],0
r4,1,0.056675,3.632112,[61 22] ; [40 28],[55.51655629 27.48344371] ; [45.48344371 22.51655629],0
a7,1,0.056984,3.623071,[57 25] ; [37 31],[51.38666667 30.61333333] ; [42.61333333 25.38666667],0
p4,1,0.057802,3.599358,[36 47] ; [19 48],[30.43333333 52.56666667] ; [24.56666667 42.43333333],0
p6,1,0.066429,3.369127,[10 71] ; [16 51],[14.22972973 66.77027027] ; [11.77027027 55.22972973],0
v4,1,0.107487,2.59078,[68 13] ; [49 18],[64.03378378 16.96621622] ; [52.96621622 14.03378378],0
b5,1,0.169568,1.886761,[42 41] ; [42 26],[46.17218543 36.82781457] ; [37.82781457 30.17218543],0
s7,1,0.191088,1.709212,[22 55] ; [12 51],[18.7 58.3] ; [15.3 47.7],0
s4,1,0.214938,1.537852,[ 9 74] ; [12 55],[11.62 71.38] ; [ 9.38 57.62],0
n6,1,0.241821,1.369948,[46 35] ; [45 23],[49.46979866 31.53020134] ; [41.53020134 26.46979866],0
p11,1,0.247837,1.335458,[42 41] ; [28 40],[38.47682119 44.52317881] ; [31.52317881 36.47682119],0
b3,1,0.289021,1.124175,[19 32] ; [11 30],[16.63043478 34.36956522] ; [13.36956522 27.63043478],0
b2,1,0.289021,1.124175,[19 32] ; [11 30],[16.63043478 34.36956522] ; [13.36956522 27.63043478],0
a1,1,0.322758,0.977738,[ 7 76] ; [ 3 65],[ 5.49668874 77.50331126] ; [ 4.50331126 63.49668874],0
n1,1,0.334191,0.932591,[10 17] ; [ 7 21],[ 8.34545455 18.65454545] ; [ 8.65454545 19.34545455],0
b1,1,0.336483,0.923786,[48 35] ; [34 34],[45.07284768 37.92715232] ; [36.92715232 31.07284768],0
n3,1,0.353268,0.861685,[12 13] ; [17 11],[13.67924528 11.32075472] ; [15.32075472 12.67924528],0
p2,1,0.416557,0.660009,[47 36] ; [34 34],[44.52317881 38.47682119] ; [36.47682119 31.52317881],0
r3,1,0.419257,0.652396,[66 16] ; [51 17],[63.96 18.04] ; [53.04 14.96],0
v2,1,0.425967,0.633794,[33 49] ; [22 43],[30.68027211 51.31972789] ; [24.31972789 40.68027211],0
p5,1,0.453385,0.562176,[ 1 81] ; [ 2 66],[ 1.64 80.36] ; [ 1.36 66.64],0
n5,1,0.473963,0.512721,[47 35] ; [35 33],[44.82666667 37.17333333] ; [37.17333333 30.82666667],0
b4,1,0.523109,0.40776,[47 36] ; [42 26],[48.9205298 34.0794702] ; [40.0794702 27.9205298],0
p1,1,0.53474,0.385376,[ 7 75] ; [ 4 64],[ 6.01333333 75.98666667] ; [ 4.98666667 63.01333333],0
u3,1,0.535086,0.384724,[15 10] ; [23 21],[13.76811594 11.23188406] ; [24.23188406 19.76811594],0
p3,1,0.555489,0.347575,[25 56] ; [18 50],[23.37583893 57.62416107] ; [19.62416107 48.37583893],0
p7,1,0.602013,0.271971,[35 47] ; [31 35],[36.56756757 45.43243243] ; [29.43243243 36.56756757],0
a8,1,0.674583,0.176288,[ 6 68] ; [ 4 60],[ 5.36231884 68.63768116] ; [ 4.63768116 59.36231884],0
v3,1,0.763246,0.090734,[23 56] ; [18 49],[22.18493151 56.81506849] ; [18.81506849 48.18493151],0
u2,1,0.801422,0.063256,[12 13] ; [22 21],[12.5 12.5] ; [21.5 21.5],0
p12,1,0.893826,0.017813,[ 1 81] ; [ 1 67],[ 1.09333333 80.90666667] ; [ 0.90666667 67.09333333],0
n2,1,0.898389,0.016306,[15 13] ; [14 13],[14.76363636 13.23636364] ; [14.23636364 12.76363636],0
s8,1,0.89954,0.015937,[14 69] ; [12 56],[14.29139073 68.70860927] ; [11.70860927 56.29139073],0
s6,1,0.911039,0.012483,[31 52] ; [26 42],[31.33112583 51.66887417] ; [25.66887417 42.33112583],0
s2,1,0.938201,0.006011,[24 58] ; [20 47],[24.2147651 57.7852349] ; [19.7852349 47.2147651],0
s3,1,0.963896,0.002049,[33 50] ; [26 40],[32.86577181 50.13422819] ; [26.13422819 39.86577181],0
p10,1,0.987364,0.000251,[18 64] ; [15 53],[18.04 63.96] ; [14.96 53.04],0
s1,1,0.989896,0.00016,[ 6 75] ; [ 5 63],[ 5.97986577 75.02013423] ; [ 5.02013423 62.97986577],0
