Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a4,1,0.000739,11.388446,[17 23] ; [ 1 24],[11.07692308 28.92307692] ; [ 6.92307692 18.07692308],1
s4,1,0.003333,8.615455,[ 2 38] ; [ 8 17],[ 6.15384615 33.84615385] ; [ 3.84615385 21.15384615],0
p6,1,0.004763,7.967182,[ 9 30] ; [14 10],[14.23809524 24.76190476] ; [ 8.76190476 15.23809524],0
r4,1,0.010787,6.5,[36  4] ; [16  9],[32.  8.] ; [20.  5.],0
r1,1,0.010787,6.5,[36  4] ; [16  9],[32.  8.] ; [20.  5.],0
v2,1,0.031497,4.625661,[24 14] ; [ 8 15],[19.93442623 18.06557377] ; [12.06557377 10.93442623],0
v3,1,0.036878,4.356057,[16 22] ; [ 4 20],[12.25806452 25.74193548] ; [ 7.74193548 16.25806452],0
r3,1,0.046906,3.94875,[39  1] ; [21  4],[36.92307692  3.07692308] ; [23.07692308  1.92307692],0
a6,1,0.067677,3.338472,[31  9] ; [14 11],[27.69230769 12.30769231] ; [17.30769231  7.69230769],0
p3,1,0.091642,2.845289,[23 17] ; [ 9 16],[19.69230769 20.30769231] ; [12.30769231 12.69230769],0
d2,1,0.093454,2.813853,[16 24] ; [ 5 20],[12.92307692 27.07692308] ; [ 8.07692308 16.92307692],0
p4,1,0.118465,2.4375,[27 13] ; [12 13],[24. 16.] ; [15. 10.],0
a3,1,0.144359,2.130867,[25 15] ; [11 14],[22.15384615 17.84615385] ; [13.84615385 11.15384615],0
n4,1,0.153935,2.032819,[20 20] ; [ 8 17],[17.23076923 22.76923077] ; [10.76923077 14.23076923],0
d1,1,0.194214,1.685357,[21 19] ; [ 9 16],[18.46153846 21.53846154] ; [11.53846154 13.46153846],0
p9,1,0.236679,1.400266,[31  9] ; [16  9],[28.92307692 11.07692308] ; [18.07692308  6.92307692],0
s7,1,0.247011,1.340129,[11 27] ; [10 13],[13.08196721 24.91803279] ; [ 7.91803279 15.08196721],0
s6,1,0.297953,1.083333,[26 14] ; [13 12],[24. 16.] ; [15. 10.],0
s1,1,0.315485,1.007572,[ 1 38] ; [ 2 23],[ 1.828125 37.171875] ; [ 1.171875 23.828125],0
s3,1,0.332421,0.939443,[17 22] ; [14 11],[18.890625 20.109375] ; [12.109375 12.890625],0
d4,1,0.342812,0.899886,[30 10] ; [16  9],[28.30769231 11.69230769] ; [17.69230769  7.30769231],0
r2,1,0.374063,0.790123,[35  5] ; [19  5],[33.75  6.25] ; [20.25  3.75],0
v1,1,0.384203,0.757212,[19 20] ; [ 9 15],[17.33333333 21.66666667] ; [10.66666667 13.33333333],0
b4,1,0.38813,0.744792,[22 18] ; [11 14],[20.30769231 19.69230769] ; [12.69230769 12.30769231],0
s2,1,0.389803,0.739556,[13 26] ; [11 14],[14.625 24.375] ; [ 9.375 15.625],0
d3,1,0.407151,0.687104,[28 12] ; [15 10],[26.46153846 13.53846154] ; [16.53846154  8.46153846],0
b5,1,0.431006,0.620111,[25 15] ; [18  7],[26.46153846 13.53846154] ; [16.53846154  8.46153846],0
d5,1,0.456417,0.554667,[32  8] ; [18  7],[30.76923077  9.23076923] ; [19.23076923  5.76923077],0
a7,1,0.470072,0.521806,[29 11] ; [16  9],[27.69230769 12.30769231] ; [17.30769231  7.69230769],0
v4,1,0.506457,0.441379,[37  3] ; [21  3],[36.25  3.75] ; [21.75  2.25],0
b2,1,0.523593,0.40681,[ 7 17] ; [ 3 12],[ 6.15384615 17.84615385] ; [ 3.84615385 11.15384615],0
b3,1,0.523593,0.40681,[ 7 17] ; [ 3 12],[ 6.15384615 17.84615385] ; [ 3.84615385 11.15384615],0
p1,1,0.542013,0.371822,[ 3 37] ; [ 3 22],[ 3.69230769 36.30769231] ; [ 2.30769231 22.69230769],0
p5,1,0.567827,0.326332,[ 3 37] ; [ 1 24],[ 2.46153846 37.53846154] ; [ 1.53846154 23.46153846],0
u2,1,0.598702,0.276958,[11  4] ; [9 5],[10.34482759  4.65517241] ; [9.65517241 4.34482759],0
n5,1,0.602773,0.270833,[17 23] ; [ 9 16],[16. 24.] ; [10. 15.],0
p7,1,0.623433,0.241073,[28 10] ; [19  5],[28.80645161  9.19354839] ; [18.19354839  5.80645161],0
s5,1,0.702719,0.145658,[ 8 32] ; [ 6 19],[ 8.61538462 31.38461538] ; [ 5.38461538 19.61538462],0
b1,1,0.72405,0.124645,[21 19] ; [12 13],[20.30769231 19.69230769] ; [12.69230769 12.30769231],0
n3,1,0.724939,0.12381,[4 2] ; [4 3],[3.69230769 2.30769231] ; [4.30769231 2.69230769],0
a1,1,0.733335,0.116071,[ 1 39] ; [ 1 24],[ 1.23076923 38.76923077] ; [ 0.76923077 24.23076923],0
s8,1,0.747081,0.104,[16 24] ; [ 9 16],[15.38461538 24.61538462] ; [ 9.61538462 15.38461538],0
a8,1,0.763891,0.090226,[ 2 33] ; [ 1 24],[ 1.75 33.25] ; [ 1.25 23.75],0
p10,1,0.78889,0.071691,[30 10] ; [18  7],[29.53846154 10.46153846] ; [18.46153846  6.53846154],0
n1,1,0.796762,0.066327,[3 3] ; [4 3],[3.23076923 2.76923077] ; [3.76923077 3.23076923],0
n2,1,0.905581,0.014069,[5 1] ; [6 1],[5.07692308 0.92307692] ; [5.92307692 1.07692308],0
p11,1,0.965042,0.001921,[29 11] ; [18  7],[28.92307692 11.07692308] ; [18.07692308  6.92307692],0
p2,1,1.0,0.0,[32  8] ; [20  5],[32.  8.] ; [20.  5.],0
u3,1,1.0,0.0,[9 5] ; [9 5],[9. 5.] ; [9. 5.],0
