Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p1,1,0.000429,12.402847,[3 2] ; [ 14 133],[0.55921053 4.44078947] ; [ 16.44078947 130.55921053],1
u1,1,0.003211,8.683401,[1 4] ; [  2 145],[0.09868421 4.90131579] ; [  2.90131579 144.09868421],0
a2,1,0.010564,6.537232,[2 3] ; [ 11 136],[0.42763158 4.57236842] ; [ 12.57236842 134.42763158],0
a4,1,0.042561,4.112751,[3 2] ; [ 31 114],[1.13333333 3.86666667] ; [ 32.86666667 112.13333333],0
a1,1,0.060861,3.513758,[1 4] ; [  5 142],[0.19736842 4.80263158] ; [  5.80263158 141.19736842],0
s2,1,0.093047,2.820856,[3 2] ; [ 38 108],[1.35761589 3.64238411] ; [ 39.64238411 106.35761589],0
s7,1,0.09887,2.723682,[3 2] ; [ 37 103],[1.37931034 3.62068966] ; [ 38.62068966 101.37931034],0
a7,1,0.259141,1.273338,[4 1] ; [79 66],[2.76666667 2.23333333] ; [80.23333333 64.76666667],0
v1,1,0.272919,1.202017,[1 4] ; [64 79],[2.19594595 2.80405405] ; [62.80405405 80.19594595],0
r1,1,0.29728,1.086357,[4 1] ; [82 63],[2.86666667 2.13333333] ; [83.13333333 61.86666667],0
b1,1,0.308669,1.036364,[1 4] ; [63 84],[2.10526316 2.89473684] ; [61.89473684 85.10526316],0
p8,1,0.308831,1.035669,[3 2] ; [54 90],[1.91275168 3.08724832] ; [55.08724832 88.91275168],0
p6,1,0.346414,0.88655,[2 3] ; [ 32 113],[1.13333333 3.86666667] ; [ 32.86666667 112.13333333],0
b5,1,0.350374,0.872103,[4 1] ; [87 60],[2.99342105 2.00657895] ; [88.00657895 58.99342105],0
n3,1,0.404248,0.695652,[1 1] ; [35 11],[1.5 0.5] ; [34.5 11.5],0
v2,1,0.438756,0.599534,[1 4] ; [51 87],[1.81818182 3.18181818] ; [50.18181818 87.81818182],0
p11,1,0.513992,0.425931,[4 1] ; [97 50],[3.32236842 1.67763158] ; [97.67763158 49.32236842],0
b4,1,0.565139,0.330884,[3 2] ; [69 78],[2.36842105 2.63157895] ; [69.63157895 77.36842105],0
n2,1,0.577556,0.310202,[1 1] ; [33 15],[1.36 0.64] ; [32.64 15.36],0
p3,1,0.593981,0.28417,[1 3] ; [56 91],[1.50993377 2.49006623] ; [55.49006623 91.50993377],0
p7,1,0.595046,0.282533,[2 3] ; [75 69],[2.58389262 2.41610738] ; [74.41610738 69.58389262],0
p2,1,0.632356,0.228879,[4 1] ; [103  44],[3.51973684 1.48026316] ; [103.48026316  43.51973684],0
n6,1,0.669284,0.182441,[4 1] ; [104  42],[3.57615894 1.42384106] ; [104.42384106  41.57615894],0
r4,1,0.675599,0.175123,[4 1] ; [105  42],[3.58552632 1.41447368] ; [105.41447368  41.58552632],0
n5,1,0.685315,0.164204,[4 1] ; [104  41],[3.6 1.4] ; [104.4  40.6],0
s4,1,0.688855,0.160327,[1 4] ; [ 20 126],[0.69536424 4.30463576] ; [ 20.30463576 125.69536424],0
p9,1,0.70473,0.143598,[3 2] ; [98 46],[3.38926174 1.61073826] ; [97.61073826 46.38926174],0
v4,1,0.73714,0.112657,[4 1] ; [123  21],[4.26174497 0.73825503] ; [122.73825503  21.26174497],0
s8,1,0.744332,0.106356,[1 4] ; [ 39 108],[1.31578947 3.68421053] ; [ 38.68421053 108.31578947],0
p4,1,0.851812,0.034897,[2 3] ; [65 82],[2.20394737 2.79605263] ; [64.79605263 82.20394737],0
p10,1,0.85885,0.031627,[3 2] ; [92 52],[3.18791946 1.81208054] ; [91.81208054 52.18791946],0
s6,1,0.875293,0.02463,[2 3] ; [64 83],[2.17105263 2.82894737] ; [63.82894737 83.17105263],0
s3,1,0.892066,0.018412,[2 3] ; [62 82],[2.14765101 2.85234899] ; [61.85234899 82.14765101],0
r3,1,0.969374,0.001474,[4 1] ; [117  28],[4.03333333 0.96666667] ; [116.96666667  28.03333333],0
