Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r3,1,1e-06,23.383759,[4 5] ; [68  3],[8.1 0.9] ; [63.9  7.1],1
r4,1,0.000407,12.499573,[3 6] ; [60 11],[7.0875 1.9125] ; [55.9125 15.0875],1
n6,1,0.004793,7.955937,[2 7] ; [49 21],[5.81012658 3.18987342] ; [45.18987342 24.81012658],0
r2,1,0.005597,7.675643,[6 3] ; [67  4],[8.2125 0.7875] ; [64.7875  6.2125],0
r1,1,0.0083,6.967495,[4 5] ; [58 12],[7.06329114 1.93670886] ; [54.93670886 15.06329114],0
p2,1,0.026638,4.914125,[3 6] ; [50 21],[5.9625 3.0375] ; [47.0375 23.9625],0
p7,1,0.039874,4.22325,[1 8] ; [33 37],[3.87341772 5.12658228] ; [30.12658228 39.87341772],0
s3,1,0.076389,3.140097,[2 7] ; [37 32],[4.5 4.5] ; [34.5 34.5],0
a1,1,0.217257,1.5224,[1 8] ; [ 2 69],[0.3375 8.6625] ; [ 2.6625 68.3375],0
p4,1,0.218375,1.51502,[2 7] ; [31 40],[3.7125 5.2875] ; [29.2875 41.7125],0
p11,1,0.221616,1.493876,[3 6] ; [39 32],[4.725 4.275] ; [37.275 33.725],0
v2,1,0.302723,1.062159,[4 5] ; [43 26],[5.42307692 3.57692308] ; [41.57692308 27.42307692],0
p6,1,0.315186,1.008819,[1 8] ; [18 50],[2.22077922 6.77922078] ; [16.77922078 51.22077922],0
s7,1,0.336699,0.92296,[2 6] ; [29 39],[3.26315789 4.73684211] ; [27.73684211 40.26315789],0
p9,1,0.33814,0.917472,[2 7] ; [27 43],[3.30379747 5.69620253] ; [25.69620253 44.30379747],0
s6,1,0.346085,0.88776,[4 5] ; [42 27],[5.30769231 3.69230769] ; [40.69230769 28.30769231],0
s1,1,0.371902,0.797298,[1 8] ; [ 3 68],[0.45 8.55] ; [ 3.55 67.45],0
s5,1,0.388053,0.745035,[1 8] ; [16 51],[2.01315789 6.98684211] ; [14.98684211 52.01315789],0
a6,1,0.393602,0.727786,[7 2] ; [45 26],[5.85 3.15] ; [46.15 24.85],0
a7,1,0.416734,0.659506,[5 4] ; [49 22],[6.075 2.925] ; [47.925 23.075],0
p8,1,0.437547,0.602706,[2 7] ; [25 46],[3.0375 5.9625] ; [23.9625 47.0375],0
p1,1,0.522492,0.408972,[1 8] ; [ 4 67],[0.5625 8.4375] ; [ 4.4375 66.5625],0
a8,1,0.524828,0.404396,[1 8] ; [12 48],[1.69565217 7.30434783] ; [11.30434783 48.69565217],0
n1,1,0.539315,0.376812,[2 1] ; [11 12],[1.5 1.5] ; [11.5 11.5],0
s2,1,0.562319,0.335705,[3 6] ; [30 39],[3.80769231 5.19230769] ; [29.19230769 39.80769231],0
a3,1,0.571865,0.319572,[7 2] ; [48 22],[6.26582278 2.73417722] ; [48.73417722 21.26582278],0
n5,1,0.577568,0.310184,[4 5] ; [38 32],[4.78481013 4.21518987] ; [37.21518987 32.78481013],0
n2,1,0.653942,0.200966,[2 1] ; [18  5],[2.30769231 0.69230769] ; [17.69230769  5.30769231],0
b4,1,0.709729,0.138548,[5 4] ; [44 27],[5.5125 3.4875] ; [43.4875 27.5125],0
b1,1,0.723466,0.125196,[5 4] ; [35 36],[4.5 4.5] ; [35.5 35.5],0
a5,1,0.747087,0.103995,[6 3] ; [51 20],[6.4125 2.5875] ; [50.5875 20.4125],0
a2,1,0.747087,0.103995,[3 6] ; [20 51],[2.5875 6.4125] ; [20.4125 50.5875],0
p3,1,0.760527,0.092896,[3 6] ; [27 43],[3.41772152 5.58227848] ; [26.58227848 43.41772152],0
n4,1,0.767222,0.087622,[6 3] ; [50 20],[6.37974684 2.62025316] ; [49.62025316 20.37974684],0
d5,1,0.77066,0.084979,[7 2] ; [52 19],[6.6375 2.3625] ; [52.3625 18.6375],0
d1,1,0.783851,0.075243,[4 5] ; [35 36],[4.3875 4.6125] ; [34.6125 36.3875],0
d2,1,0.84551,0.037967,[5 4] ; [37 34],[4.725 4.275] ; [37.275 33.725],0
a4,1,0.878627,0.02332,[4 5] ; [33 37],[4.21518987 4.78481013] ; [32.78481013 37.21518987],0
v3,1,0.879676,0.022916,[4 5] ; [28 39],[3.78947368 5.21052632] ; [28.21052632 38.78947368],0
b5,1,0.886187,0.020487,[6 3] ; [49 22],[6.1875 2.8125] ; [48.8125 22.1875],0
d3,1,0.886187,0.020487,[6 3] ; [49 22],[6.1875 2.8125] ; [48.8125 22.1875],0
d4,1,0.939671,0.005728,[7 2] ; [56 15],[7.0875 1.9125] ; [55.9125 15.0875],0
s4,1,0.965968,0.00182,[1 8] ; [ 8 61],[1.03846154 7.96153846] ; [ 7.96153846 61.03846154],0
b2,1,0.972443,0.001193,[2 4] ; [16 31],[2.03773585 3.96226415] ; [15.96226415 31.03773585],0
b3,1,0.972443,0.001193,[2 4] ; [16 31],[2.03773585 3.96226415] ; [15.96226415 31.03773585],0
