Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a4,1,0.0,47.033508,[130  92] ; [13 73],[103.07142857 118.92857143] ; [39.92857143 46.07142857],1
d2,1,0.0,40.649115,[127  94] ; [15 72],[101.88961039 119.11038961] ; [40.11038961 46.88961039],1
a3,1,0.0,40.643586,[176  47] ; [35 50],[152.76948052  70.23051948] ; [58.23051948 26.76948052],1
d1,1,0.0,33.510565,[141  83] ; [23 64],[118.1221865 105.8778135] ; [45.8778135 41.1221865],1
d5,1,0.0,28.135165,[188  34] ; [49 38],[170.27184466  51.72815534] ; [66.72815534 20.27184466],1
a6,1,5.9e-05,16.120048,[157  66] ; [40 47],[141.71290323  81.28709677] ; [55.28709677 31.71290323],1
d4,1,0.000144,14.447526,[181  41] ; [53 34],[168.11650485  53.88349515] ; [65.88349515 21.11650485],1
u1,1,0.000593,11.797378,[ 46 178] ; [ 4 83],[ 36.01286174 187.98713826] ; [13.98713826 73.01286174],1
d3,1,0.001976,9.571799,[150  73] ; [42 45],[138.11612903  84.88387097] ; [53.88387097 33.11612903],0
s8,1,0.005589,7.678188,[ 97 126] ; [23 64],[ 86.32258065 136.67741935] ; [33.67741935 53.32258065],0
r1,1,0.014103,6.025202,[176  47] ; [57 30],[167.60967742  55.39032258] ; [65.39032258 21.60967742],0
p11,1,0.042925,4.098344,[172  52] ; [57 30],[164.93890675  59.06109325] ; [64.06109325 22.93890675],0
p10,1,0.050228,3.833837,[169  52] ; [57 30],[162.16233766  58.83766234] ; [63.83766234 23.16233766],0
a8,1,0.063186,3.451724,[ 25 185] ; [16 62],[ 29.89583333 180.10416667] ; [11.10416667 66.89583333],0
b3,1,0.064673,3.413291,[62 83] ; [15 38],[56.38888889 88.61111111] ; [20.61111111 32.38888889],0
b2,1,0.064673,3.413291,[62 83] ; [15 38],[56.38888889 88.61111111] ; [20.61111111 32.38888889],0
r2,1,0.066157,3.375874,[207  12] ; [77 10],[203.25490196  15.74509804] ; [80.74509804  6.25490196],0
a7,1,0.071696,3.243768,[153  71] ; [50 37],[146.21221865  77.78778135] ; [56.78778135 30.21221865],0
p9,1,0.102459,2.666842,[176  45] ; [61 25],[170.60912052  50.39087948] ; [66.39087948 19.60912052],0
b5,1,0.136046,2.22212,[126  98] ; [57 30],[131.80707395  92.19292605] ; [51.19292605 35.80707395],0
p2,1,0.172779,1.858666,[179  43] ; [64 23],[174.58252427  47.41747573] ; [68.41747573 18.58252427],0
v4,1,0.214217,1.542697,[205  18] ; [76 11],[202.13870968  20.86129032] ; [78.86129032  8.13870968],0
s7,1,0.240869,1.375502,[105 109] ; [34 48],[100.49324324 113.50675676] ; [38.50675676 43.49324324],0
u3,1,0.261558,1.260494,[27 20] ; [24 28],[24.21212121 22.78787879] ; [26.78787879 25.21212121],0
p5,1,0.285586,1.140312,[ 34 188] ; [ 9 76],[ 31.09446254 190.90553746] ; [11.90553746 73.09446254],0
n3,1,0.339919,0.910736,[37 20] ; [10  9],[35.25 21.75] ; [11.75  7.25],0
s5,1,0.372474,0.795393,[ 69 148] ; [22 61],[ 65.82333333 151.17666667] ; [25.17666667 57.82333333],0
p1,1,0.383044,0.760911,[ 21 202] ; [11 75],[ 23.09385113 199.90614887] ; [ 8.90614887 77.09385113],0
a1,1,0.398674,0.712322,[ 13 211] ; [ 3 84],[ 11.52411576 212.47588424] ; [ 4.47588424 82.52411576],0
v1,1,0.401838,0.702819,[ 89 129] ; [31 56],[ 85.7704918 132.2295082] ; [34.2295082 52.7704918],0
