Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a4,1,0.0,47.033508,[130  92] ; [13 73],[103.07142857 118.92857143] ; [39.92857143 46.07142857],1
p6,1,0.415564,0.662825,[ 81 142] ; [27 59],[ 77.94174757 145.05825243] ; [30.05825243 55.94174757],0
s6,1,0.416126,0.661229,[142  75] ; [52 34],[138.93729373  78.06270627] ; [55.06270627 30.93729373],0
r4,1,0.426645,0.631938,[191  33] ; [71 16],[188.7073955  35.2926045] ; [73.2926045 13.7073955],0
s3,1,0.430029,0.622746,[121 101] ; [50 34],[124.05882353  97.94117647] ; [46.94117647 37.05882353],0
p12,1,0.472093,0.517073,[ 15 206] ; [ 4 83],[ 13.63311688 207.36688312] ; [ 5.36688312 81.63311688],0
s2,1,0.487349,0.482373,[100 122] ; [43 44],[102.73786408 119.26213592] ; [40.26213592 46.73786408],0
n6,1,0.576123,0.312545,[187  35] ; [71 16],[185.3592233  36.6407767] ; [72.6407767 14.3592233],0
p8,1,0.577731,0.309917,[109 114] ; [39 47],[106.80906149 116.19093851] ; [41.19093851 44.80906149],0
r3,1,0.582066,0.302906,[197  26] ; [74 12],[195.57605178  27.42394822] ; [75.42394822 10.57605178],0
b1,1,0.632106,0.229216,[102 122] ; [37 50],[100.11575563 123.88424437] ; [38.88424437 48.11575563],0
v3,1,0.652221,0.203111,[ 49 170] ; [17 68],[ 47.54605263 171.45394737] ; [18.45394737 66.54605263],0
s4,1,0.659144,0.194565,[ 41 179] ; [14 71],[ 39.67213115 180.32786885] ; [15.32786885 69.67213115],0
s1,1,0.720817,0.127711,[ 13 208] ; [ 6 80],[ 13.67752443 207.32247557] ; [ 5.32247557 80.67752443],0
b4,1,0.752985,0.09904,[128  96] ; [48 39],[126.76527331  97.23472669] ; [49.23472669 37.76527331],0
p7,1,0.786242,0.073546,[124  96] ; [47 39],[122.94117647  97.05882353] ; [48.05882353 37.94117647],0
n2,1,0.818721,0.052528,[40 21] ; [13  6],[40.4125 20.5875] ; [12.5875  6.4125],0
p3,1,0.859105,0.031511,[102 120] ; [39 48],[101.30097087 120.69902913] ; [39.69902913 47.30097087],0
p4,1,0.86329,0.029649,[128  95] ; [49 38],[127.32580645  95.67419355] ; [49.67419355 37.32580645],0
n5,1,0.869283,0.027083,[188  35] ; [74 13],[188.47096774  34.52903226] ; [73.52903226 13.47096774],0
n1,1,0.892361,0.018311,[29 30] ; [ 9 10],[28.74358974 30.25641026] ; [9.25641026 9.74358974],0
u2,1,1.0,0.0,[24 24] ; [26 26],[24. 24.] ; [26. 26.],0
