Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a4,1,0.00099,10.845535,[ 8 37] ; [18 16],[14.81012658 30.18987342] ; [11.18987342 22.81012658],1
d1,1,0.001353,10.268567,[12 34] ; [21 13],[18.975 27.025] ; [14.025 19.975],0
v1,1,0.001368,10.247807,[ 8 36] ; [17 15],[14.47368421 29.52631579] ; [10.52631579 21.47368421],0
v3,1,0.002165,9.40438,[ 6 39] ; [15 19],[11.96202532 33.03797468] ; [ 9.03797468 24.96202532],0
p6,1,0.0034,8.579125,[ 5 40] ; [13 20],[10.38461538 34.61538462] ; [ 7.61538462 25.38461538],0
d5,1,0.003485,8.534476,[25 21] ; [29  5],[31.05 14.95] ; [22.95 11.05],0
a2,1,0.010333,6.576544,[ 2 44] ; [ 8 26],[ 5.75 40.25] ; [ 4.25 29.75],0
r3,1,0.011406,6.400981,[24 21] ; [26  6],[29.22077922 15.77922078] ; [20.77922078 11.22077922],0
d4,1,0.02068,5.353554,[28 18] ; [28  5],[32.60759494 13.39240506] ; [23.39240506  9.60759494],0
s6,1,0.031322,4.635213,[14 32] ; [18 15],[18.63291139 27.36708861] ; [13.36708861 19.63291139],0
d2,1,0.04243,4.11798,[13 32] ; [17 16],[17.30769231 27.69230769] ; [12.69230769 20.30769231],0
a7,1,0.059547,3.549957,[18 28] ; [20 13],[22.12658228 23.87341772] ; [15.87341772 17.12658228],0
d3,1,0.091087,2.855062,[21 25] ; [22 12],[24.725 21.275] ; [18.275 15.725],0
s8,1,0.095546,2.778359,[ 9 37] ; [12 21],[12.2278481 33.7721519] ; [ 8.7721519 24.2278481],0
s2,1,0.103585,2.649457,[12 34] ; [14 18],[15.33333333 30.66666667] ; [10.66666667 21.33333333],0
b4,1,0.117744,2.447081,[26 20] ; [25  9],[29.325 16.675] ; [21.675 12.325],0
a3,1,0.140066,2.177233,[23 22] ; [23 11],[26.20253165 18.79746835] ; [19.79746835 14.20253165],0
p11,1,0.169101,1.890897,[27 19] ; [25  9],[29.9 16.1] ; [22.1 11.9],0
a1,1,0.177326,1.819895,[ 1 45] ; [ 3 31],[ 2.3 43.7] ; [ 1.7 32.3],0
s1,1,0.177326,1.819895,[ 1 45] ; [ 3 31],[ 2.3 43.7] ; [ 1.7 32.3],0
r1,1,0.179511,1.801666,[10 36] ; [12 22],[12.65 33.35] ; [ 9.35 24.65],0
b5,1,0.189948,1.718021,[23 23] ; [22 12],[25.875 20.125] ; [19.125 14.875],0
n1,1,0.190732,1.711957,[ 9 12] ; [ 3 11],[ 7.2 13.8] ; [4.8 9.2],0
n2,1,0.190732,1.711957,[12  9] ; [11  3],[13.8  7.2] ; [9.2 4.8],0
u1,1,0.231402,1.432225,[ 4 42] ; [ 6 28],[ 5.75 40.25] ; [ 4.25 29.75],0
s5,1,0.292742,1.106968,[ 6 39] ; [ 7 24],[ 7.69736842 37.30263158] ; [ 5.30263158 25.69736842],0
u3,1,0.29627,1.090909,[ 6 16] ; [5 6],[ 7.33333333 14.66666667] ; [3.66666667 7.33333333],0
p3,1,0.328125,0.956283,[15 30] ; [15 19],[17.08860759 27.91139241] ; [12.91139241 21.08860759],0
