Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p4,1,0.0,93.711233,[247  56] ; [113 154],[191.36842105 111.63157895] ; [168.63157895  98.36842105],1
p8,1,0.0,48.663786,[207  92] ; [105 158],[165.99288256 133.00711744] ; [146.00711744 116.99288256],1
p7,1,0.0,47.419347,[236  64] ; [132 127],[197.49552773 102.50447227] ; [170.50447227  88.49552773],1
p6,1,0.0,38.441478,[148 152] ; [ 64 202],[112.36749117 187.63250883] ; [ 99.63250883 166.36749117],1
p5,1,2e-06,22.366044,[ 55 247] ; [ 14 253],[ 36.62214411 265.37785589] ; [ 32.37785589 234.62214411],1
p10,1,0.00012,14.785442,[268  34] ; [203  62],[250.86772487  51.13227513] ; [220.13227513  44.86772487],1
s8,1,0.000262,13.322676,[168 131] ; [109 158],[146.33038869 152.66961131] ; [130.66961131 136.33038869],1
p9,1,0.000472,12.222099,[272  29] ; [212  53],[257.39222615  43.60777385] ; [226.60777385  38.39222615],1
p2,1,0.000728,11.416504,[270  31] ; [214  55],[255.58596491  45.41403509] ; [228.41403509  40.58596491],1
v3,1,0.000978,10.868582,[146 148] ; [ 91 164],[126.91803279 167.08196721] ; [110.08196721 144.91803279],1
s7,1,0.001057,10.724665,[172 113] ; [120 139],[152.97794118 132.02205882] ; [139.02205882 119.97794118],0
u1,1,0.002223,9.355838,[ 92 211] ; [ 52 218],[ 76.14659686 226.85340314] ; [ 67.85340314 202.14659686],0
s5,1,0.002416,9.203355,[126 167] ; [ 79 180],[108.8134058 184.1865942] ; [ 96.1865942 162.8134058],0
p12,1,0.002799,8.93419,[ 39 261] ; [ 15 252],[ 28.57142857 271.42857143] ; [ 25.42857143 241.57142857],0
v2,1,0.00365,8.450394,[199  95] ; [143 114],[182.48275862 111.51724138] ; [159.51724138  97.48275862],0
p11,1,0.003902,8.328696,[256  47] ; [202  68],[242.18848168  60.81151832] ; [215.81151832  54.18848168],0
b1,1,0.004533,8.056869,[135 168] ; [ 89 181],[118.45026178 184.54973822] ; [105.54973822 164.45026178],0
n4,1,0.006361,7.445136,[261  41] ; [209  60],[248.58143608  53.41856392] ; [221.41856392  47.58143608],0
v1,1,0.006434,7.424588,[186 108] ; [138 128],[170.1 123.9] ; [153.9 112.1],0
a3,1,0.007228,7.21554,[255  47] ; [203  66],[242.23467601  59.76532399] ; [215.76532399  53.23467601],0
n5,1,0.013223,6.139028,[243  58] ; [192  75],[230.5193662  70.4806338] ; [204.4806338  62.5193662],0
r4,1,0.017427,5.652834,[296   7] ; [253  17],[290.30890052  12.69109948] ; [258.69109948  11.30890052],0
r2,1,0.022862,5.178998,[297   4] ; [255  12],[292.52112676   8.47887324] ; [259.47887324   7.52112676],0
d2,1,0.030431,4.684755,[191 112] ; [145 123],[178.29772329 124.70227671] ; [157.70227671 110.29772329],0
d1,1,0.034628,4.463419,[218  85] ; [172  98],[206.23036649  96.76963351] ; [183.76963351  86.23036649],0
s2,1,0.036053,4.394597,[168 132] ; [125 140],[155.57522124 144.42477876] ; [137.42477876 127.57522124],0
p1,1,0.038874,4.266363,[ 31 269] ; [ 15 253],[ 24.29577465 275.70422535] ; [ 21.70422535 246.29577465],0
u3,1,0.054854,3.686517,[34 14] ; [35 31],[29.05263158 18.94736842] ; [39.94736842 26.05263158],0
b3,1,0.060948,3.511389,[ 94 111] ; [ 57 101],[ 85.27548209 119.72451791] ; [65.72451791 92.27548209],0
b2,1,0.060948,3.511389,[ 94 111] ; [ 57 101],[ 85.27548209 119.72451791] ; [65.72451791 92.27548209],0
n6,1,0.075158,3.166611,[264  37] ; [220  47],[256.48591549  44.51408451] ; [227.51408451  39.48591549],0
u4,1,0.107799,2.586191,[ 11 292] ; [  4 266],[  7.93193717 295.06806283] ; [  7.06806283 262.93193717],0
b5,1,0.117558,2.449552,[169 134] ; [168 102],[178.20418848 124.79581152] ; [158.79581152 111.20418848],0
n3,1,0.12517,2.351405,[35  8] ; [52 24],[31.43697479 11.56302521] ; [55.56302521 20.43697479],0
s6,1,0.138877,2.190363,[214  81] ; [177  88],[205.97321429  89.02678571] ; [185.02678571  79.97321429],0
s3,1,0.156326,2.009412,[177 123] ; [139 123],[168.68327402 131.31672598] ; [147.31672598 114.68327402],0
a2,1,0.163711,1.939609,[111 192] ; [ 84 186],[103.11518325 199.88481675] ; [ 91.88481675 178.11518325],0
d4,1,0.246695,1.341925,[267  35] ; [229  40],[262.33274956  39.66725044] ; [233.66725044  35.33274956],0
u2,1,0.279835,1.16789,[30 18] ; [34 31],[27.18584071 20.81415929] ; [36.81415929 28.18584071],0
v4,1,0.339011,0.914167,[293   9] ; [255  12],[290.85413005  11.14586995] ; [257.14586995   9.85413005],0
a7,1,0.341121,0.906214,[223  80] ; [208  62],[227.91099476  75.08900524] ; [203.08900524  66.91099476],0
a4,1,0.367672,0.811519,[173 129] ; [144 125],[167.66024518 134.33975482] ; [149.33975482 119.66024518],0
s4,1,0.388848,0.742543,[ 52 247] ; [ 39 226],[ 48.2429078 250.7570922] ; [ 42.7570922 222.2429078],0
a1,1,0.39444,0.725211,[ 17 286] ; [ 11 259],[ 14.80628272 288.19371728] ; [ 13.19371728 256.80628272],0
d5,1,0.420513,0.64888,[262  40] ; [227  42],[258.63047285  43.36952715] ; [230.36952715  38.63047285],0
s1,1,0.436222,0.606201,[  8 294] ; [ 10 253],[  9.62123894 292.37876106] ; [  8.37876106 254.62123894],0
n1,1,0.517798,0.418276,[18 25] ; [28 50],[16.34710744 26.65289256] ; [29.65289256 48.34710744],0
r3,1,0.785583,0.074011,[292  10] ; [258  10],[291.40350877  10.59649123] ; [258.59649123   9.40350877],0
a6,1,0.791699,0.069751,[223  79] ; [196  73],[221.60770578  80.39229422] ; [197.39229422  71.60770578],0
a8,1,0.801855,0.062975,[ 39 230] ; [ 37 205],[ 40.00782779 228.99217221] ; [ 35.99217221 206.00782779],0
n2,1,0.843222,0.039115,[31 12] ; [59 21],[31.46341463 11.53658537] ; [58.53658537 21.46341463],0
