Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,1e-06,23.339204,[26 87] ; [24 12],[37.91946309 75.08053691] ; [12.08053691 23.91946309],1
p6,1,4.9e-05,16.504761,[ 13 101] ; [15 21],[21.28 92.72] ; [ 6.72 29.28],1
p2,1,0.000207,13.76836,[52 63] ; [29  7],[61.68874172 53.31125828] ; [19.31125828 16.68874172],1
r3,1,0.001706,9.841728,[82 31] ; [35  1],[88.73154362 24.26845638] ; [28.26845638  7.73154362],0
p4,1,0.003452,8.55175,[23 92] ; [16 20],[29.70198675 85.29801325] ; [ 9.29801325 26.70198675],0
v1,1,0.018042,5.59207,[32 80] ; [18 18],[37.83783784 74.16216216] ; [12.16216216 23.83783784],0
p9,1,0.027097,4.884591,[33 79] ; [17 17],[38.35616438 73.64383562] ; [11.64383562 22.35616438],0
n2,1,0.030911,4.657875,[30 26] ; [9 1],[33.09090909 22.90909091] ; [5.90909091 4.09090909],0
r4,1,0.045848,3.987153,[72 43] ; [29  7],[76.9205298 38.0794702] ; [24.0794702 11.9205298],0
a7,1,0.065158,3.400965,[62 51] ; [26 10],[66.73825503 46.26174497] ; [21.26174497 14.73825503],0
d3,1,0.070936,3.261238,[63 51] ; [26 10],[67.64 46.36] ; [21.36 14.64],0
s8,1,0.079838,3.068194,[17 97] ; [10 26],[20.52 93.48] ; [ 6.48 29.52],0
v4,1,0.082028,3.02426,[85 28] ; [32  4],[88.73154362 24.26845638] ; [28.26845638  7.73154362],0
s6,1,0.089713,2.879516,[42 72] ; [19 17],[46.36 67.64] ; [14.64 21.36],0
b3,1,0.095954,2.771536,[26 50] ; [ 3 17],[22.95833333 53.04166667] ; [ 6.04166667 13.95833333],0
b2,1,0.095954,2.771536,[26 50] ; [ 3 17],[22.95833333 53.04166667] ; [ 6.04166667 13.95833333],0
v2,1,0.111689,2.530156,[39 72] ; [18 18],[43.04081633 67.95918367] ; [13.95918367 22.04081633],0
s2,1,0.112625,2.516991,[26 88] ; [13 23],[29.64 84.36] ; [ 9.36 26.64],0
r1,1,0.125366,2.348965,[72 42] ; [27  8],[75.74496644 38.25503356] ; [23.25503356 11.74496644],0
u2,1,0.125613,2.3459,[23 22] ; [ 5 12],[20.32258065 24.67741935] ; [7.67741935 9.32258065],0
s3,1,0.151093,2.061177,[40 74] ; [17 18],[43.61073826 70.38926174] ; [13.38926174 21.61073826],0
a1,1,0.152906,2.04302,[ 12 103] ; [ 1 35],[  9.90066225 105.09933775] ; [ 3.09933775 32.90066225],0
p11,1,0.164067,1.936331,[55 60] ; [22 14],[58.64238411 56.35761589] ; [18.35761589 17.64238411],0
a6,1,0.184565,1.760478,[65 49] ; [25 11],[68.4 45.6] ; [21.6 14.4],0
s4,1,0.18643,1.745604,[16 98] ; [ 2 33],[ 13.77181208 100.22818792] ; [ 4.22818792 30.77181208],0
v3,1,0.257686,1.281148,[27 83] ; [12 23],[29.5862069 80.4137931] ; [ 9.4137931 25.5862069],0
d2,1,0.290774,1.116034,[58 54] ; [15 21],[55.24324324 56.75675676] ; [17.75675676 18.24324324],0
n6,1,0.291162,1.114239,[68 46] ; [25 11],[70.68 43.32] ; [22.32 13.68],0
d5,1,0.301701,1.06666,[75 39] ; [27  9],[77.52 36.48] ; [24.48 11.52],0
p1,1,0.336613,0.923288,[  5 109] ; [ 3 32],[  6.12080537 107.87919463] ; [ 1.87919463 33.12080537],0
n5,1,0.354482,0.857347,[67 47] ; [18 18],[64.6 49.4] ; [20.4 15.6],0
a4,1,0.376724,0.781365,[52 62] ; [13 22],[49.73154362 64.26845638] ; [15.26845638 19.73154362],0
r2,1,0.388715,0.742959,[92 19] ; [32  4],[93.63265306 17.36734694] ; [30.36734694  5.63265306],0
n3,1,0.456409,0.554686,[31 23] ; [7 3],[32.0625 21.9375] ; [5.9375 4.0625],0
u3,1,0.460863,0.543798,[21 25] ; [ 6 11],[19.71428571 26.28571429] ; [7.28571429 9.71428571],0
a3,1,0.475555,0.509039,[69 44] ; [19 16],[67.18918919 45.81081081] ; [20.81081081 14.18918919],0
b5,1,0.531198,0.3921,[70 45] ; [24 12],[71.58940397 43.41059603] ; [22.41059603 13.58940397],0
n1,1,0.540279,0.375023,[19 37] ; [4 5],[19.81538462 36.18461538] ; [3.18461538 5.81538462],0
s1,1,0.550327,0.356732,[  6 107] ; [ 1 34],[  5.34459459 107.65540541] ; [ 1.65540541 33.34459459],0
d1,1,0.552433,0.352976,[51 64] ; [18 18],[52.54966887 62.45033113] ; [16.45033113 19.54966887],0
a8,1,0.562377,0.335604,[13 94] ; [ 5 26],[13.95652174 93.04347826] ; [ 4.04347826 26.95652174],0
s7,1,0.630594,0.231256,[28 78] ; [11 25],[29.11267606 76.88732394] ; [ 9.88732394 26.11267606],0
b4,1,0.704234,0.144104,[68 47] ; [20 16],[67.01986755 47.98013245] ; [20.98013245 15.01986755],0
