Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,76.09107,[45 51] ; [218  23],[74.91988131 21.08011869] ; [188.08011869  52.91988131],1
r2,1,0.0,29.112998,[67 27] ; [223  16],[81.86186186 12.13813814] ; [208.13813814  30.86186186],1
v4,1,4e-06,21.384622,[70 25] ; [221  18],[82.76946108 12.23053892] ; [208.23053892  30.76946108],1
a7,1,6e-06,20.38866,[49 47] ; [183  57],[66.28571429 29.71428571] ; [165.71428571  74.28571429],1
v2,1,9e-06,19.775338,[20 74] ; [109 118],[37.77570093 56.22429907] ; [ 91.22429907 135.77570093],1
r3,1,9e-06,19.648775,[71 25] ; [220  19],[83.39104478 12.60895522] ; [207.60895522  31.39104478],1
d4,1,2.1e-05,18.071604,[58 38] ; [196  42],[73.00598802 22.99401198] ; [180.99401198  57.00598802],1
s6,1,0.000161,14.236559,[34 62] ; [138  99],[49.58558559 46.41441441] ; [122.41441441 114.58558559],1
d1,1,0.000171,14.130707,[32 64] ; [135 106],[47.5727003 48.4272997] ; [119.4272997 121.5727003],1
d5,1,0.000288,13.144444,[59 37] ; [193  47],[72. 24.] ; [180.  60.],1
d3,1,0.000358,12.739336,[46 50] ; [165  75],[60.28571429 35.71428571] ; [150.71428571  89.28571429],1
a5,1,0.000465,12.250167,[47 49] ; [167  74],[60.96142433 35.03857567] ; [153.03857567  87.96142433],1
s8,1,0.001129,10.603188,[15 81] ; [ 80 160],[27.14285714 68.85714286] ; [ 67.85714286 172.14285714],0
s7,1,0.001193,10.501603,[19 73] ; [ 90 137],[31.43573668 60.56426332] ; [ 77.56426332 149.43573668],0
u3,1,0.001331,10.298943,[12 34] ; [45 36],[20.64566929 25.35433071] ; [36.35433071 44.64566929],0
v3,1,0.001492,10.088766,[13 81] ; [ 71 159],[24.37037037 69.62962963] ; [ 59.62962963 170.37037037],0
p2,1,0.008422,6.941486,[54 41] ; [173  68],[64.18154762 30.81845238] ; [162.81845238  78.18154762],0
s3,1,0.008832,6.856498,[34 60] ; [124 114],[44.73493976 49.26506024] ; [113.26506024 124.73493976],0
s5,1,0.014927,5.925033,[13 81] ; [ 62 174],[21.36363636 72.63636364] ; [ 53.63636364 182.36363636],0
n4,1,0.01618,5.783215,[54 42] ; [168  72],[63.42857143 32.57142857] ; [158.57142857  81.42857143],0
u1,1,0.017023,5.69403,[ 5 91] ; [ 35 206],[11.39465875 84.60534125] ; [ 28.60534125 212.39465875],0
p10,1,0.018243,5.572684,[54 39] ; [171  68],[63.02710843 29.97289157] ; [161.97289157  77.02710843],0
a3,1,0.019045,5.497356,[50 46] ; [158  82],[59.42857143 36.57142857] ; [148.57142857  91.42857143],0
p4,1,0.02002,5.410121,[27 69] ; [ 99 138],[36.32432432 59.67567568] ; [ 89.67567568 147.32432432],0
a1,1,0.029172,4.757445,[ 8 88] ; [  7 234],[ 4.27299703 91.72700297] ; [ 10.72700297 230.27299703],0
p11,1,0.033202,4.535324,[57 39] ; [172  69],[65.23442136 30.76557864] ; [163.76557864  77.23442136],0
