Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,3e-06,21.723666,[146  10] ; [5 5],[141.90361446  14.09638554] ; [9.09638554 0.90361446],1
p10,1,0.003193,8.693845,[112  40] ; [3 7],[107.90123457  44.09876543] ; [7.09876543 2.90123457],0
p9,1,0.006082,7.525713,[119  33] ; [4 6],[115.40740741  36.59259259] ; [7.59259259 2.40740741],0
a6,1,0.010617,6.528308,[108  48] ; [3 7],[104.31325301  51.68674699] ; [6.68674699 3.31325301],0
a7,1,0.048176,3.903821,[121  35] ; [5 5],[118.40963855  37.59036145] ; [7.59036145 2.40963855],0
p2,1,0.068221,3.325324,[117  37] ; [5 5],[114.56097561  39.43902439] ; [7.43902439 2.56097561],0
r2,1,0.079463,3.075849,[147   9] ; [8 2],[145.6626506  10.3373494] ; [9.3373494 0.6626506],0
r3,1,0.081162,3.041475,[146   9] ; [8 2],[144.66666667  10.33333333] ; [9.33333333 0.66666667],0
n6,1,0.092682,2.82717,[102  52] ; [4 6],[99.53658537 54.46341463] ; [6.46341463 3.53658537],0
s8,1,0.11403,2.497457,[ 53 102] ; [1 9],[ 50.72727273 104.27272727] ; [3.27272727 6.72727273],0
s2,1,0.129107,2.303208,[69 86] ; [2 8],[66.6969697 88.3030303] ; [4.3030303 5.6969697],0
n3,1,0.137299,2.207975,[41 15] ; [1 2],[39.86440678 16.13559322] ; [2.13559322 0.86440678],0
v3,1,0.151568,2.056396,[ 46 100] ; [1 9],[ 43.98717949 102.01282051] ; [3.01282051 6.98717949],0
d3,1,0.172871,1.85787,[110  46] ; [5 5],[108.07228916  47.92771084] ; [6.92771084 3.07228916],0
s6,1,0.174232,1.846152,[95 59] ; [4 6],[92.96341463 61.03658537] ; [6.03658537 3.96341463],0
b5,1,0.17729,1.820196,[96 60] ; [4 6],[93.97590361 62.02409639] ; [6.02409639 3.97590361],0
d1,1,0.178876,1.806935,[81 75] ; [3 7],[78.93975904 77.06024096] ; [5.06024096 4.93975904],0
d5,1,0.247114,1.339544,[119  37] ; [6 4],[117.46987952  38.53012048] ; [7.53012048 2.46987952],0
s1,1,0.267364,1.230219,[  5 150] ; [1 9],[  5.63636364 149.36363636] ; [0.36363636 9.63636364],0
p11,1,0.281925,1.157787,[104  52] ; [5 5],[102.43373494  53.56626506] ; [6.56626506 3.43373494],0
a4,1,0.281925,1.157787,[ 52 104] ; [5 5],[ 53.56626506 102.43373494] ; [3.43373494 6.56626506],0
p7,1,0.293156,1.105071,[85 64] ; [4 6],[83.40251572 65.59748428] ; [5.59748428 4.40251572],0
v2,1,0.296747,1.088756,[82 62] ; [4 6],[80.41558442 63.58441558] ; [5.58441558 4.41558442],0
v1,1,0.314281,1.012599,[70 81] ; [3 7],[68.46583851 82.53416149] ; [4.53416149 5.46583851],0
p3,1,0.336804,0.922557,[ 54 101] ; [2 8],[ 52.60606061 102.39393939] ; [3.39393939 6.60606061],0
p6,1,0.352721,0.863642,[ 34 117] ; [1 9],[ 32.82608696 118.17391304] ; [2.17391304 7.82608696],0
s4,1,0.354934,0.855739,[ 35 121] ; [1 9],[ 33.8313253 122.1686747] ; [2.1686747 7.8313253],0
n2,1,0.380547,0.768933,[39 16] ; [2 2],[38.22033898 16.77966102] ; [2.77966102 1.22033898],0
b4,1,0.490877,0.474603,[92 64] ; [7 3],[93.03614458 62.96385542] ; [5.96385542 4.03614458],0
s5,1,0.527773,0.398678,[ 44 106] ; [2 8],[ 43.125 106.875] ; [2.875 7.125],0
d4,1,0.549677,0.357895,[129  27] ; [9 1],[129.68674699  26.31325301] ; [8.31325301 1.68674699],0
u2,1,0.551926,0.353878,[35 19] ; [2 2],[34.44827586 19.55172414] ; [2.55172414 1.44827586],0
b1,1,0.634116,0.226521,[ 51 105] ; [4 6],[ 51.68674699 104.31325301] ; [3.31325301 6.68674699],0
b2,1,0.68584,0.163626,[21 53] ; [1 4],[20.60759494 53.39240506] ; [1.39240506 3.60759494],0
b3,1,0.68584,0.163626,[21 53] ; [1 4],[20.60759494 53.39240506] ; [1.39240506 3.60759494],0
d2,1,0.729182,0.119864,[ 54 102] ; [4 6],[ 54.5060241 101.4939759] ; [3.4939759 6.5060241],0
p4,1,0.73695,0.112826,[70 84] ; [4 6],[69.48780488 84.51219512] ; [4.51219512 5.48780488],0
p8,1,0.779786,0.078175,[70 84] ; [5 5],[70.42682927 83.57317073] ; [4.57317073 5.42682927],0
a3,1,0.793488,0.068531,[100  56] ; [6 4],[99.61445783 56.38554217] ; [6.38554217 3.61445783],0
a5,1,0.955052,0.003177,[95 61] ; [6 4],[94.91566265 61.08433735] ; [6.08433735 3.91566265],0
s3,1,0.984223,0.000391,[78 77] ; [5 5],[77.96969697 77.03030303] ; [5.03030303 4.96969697],0
s7,1,0.988879,0.000194,[49 99] ; [3 6],[49.01910828 98.98089172] ; [2.98089172 6.01910828],0
n1,1,1.0,0.0,[14 42] ; [1 3],[14. 42.] ; [1. 3.],0
