Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s3,1,0.0,238.39845,[256  35] ; [ 52 189],[168.47368421 122.52631579] ; [139.52631579 101.47368421],1
s6,1,0.0,125.309801,[258  31] ; [106 135],[198.48301887  90.51698113] ; [165.51698113  75.48301887],1
s7,1,0.0,105.911327,[203  76] ; [ 64 171],[144.92801556 134.07198444] ; [122.07198444 112.92801556],1
s8,1,0.0,85.362549,[197  96] ; [ 66 177],[143.76679104 149.23320896] ; [119.23320896 123.76679104],1
s5,1,0.0,47.322378,[139 138] ; [ 50 189],[101.45930233 175.54069767] ; [ 87.54069767 151.45930233],1
s4,1,5e-06,20.70037,[ 70 220] ; [ 22 219],[ 50.24482109 239.75517891] ; [ 41.75517891 199.24482109],1
p4,1,3.8e-05,16.94655,[209  83] ; [131 110],[186.26641651 105.73358349] ; [153.73358349  87.26641651],1
p12,1,0.000112,14.915917,[ 39 253] ; [  9 232],[ 26.29643527 265.70356473] ; [ 21.70356473 219.29643527],1
p9,1,0.000319,12.954911,[261  28] ; [190  50],[246.38752363  42.61247637] ; [204.61247637  35.38752363],1
p6,1,0.000439,12.359512,[132 157] ; [ 73 165],[112.41935484 176.58064516] ; [ 92.58064516 145.41935484],1
v4,1,0.000558,11.912755,[287   6] ; [224  21],[278.29553903  14.70446097] ; [232.70446097  12.29553903],1
p10,1,0.000726,11.421156,[254  37] ; [184  58],[239.13320826  51.86679174] ; [198.86679174  43.13320826],1
n5,1,0.002391,9.222492,[233  59] ; [166  77],[217.77196262  74.22803738] ; [181.22803738  61.77196262],0
u1,1,0.006662,7.361836,[ 93 201] ; [ 52 193],[ 79.09090909 214.90909091] ; [ 65.90909091 179.09090909],0
r3,1,0.007587,7.128522,[285   8] ; [225  19],[278.26815642  14.73184358] ; [231.73184358  12.26815642],0
v1,1,0.010138,6.61056,[172 110] ; [120 121],[157.44550669 124.55449331] ; [134.55449331 106.44550669],0
p2,1,0.010622,6.527467,[251  42] ; [185  55],[239.67729831  53.32270169] ; [196.32270169  43.67729831],0
p3,1,0.010816,6.495382,[168 125] ; [112 130],[153.34579439 139.65420561] ; [126.65420561 115.34579439],0
u4,1,0.012599,6.224536,[ 15 279] ; [  3 242],[  9.81818182 284.18181818] ; [  8.18181818 236.81818182],0
u3,1,0.013891,6.051995,[40 13] ; [29 26],[33.86111111 19.13888889] ; [35.13888889 19.86111111],0
r4,1,0.031735,4.612748,[272  22] ; [213  32],[264.54545455  29.45454545] ; [220.45454545  24.54545455],0
u2,1,0.057155,3.618076,[37 16] ; [28 26],[32.19626168 20.80373832] ; [32.80373832 21.19626168],0
n6,1,0.064391,3.420519,[255  36] ; [199  44],[247.40449438  43.59550562] ; [206.59550562  36.40449438],0
a1,1,0.065377,3.395434,[ 20 274] ; [  8 237],[ 15.27272727 278.72727273] ; [ 12.72727273 232.27272727],0
s1,1,0.066636,3.364001,[ 13 279] ; [  4 238],[  9.29588015 282.70411985] ; [  7.70411985 234.29588015],0
r2,1,0.068184,3.32621,[284   7] ; [226  13],[280.01886792  10.98113208] ; [229.98113208   9.01886792],0
a2,1,0.093488,2.813255,[109 185] ; [ 74 171],[ 99.81818182 194.18181818] ; [ 83.18181818 161.81818182],0
v3,1,0.104213,2.639855,[127 150] ; [ 91 144],[117.94140625 159.05859375] ; [100.05859375 134.94140625],0
v2,1,0.107303,2.593503,[181  99] ; [138 101],[172.10019268 107.89980732] ; [146.89980732  92.10019268],0
p5,1,0.119708,2.421136,[ 40 249] ; [ 23 220],[ 34.22368421 254.77631579] ; [ 28.77631579 214.22368421],0
r1,1,0.130644,2.284831,[250  42] ; [197  47],[243.51492537  48.48507463] ; [203.48507463  40.51492537],0
a4,1,0.142091,2.155164,[177 117] ; [131 112],[168.62569832 125.37430168] ; [139.37430168 103.62569832],0
a6,1,0.158245,1.990914,[204  89] ; [184  61],[211.30855019  81.69144981] ; [176.69144981  68.30855019],0
n4,1,0.160045,1.973797,[239  54] ; [187  57],[232.43575419  60.56424581] ; [193.56424581  50.43575419],0
p1,1,0.16852,1.896063,[ 29 264] ; [ 16 227],[ 24.5988806 268.4011194] ; [ 20.4011194 222.5988806],0
