Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.000255,13.374207,[ 1 14] ; [40 28],[7.40963855 7.59036145] ; [33.59036145 34.40963855],1
r2,1,0.001166,10.543809,[6 9] ; [55 13],[11.02409639  3.97590361] ; [49.97590361 18.02409639],0
r3,1,0.002969,8.826568,[8 7] ; [59  9],[12.10843373  2.89156627] ; [54.89156627 13.10843373],0
n6,1,0.018644,5.534566,[ 5 10] ; [45 23],[9.03614458 5.96385542] ; [40.96385542 27.03614458],0
n2,1,0.036591,4.369332,[1 4] ; [22 10],[3.10810811 1.89189189] ; [19.89189189 12.10810811],0
p2,1,0.045116,4.014312,[6 9] ; [46 22],[9.39759036 5.60240964] ; [42.60240964 25.39759036],0
p1,1,0.074925,3.171694,[ 3 12] ; [ 4 64],[ 1.26506024 13.73493976] ; [ 5.73493976 62.26506024],0
p9,1,0.075163,3.166514,[7 8] ; [46 19],[9.9375 5.0625] ; [43.0625 21.9375],0
u3,1,0.078885,3.087719,[1 5] ; [21 17],[3. 3.] ; [19. 19.],0
s8,1,0.081182,3.041073,[ 1 14] ; [19 49],[ 3.61445783 11.38554217] ; [16.38554217 51.61445783],0
d5,1,0.084323,2.979548,[6 9] ; [43 24],[8.96341463 6.03658537] ; [40.03658537 26.96341463],0
s1,1,0.088945,2.893361,[ 2 13] ; [ 2 66],[ 0.72289157 14.27710843] ; [ 3.27710843 64.72289157],0
p10,1,0.106935,2.598946,[6 9] ; [42 25],[8.7804878 6.2195122] ; [39.2195122 27.7804878],0
u2,1,0.127538,2.322222,[1 5] ; [19 19],[2.72727273 3.27272727] ; [17.27272727 20.72727273],0
a2,1,0.188691,1.72781,[ 2 13] ; [ 3 65],[ 0.90361446 14.09638554] ; [ 4.09638554 63.90361446],0
n3,1,0.210635,1.567059,[4 1] ; [16 16],[2.7027027 2.2972973] ; [17.2972973 14.7027027],0
s2,1,0.252341,1.310295,[ 4 11] ; [29 39],[5.96385542 9.03614458] ; [27.03614458 40.96385542],0
a3,1,0.285878,1.138931,[9 6] ; [30 37],[7.13414634 7.86585366] ; [31.86585366 35.13414634],0
n5,1,0.409846,0.679249,[7 8] ; [24 44],[5.60240964 9.39759036] ; [25.39759036 42.60240964],0
v2,1,0.442689,0.589303,[ 3 12] ; [20 47],[ 4.20731707 10.79268293] ; [18.79268293 48.20731707],0
v3,1,0.44372,0.586644,[ 3 11] ; [ 9 58],[ 2.07407407 11.92592593] ; [ 9.92592593 57.07407407],0
u1,1,0.48411,0.489592,[ 1 14] ; [ 2 66],[ 0.54216867 14.45783133] ; [ 2.45783133 65.54216867],0
p7,1,0.484123,0.48956,[6 9] ; [33 33],[7.22222222 7.77777778] ; [31.77777778 34.22222222],0
a8,1,0.500844,0.453147,[ 1 14] ; [ 2 64],[ 0.55555556 14.44444444] ; [ 2.44444444 63.55555556],0
p6,1,0.508988,0.436147,[ 3 12] ; [19 48],[ 4.02439024 10.97560976] ; [17.97560976 49.02439024],0
d3,1,0.509705,0.434672,[7 8] ; [37 29],[8.14814815 6.85185185] ; [35.85185185 30.14814815],0
n1,1,0.510835,0.432357,[2 3] ; [ 8 23],[1.38888889 3.61111111] ; [ 8.61111111 22.38888889],0
p4,1,0.574248,0.315627,[ 5 10] ; [28 40],[5.96385542 9.03614458] ; [27.03614458 40.96385542],0
s5,1,0.581854,0.303247,[ 3 12] ; [18 49],[ 3.84146341 11.15853659] ; [17.15853659 49.84146341],0
p8,1,0.609521,0.260873,[4 9] ; [26 42],[4.81481481 8.18518519] ; [25.18518519 42.81481481],0
b4,1,0.619417,0.246687,[9 6] ; [36 32],[8.13253012 6.86746988] ; [36.86746988 31.13253012],0
v1,1,0.642558,0.215412,[ 4 11] ; [22 45],[ 4.75609756 10.24390244] ; [21.24390244 45.75609756],0
s3,1,0.64625,0.210661,[ 5 10] ; [27 41],[5.78313253 9.21686747] ; [26.21686747 41.78313253],0
s6,1,0.659199,0.194498,[6 9] ; [31 36],[6.76829268 8.23170732] ; [30.23170732 36.76829268],0
b1,1,0.659789,0.19378,[8 7] ; [32 36],[7.22891566 7.77108434] ; [32.77108434 35.22891566],0
s4,1,0.676725,0.173836,[ 5 10] ; [19 49],[ 4.3373494 10.6626506] ; [19.6626506 48.3373494],0
p11,1,0.696731,0.151895,[8 7] ; [40 28],[8.6746988 6.3253012] ; [39.3253012 28.6746988],0
a4,1,0.700625,0.147822,[ 4 11] ; [15 53],[ 3.43373494 11.56626506] ; [15.56626506 52.43373494],0
a7,1,0.730024,0.11909,[8 7] ; [39 28],[8.59756098 6.40243902] ; [38.40243902 28.59756098],0
d4,1,0.731309,0.117913,[9 6] ; [44 24],[9.57831325 5.42168675] ; [43.42168675 24.57831325],0
d2,1,0.731309,0.117913,[6 9] ; [24 44],[5.42168675 9.57831325] ; [24.57831325 43.42168675],0
b2,1,0.756206,0.096389,[3 7] ; [12 22],[3.40909091 6.59090909] ; [11.59090909 22.40909091],0
b3,1,0.756206,0.096389,[3 7] ; [12 22],[3.40909091 6.59090909] ; [11.59090909 22.40909091],0
a5,1,0.857328,0.03232,[7 8] ; [30 38],[6.68674699 8.31325301] ; [30.31325301 37.68674699],0
a6,1,0.896024,0.017079,[7 8] ; [33 35],[7.22891566 7.77108434] ; [32.77108434 35.22891566],0
s7,1,0.921259,0.009771,[ 4 10] ; [18 48],[ 3.85 10.15] ; [18.15 47.85],0
d1,1,0.941519,0.005382,[ 5 10] ; [22 46],[ 4.87951807 10.12048193] ; [22.12048193 45.87951807],0
p3,1,0.970435,0.001374,[ 5 10] ; [22 45],[ 4.93902439 10.06097561] ; [22.06097561 44.93902439],0
b5,1,0.983192,0.000444,[9 6] ; [41 27],[9.03614458 5.96385542] ; [40.96385542 27.03614458],0
