Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d1,1,0.007831,7.071809,[25  7] ; [58 54],[18.44444444 13.55555556] ; [64.55555556 47.44444444],0
p3,1,0.018979,5.503418,[20 12] ; [43 67],[14.1971831 17.8028169] ; [48.8028169 61.1971831],0
n3,1,0.029987,4.710017,[1 3] ; [21  6],[2.83870968 1.16129032] ; [19.16129032  7.83870968],0
d4,1,0.031012,4.652291,[30  2] ; [85 26],[25.73426573  6.26573427] ; [89.26573427 21.73426573],0
v2,1,0.031225,4.640565,[29  3] ; [78 30],[24.45714286  7.54285714] ; [82.54285714 25.45714286],0
a8,1,0.03415,4.487182,[ 7 23] ; [ 9 92],[ 3.66412214 26.33587786] ; [12.33587786 88.66412214],0
r1,1,0.047463,3.92889,[29  3] ; [83 29],[24.88888889  7.11111111] ; [87.11111111 24.88888889],0
d5,1,0.047463,3.92889,[29  3] ; [83 29],[24.88888889  7.11111111] ; [87.11111111 24.88888889],0
a5,1,0.056007,3.651861,[27  5] ; [75 37],[22.66666667  9.33333333] ; [79.33333333 32.66666667],0
p6,1,0.059009,3.56501,[12 20] ; [23 86],[ 7.94326241 24.05673759] ; [27.05673759 81.94326241],0
p11,1,0.064078,3.428571,[28  4] ; [80 32],[24.  8.] ; [84. 28.],0
p9,1,0.078184,3.102249,[29  3] ; [84 26],[25.46478873  6.53521127] ; [87.53521127 22.46478873],0
p2,1,0.078184,3.102249,[29  3] ; [84 26],[25.46478873  6.53521127] ; [87.53521127 22.46478873],0
p8,1,0.107928,2.584303,[20 11] ; [53 57],[16.04964539 14.95035461] ; [56.95035461 53.04964539],0
b4,1,0.118972,2.430804,[25  7] ; [71 41],[21.33333333 10.66666667] ; [74.66666667 37.33333333],0
p12,1,0.12828,2.313199,[ 6 26] ; [ 10 100],[ 3.6056338 28.3943662] ; [12.3943662 97.6056338],0
s2,1,0.15619,2.01073,[13 18] ; [32 80],[ 9.75524476 21.24475524] ; [35.24475524 76.75524476],0
s1,1,0.15767,1.996435,[ 2 28] ; [  2 108],[ 0.85714286 29.14285714] ; [  3.14285714 106.85714286],0
s3,1,0.161584,1.959337,[16 15] ; [41 68],[12.62142857 18.37857143] ; [44.37857143 64.62142857],0
