Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d2,1,0.0,31.170931,[195  89] ; [19 43],[175.65317919 108.34682081] ; [38.34682081 23.65317919],1
a3,1,0.0,27.355336,[245  38] ; [36 26],[230.50144928  52.49855072] ; [50.49855072 11.50144928],1
a4,1,3e-06,21.751257,[166 118] ; [16 46],[149.38728324 134.61271676] ; [32.61271676 29.38728324],1
d1,1,3.6e-05,17.084516,[230  54] ; [35 27],[217.51445087  66.48554913] ; [47.48554913 14.51445087],1
u1,1,0.000181,14.022834,[ 83 201] ; [ 4 58],[ 71.41040462 212.58959538] ; [15.58959538 46.41040462],1
p9,1,0.000311,13.00112,[263  19] ; [47 13],[255.61403509  26.38596491] ; [54.38596491  5.61403509],1
n4,1,0.001434,10.162138,[246  36] ; [44 18],[237.73255814  44.26744186] ; [52.26744186  9.73255814],0
n6,1,0.00832,6.9632,[252  29] ; [48 14],[245.77259475  35.22740525] ; [54.22740525  7.77259475],0
s5,1,0.017164,5.679539,[132 138] ; [18 39],[123.85321101 146.14678899] ; [26.14678899 30.85321101],0
p4,1,0.021535,5.282949,[198  85] ; [34 28],[190.30724638  92.69275362] ; [41.69275362 20.30724638],0
b3,1,0.023043,5.165254,[ 91 110] ; [10 29],[ 84.5875 116.4125] ; [16.4125 22.5875],0
b2,1,0.023043,5.165254,[ 91 110] ; [10 29],[ 84.5875 116.4125] ; [16.4125 22.5875],0
p1,1,0.042557,4.112921,[ 19 263] ; [ 9 53],[ 22.95348837 259.04651163] ; [ 5.04651163 56.95348837],0
v1,1,0.043376,4.080675,[179  94] ; [31 29],[172.16216216 100.83783784] ; [37.83783784 22.16216216],0
p11,1,0.048018,3.909367,[233  51] ; [44 18],[227.36416185  56.63583815] ; [49.63583815 12.36416185],0
p7,1,0.055373,3.670816,[196  78] ; [36 25],[189.75522388  84.24477612] ; [42.24477612 18.75522388],0
n5,1,0.071134,3.256654,[232  49] ; [45 17],[226.93002915  54.06997085] ; [50.06997085 11.93002915],0
a6,1,0.100277,2.701128,[195  88] ; [36 26],[189.48695652  93.51304348] ; [41.51304348 20.48695652],0
r2,1,0.104115,2.641352,[273   7] ; [57  4],[270.96774194   9.03225806] ; [59.03225806  1.96774194],0
a1,1,0.104772,2.631354,[ 20 264] ; [ 1 61],[ 17.23699422 266.76300578] ; [ 3.76300578 58.23699422],0
p10,1,0.106219,2.609599,[250  31] ; [48 11],[246.28823529  34.71176471] ; [51.71176471  7.28823529],0
v4,1,0.106364,2.60743,[276   7] ; [58  4],[273.97681159   9.02318841] ; [60.02318841  1.97681159],0
p3,1,0.113425,2.505846,[173 111] ; [31 31],[167.44508671 116.55491329] ; [36.55491329 25.44508671],0
d4,1,0.114053,2.497143,[261  23] ; [53  9],[257.73410405  26.26589595] ; [56.26589595  5.73410405],0
s3,1,0.122297,2.387649,[202  77] ; [50 11],[206.78823529  72.21176471] ; [45.21176471 15.78823529],0
b1,1,0.160543,1.969104,[110 174] ; [30 32],[114.9132948 169.0867052] ; [25.0867052 36.9132948],0
p6,1,0.179116,1.804947,[137 145] ; [23 36],[132.31671554 149.68328446] ; [27.68328446 31.31671554],0
s4,1,0.187249,1.739127,[ 52 230] ; [16 46],[ 55.74418605 226.25581395] ; [12.25581395 49.74418605],0
v2,1,0.188239,1.731345,[177  98] ; [32 26],[172.5975976 102.4024024] ; [36.4024024 21.5975976],0
p12,1,0.265138,1.241729,[ 32 249] ; [ 4 57],[ 29.57894737 251.42105263] ; [ 6.42105263 54.57894737],0
u4,1,0.283137,1.151969,[ 13 271] ; [ 1 61],[ 11.49132948 272.50867052] ; [ 2.50867052 59.49132948],0
r1,1,0.315993,1.005461,[245  37] ; [50 11],[242.53644315  39.46355685] ; [52.46355685  8.53644315],0
b4,1,0.336567,0.923463,[170 114] ; [33 29],[166.62427746 117.37572254] ; [36.37572254 25.62427746],0
u3,1,0.410593,0.677083,[28 11] ; [21  5],[29.4  9.6] ; [19.6  6.4],0
r4,1,0.467696,0.527413,[268  16] ; [57  5],[266.76300578  17.23699422] ; [58.23699422  3.76300578],0
s6,1,0.557494,0.344062,[239  40] ; [54  7],[240.43235294  38.56764706] ; [52.56764706  8.43235294],0
a8,1,0.559951,0.339789,[ 45 212] ; [ 8 48],[ 43.51757188 213.48242812] ; [ 9.48242812 46.51757188],0
p8,1,0.604565,0.268166,[158 120] ; [33 29],[156.17058824 121.82941176] ; [34.82941176 27.17058824],0
s1,1,0.644807,0.21251,[ 10 268] ; [ 3 59],[ 10.62941176 267.37058824] ; [ 2.37058824 59.62941176],0
s2,1,0.653483,0.201538,[204  77] ; [46 15],[205.40935673  75.59064327] ; [44.59064327 16.40935673],0
a7,1,0.677833,0.172575,[202  82] ; [45 16],[203.32753623  80.67246377] ; [43.67246377 17.32753623],0
b5,1,0.694193,0.154584,[171 113] ; [39 23],[172.3699422 111.6300578] ; [37.6300578 24.3699422],0
v3,1,0.695821,0.152856,[133 139] ; [30 28],[134.35151515 137.64848485] ; [28.64848485 29.35151515],0
n1,1,0.749963,0.101563,[29 35] ; [7 7],[29.53846154 34.46153846] ; [6.46153846 7.53846154],0
p5,1,0.775442,0.081375,[ 42 239] ; [10 51],[ 42.7251462 238.2748538] ; [ 9.2748538 51.7251462],0
s7,1,0.802954,0.062263,[209  64] ; [42 14],[208.27659574  64.72340426] ; [42.72340426 13.27659574],0
n3,1,0.811838,0.056671,[45 21] ; [10  4],[45.375 20.625] ; [9.625 4.375],0
n2,1,0.827941,0.047238,[49 17] ; [10  4],[48.675 17.325] ; [10.325  3.675],0
p2,1,0.853342,0.034172,[240  43] ; [52 10],[239.52463768  43.47536232] ; [52.47536232  9.52463768],0
r3,1,0.861772,0.030317,[276   8] ; [60  2],[275.79190751   8.20809249] ; [60.20809249  1.79190751],0
d3,1,0.87034,0.026643,[209  75] ; [45 17],[208.48554913  75.51445087] ; [45.51445087 16.48554913],0
u2,1,0.911745,0.012285,[26 13] ; [17  8],[26.203125 12.796875] ; [16.796875  8.203125],0
